id,type,severity,classification,key,count,routeFamilies,locales,urls
"duplicate-governance-126","duplicate_semantic_entity","P2","semantic_entity_risk","career-family:construction-and-extraction","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/construction-and-extraction|https://fermatmind.com/zh/career/industries/construction-and-extraction"
"duplicate-governance-127","duplicate_semantic_entity","P2","semantic_entity_risk","career-family:education-training-and-library","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/education-training-and-library|https://fermatmind.com/zh/career/industries/education-training-and-library"
"duplicate-governance-128","duplicate_semantic_entity","P2","semantic_entity_risk","career-family:entertainment-and-sports","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/entertainment-and-sports|https://fermatmind.com/zh/career/industries/entertainment-and-sports"
"duplicate-governance-129","duplicate_semantic_entity","P2","semantic_entity_risk","career-family:farming-fishing-and-forestry","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/farming-fishing-and-forestry|https://fermatmind.com/zh/career/industries/farming-fishing-and-forestry"
"duplicate-governance-130","duplicate_semantic_entity","P2","semantic_entity_risk","career-family:food-preparation-and-serving","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/food-preparation-and-serving|https://fermatmind.com/zh/career/industries/food-preparation-and-serving"
"duplicate-governance-131","duplicate_semantic_entity","P2","semantic_entity_risk","career-family:installation-maintenance-and-repair","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/installation-maintenance-and-repair|https://fermatmind.com/zh/career/industries/installation-maintenance-and-repair"
"duplicate-governance-132","duplicate_semantic_entity","P2","semantic_entity_risk","career-family:legal","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/legal|https://fermatmind.com/zh/career/industries/legal"
"duplicate-governance-133","duplicate_semantic_entity","P2","semantic_entity_risk","career-family:life-physical-and-social-science","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/life-physical-and-social-science|https://fermatmind.com/zh/career/industries/life-physical-and-social-science"
"duplicate-governance-134","duplicate_semantic_entity","P2","semantic_entity_risk","career-family:management","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/management|https://fermatmind.com/zh/career/industries/management"
"duplicate-governance-135","duplicate_semantic_entity","P2","semantic_entity_risk","career-family:math","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/math|https://fermatmind.com/zh/career/industries/math"
"duplicate-governance-136","duplicate_semantic_entity","P2","semantic_entity_risk","career-family:media-and-communication","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/media-and-communication|https://fermatmind.com/zh/career/industries/media-and-communication"
"duplicate-governance-137","duplicate_semantic_entity","P2","semantic_entity_risk","career-family:military","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/military|https://fermatmind.com/zh/career/industries/military"
"duplicate-governance-138","duplicate_semantic_entity","P2","semantic_entity_risk","career-family:office-and-administrative-support","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/office-and-administrative-support|https://fermatmind.com/zh/career/industries/office-and-administrative-support"
"duplicate-governance-139","duplicate_semantic_entity","P2","semantic_entity_risk","career-family:personal-care-and-service","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/personal-care-and-service|https://fermatmind.com/zh/career/industries/personal-care-and-service"
"duplicate-governance-140","duplicate_semantic_entity","P2","semantic_entity_risk","career-family:production","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/production|https://fermatmind.com/zh/career/industries/production"
"duplicate-governance-141","duplicate_semantic_entity","P2","semantic_entity_risk","career-family:protective-service","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/protective-service|https://fermatmind.com/zh/career/industries/protective-service"
"duplicate-governance-142","duplicate_semantic_entity","P2","semantic_entity_risk","career-family:sales","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/sales|https://fermatmind.com/zh/career/industries/sales"
"duplicate-governance-143","duplicate_semantic_entity","P2","semantic_entity_risk","career-family:transportation-and-material-moving","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/transportation-and-material-moving|https://fermatmind.com/zh/career/industries/transportation-and-material-moving"
"duplicate-governance-144","duplicate_semantic_entity","P2","semantic_entity_risk","help_detail:helpcontact","2","help_detail","en|zh","https://fermatmind.com/en/help/contact|https://fermatmind.com/zh/help/contact"
"duplicate-governance-145","duplicate_semantic_entity","P2","semantic_entity_risk","help_detail:helpfaq","2","help_detail","en|zh","https://fermatmind.com/en/help/faq|https://fermatmind.com/zh/help/faq"
"duplicate-governance-146","duplicate_semantic_entity","P2","semantic_entity_risk","help_detail:helpfor-business-and-research","2","help_detail","en|zh","https://fermatmind.com/en/help/for-business-and-research|https://fermatmind.com/zh/help/for-business-and-research"
"duplicate-governance-147","duplicate_semantic_entity","P2","semantic_entity_risk","personality_hub:personality","2","personality_hub","en|zh","https://fermatmind.com/en/personality|https://fermatmind.com/zh/personality"
"duplicate-governance-148","duplicate_semantic_entity","P2","semantic_entity_risk","static_legal_help:about","2","static_legal_help","en|zh","https://fermatmind.com/en/about|https://fermatmind.com/zh/about"
"duplicate-governance-149","duplicate_semantic_entity","P2","semantic_entity_risk","static_legal_help:business","2","static_legal_help","en|zh","https://fermatmind.com/en/business|https://fermatmind.com/zh/business"
"duplicate-governance-150","duplicate_semantic_entity","P2","semantic_entity_risk","static_legal_help:privacy","2","static_legal_help","en|zh","https://fermatmind.com/en/privacy|https://fermatmind.com/zh/privacy"
"duplicate-governance-151","duplicate_semantic_entity","P2","semantic_entity_risk","static_legal_help:support","2","static_legal_help","en|zh","https://fermatmind.com/en/support|https://fermatmind.com/zh/support"
"duplicate-governance-152","duplicate_semantic_entity","P2","semantic_entity_risk","static_legal_help:terms","2","static_legal_help","en|zh","https://fermatmind.com/en/terms|https://fermatmind.com/zh/terms"
"duplicate-governance-153","duplicate_semantic_entity","P2","semantic_entity_risk","test_category:testscategorycareer","2","test_category","en|zh","https://fermatmind.com/en/tests/category/career|https://fermatmind.com/zh/tests/category/career"
"duplicate-governance-154","duplicate_semantic_entity","P2","semantic_entity_risk","test_category:testscategorypersonality","2","test_category","en|zh","https://fermatmind.com/en/tests/category/personality|https://fermatmind.com/zh/tests/category/personality"
"duplicate-governance-155","duplicate_semantic_entity","P2","semantic_entity_risk","test:big-five-personality-test-ocean-model","2","test_detail","en|zh","https://fermatmind.com/en/tests/big-five-personality-test-ocean-model|https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model"
"duplicate-governance-156","duplicate_semantic_entity","P2","semantic_entity_risk","test:enneagram-personality-test-nine-types","2","test_detail","en|zh","https://fermatmind.com/en/tests/enneagram-personality-test-nine-types|https://fermatmind.com/zh/tests/enneagram-personality-test-nine-types"
"duplicate-governance-157","duplicate_semantic_entity","P2","semantic_entity_risk","test:eq-test-emotional-intelligence-assessment","2","test_detail","en|zh","https://fermatmind.com/en/tests/eq-test-emotional-intelligence-assessment|https://fermatmind.com/zh/tests/eq-test-emotional-intelligence-assessment"
"duplicate-governance-158","duplicate_semantic_entity","P2","semantic_entity_risk","test:holland-career-interest-test-riasec","2","test_detail","en|zh","https://fermatmind.com/en/tests/holland-career-interest-test-riasec|https://fermatmind.com/zh/tests/holland-career-interest-test-riasec"
"duplicate-governance-159","duplicate_semantic_entity","P2","semantic_entity_risk","test:iq-test-intelligence-quotient-assessment","2","test_detail","en|zh","https://fermatmind.com/en/tests/iq-test-intelligence-quotient-assessment|https://fermatmind.com/zh/tests/iq-test-intelligence-quotient-assessment"
"duplicate-governance-160","duplicate_semantic_entity","P2","semantic_entity_risk","test:mbti-personality-test-16-personality-types","2","test_detail","en|zh","https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types|https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types"
"duplicate-governance-161","duplicate_semantic_entity","P2","semantic_entity_risk","tests_hub:tests","2","tests_hub","en|zh","https://fermatmind.com/en/tests|https://fermatmind.com/zh/tests"
"duplicate-governance-162","duplicate_semantic_entity","P2","semantic_entity_risk","topic:big-five","2","topic_detail","en|zh","https://fermatmind.com/en/topics/big-five|https://fermatmind.com/zh/topics/big-five"
"duplicate-governance-163","duplicate_semantic_entity","P2","semantic_entity_risk","topic:iq-eq","2","topic_detail","en|zh","https://fermatmind.com/en/topics/iq-eq|https://fermatmind.com/zh/topics/iq-eq"
"duplicate-governance-164","duplicate_semantic_entity","P2","semantic_entity_risk","topic:mbti","2","topic_detail","en|zh","https://fermatmind.com/en/topics/mbti|https://fermatmind.com/zh/topics/mbti"
"duplicate-governance-165","duplicate_semantic_entity","P2","semantic_entity_risk","topics_hub:topics","2","topics_hub","en|zh","https://fermatmind.com/en/topics|https://fermatmind.com/zh/topics"
"duplicate-governance-166","career_family_variant","P1","semantic_entity_risk","career-family:business-and-financial","6","career_family|career_industry_detail","en|zh","https://fermatmind.com/en/career/family/business-and-financial-37ec69bd|https://fermatmind.com/en/career/family/business-and-financial-a0352070|https://fermatmind.com/en/career/industries/business-and-financial|https://fermatmind.com/zh/career/family/business-and-financial-37ec69bd|https://fermatmind.com/zh/career/family/business-and-financial-a0352070|https://fermatmind.com/zh/career/industries/business-and-financial"
"duplicate-governance-167","career_family_variant","P1","semantic_entity_risk","career-family:computer-and-information-technology","4","career_family|career_industry_detail","en|zh","https://fermatmind.com/en/career/family/computer-and-information-technology|https://fermatmind.com/en/career/industries/computer-and-information-technology|https://fermatmind.com/zh/career/family/computer-and-information-technology|https://fermatmind.com/zh/career/industries/computer-and-information-technology"
"duplicate-governance-168","career_family_variant","P1","semantic_entity_risk","career-family:healthcare","4","career_family|career_industry_detail","en|zh","https://fermatmind.com/en/career/family/healthcare|https://fermatmind.com/en/career/industries/healthcare|https://fermatmind.com/zh/career/family/healthcare|https://fermatmind.com/zh/career/industries/healthcare"
