priority_bucket,path,target_url,framework,locale,page_type,entity_key,priority_rank,priority_score,evidence_quality,query_rows_captured,automation_candidate,blocked_reason,recommended_next_task
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/enfp-a-vs-enfp-t","https://fermatmind.com/zh/personality/enfp-a-vs-enfp-t","mbti64","zh","comparison","ENFP","62","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/enfp-t","https://fermatmind.com/zh/personality/enfp-t","mbti64","zh","variant","ENFP","63","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/entj-a","https://fermatmind.com/zh/personality/entj-a","mbti64","zh","variant","ENTJ","64","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/entj-a-vs-entj-t","https://fermatmind.com/zh/personality/entj-a-vs-entj-t","mbti64","zh","comparison","ENTJ","65","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/entj-t","https://fermatmind.com/zh/personality/entj-t","mbti64","zh","variant","ENTJ","66","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/entp-a","https://fermatmind.com/zh/personality/entp-a","mbti64","zh","variant","ENTP","67","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/entp-a-vs-entp-t","https://fermatmind.com/zh/personality/entp-a-vs-entp-t","mbti64","zh","comparison","ENTP","68","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/entp-t","https://fermatmind.com/zh/personality/entp-t","mbti64","zh","variant","ENTP","69","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/esfj-a-vs-esfj-t","https://fermatmind.com/zh/personality/esfj-a-vs-esfj-t","mbti64","zh","comparison","ESFJ","70","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/esfj-t","https://fermatmind.com/zh/personality/esfj-t","mbti64","zh","variant","ESFJ","71","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/esfp-a-vs-esfp-t","https://fermatmind.com/zh/personality/esfp-a-vs-esfp-t","mbti64","zh","comparison","ESFP","72","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/esfp-t","https://fermatmind.com/zh/personality/esfp-t","mbti64","zh","variant","ESFP","73","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/estj-a","https://fermatmind.com/zh/personality/estj-a","mbti64","zh","variant","ESTJ","74","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/estj-a-vs-estj-t","https://fermatmind.com/zh/personality/estj-a-vs-estj-t","mbti64","zh","comparison","ESTJ","75","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/estj-t","https://fermatmind.com/zh/personality/estj-t","mbti64","zh","variant","ESTJ","76","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/estp-a","https://fermatmind.com/zh/personality/estp-a","mbti64","zh","variant","ESTP","77","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/estp-a-vs-estp-t","https://fermatmind.com/zh/personality/estp-a-vs-estp-t","mbti64","zh","comparison","ESTP","78","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/estp-t","https://fermatmind.com/zh/personality/estp-t","mbti64","zh","variant","ESTP","79","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/infj-a","https://fermatmind.com/zh/personality/infj-a","mbti64","zh","variant","INFJ","80","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/infj-a-vs-infj-t","https://fermatmind.com/zh/personality/infj-a-vs-infj-t","mbti64","zh","comparison","INFJ","81","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/infj-t","https://fermatmind.com/zh/personality/infj-t","mbti64","zh","variant","INFJ","82","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/infp-a","https://fermatmind.com/zh/personality/infp-a","mbti64","zh","variant","INFP","83","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/infp-a-vs-infp-t","https://fermatmind.com/zh/personality/infp-a-vs-infp-t","mbti64","zh","comparison","INFP","84","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/intj-a-vs-intj-t","https://fermatmind.com/zh/personality/intj-a-vs-intj-t","mbti64","zh","comparison","INTJ","85","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/intp-t","https://fermatmind.com/zh/personality/intp-t","mbti64","zh","variant","INTP","86","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/isfj-a","https://fermatmind.com/zh/personality/isfj-a","mbti64","zh","variant","ISFJ","87","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/isfj-a-vs-isfj-t","https://fermatmind.com/zh/personality/isfj-a-vs-isfj-t","mbti64","zh","comparison","ISFJ","88","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/isfj-t","https://fermatmind.com/zh/personality/isfj-t","mbti64","zh","variant","ISFJ","89","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/isfp-a","https://fermatmind.com/zh/personality/isfp-a","mbti64","zh","variant","ISFP","90","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/isfp-a-vs-isfp-t","https://fermatmind.com/zh/personality/isfp-a-vs-isfp-t","mbti64","zh","comparison","ISFP","91","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/isfp-t","https://fermatmind.com/zh/personality/isfp-t","mbti64","zh","variant","ISFP","92","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/istj-a-vs-istj-t","https://fermatmind.com/zh/personality/istj-a-vs-istj-t","mbti64","zh","comparison","ISTJ","93","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/istj-t","https://fermatmind.com/zh/personality/istj-t","mbti64","zh","variant","ISTJ","94","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/istp-a-vs-istp-t","https://fermatmind.com/zh/personality/istp-a-vs-istp-t","mbti64","zh","comparison","ISTP","95","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/istp-t","https://fermatmind.com/zh/personality/istp-t","mbti64","zh","variant","ISTP","96","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_OBSERVE_RECENTLY_PROMOTED","/zh/personality/intp-a","https://fermatmind.com/zh/personality/intp-a","mbti64","zh","variant","INTP","1","67.45","query_backed_low_volume","1","false","recently_promoted_or_search_released","MBTI64-CMS-PROJECTION-DRAFT-VISIBLE-3-DRY-RUN-01"
"P2_OBSERVE_RECENTLY_PROMOTED","/zh/personality/esfp-a","https://fermatmind.com/zh/personality/esfp-a","mbti64","zh","variant","ESFP","2","62.021","query_backed_low_volume","1","false","recently_promoted_or_search_released","MBTI64-CMS-PROJECTION-DRAFT-VISIBLE-3-DRY-RUN-01"
"P2_OBSERVE_RECENTLY_PROMOTED","/en/personality/enfj-a","https://fermatmind.com/en/personality/enfj-a","mbti64","en","variant","ENFJ","3","61.848","query_backed_low_volume","1","false","recently_promoted_or_search_released","MBTI64-CMS-PROJECTION-DRAFT-VISIBLE-3-DRY-RUN-01"
"P2_OBSERVE_RECENTLY_PROMOTED","/en/personality/intp-a","https://fermatmind.com/en/personality/intp-a","mbti64","en","variant","INTP","8","59.021","page_level_only_query_suppressed","0","false","recently_promoted_or_search_released","MBTI64-GSC-QUERY-API-OR-MANUAL-CSV-EXPORT-10-01"
"P2_OBSERVE_RECENTLY_PROMOTED","/en/personality/esfp-a","https://fermatmind.com/en/personality/esfp-a","mbti64","en","variant","ESFP","32","0","no_gsc_row","0","false","recently_promoted_or_search_released","next_scheduled_gsc_import"
"P2_OBSERVE_RECENTLY_PROMOTED","/zh/personality/enfj-a","https://fermatmind.com/zh/personality/enfj-a","mbti64","zh","variant","ENFJ","58","0","no_gsc_row","0","false","recently_promoted_or_search_released","next_scheduled_gsc_import"
"P2_OBSERVE_OPTIMIZED_PILOT","/en/personality/intj-a-vs-intj-t","https://fermatmind.com/en/personality/intj-a-vs-intj-t","mbti64","en","comparison","INTJ","14","75.021","page_level_only","0","false","optimized_pilot_observation_window","next_scheduled_gsc_import"
"P2_OBSERVE_OPTIMIZED_PILOT","/zh/personality/istj-a","https://fermatmind.com/zh/personality/istj-a","mbti64","zh","variant","ISTJ","15","64.735","page_level_only","0","false","optimized_pilot_observation_window","next_scheduled_gsc_import"
"P2_OBSERVE_OPTIMIZED_PILOT","/en/personality/intp-a-vs-intp-t","https://fermatmind.com/en/personality/intp-a-vs-intp-t","mbti64","en","comparison","INTP","16","64.279","page_level_only","0","false","optimized_pilot_observation_window","next_scheduled_gsc_import"
"P2_OBSERVE_OPTIMIZED_PILOT","/en/personality/intj-a","https://fermatmind.com/en/personality/intj-a","mbti64","en","variant","INTJ","17","0","no_gsc_row","0","false","optimized_pilot_observation_window","next_scheduled_gsc_import"
"P2_OBSERVE_OPTIMIZED_PILOT","/en/personality/intj-t","https://fermatmind.com/en/personality/intj-t","mbti64","en","variant","INTJ","18","0","no_gsc_row","0","false","optimized_pilot_observation_window","next_scheduled_gsc_import"
"P2_OBSERVE_OPTIMIZED_PILOT","/zh/personality/infp-t","https://fermatmind.com/zh/personality/infp-t","mbti64","zh","variant","INFP","19","0","no_gsc_row","0","false","optimized_pilot_observation_window","next_scheduled_gsc_import"
"P2_OBSERVE_OPTIMIZED_PILOT","/zh/personality/intj-a","https://fermatmind.com/zh/personality/intj-a","mbti64","zh","variant","INTJ","20","0","no_gsc_row","0","false","optimized_pilot_observation_window","next_scheduled_gsc_import"
"P2_OBSERVE_OPTIMIZED_PILOT","/zh/personality/intj-t","https://fermatmind.com/zh/personality/intj-t","mbti64","zh","variant","INTJ","21","0","no_gsc_row","0","false","optimized_pilot_observation_window","next_scheduled_gsc_import"
"HOLD_QUERY_EVIDENCE_REQUIRED","/zh/personality/istp-a","https://fermatmind.com/zh/personality/istp-a","mbti64","zh","variant","ISTP","4","73.612","page_level_only_query_suppressed","0","false","query_evidence_suppressed","MBTI64-GSC-QUERY-API-OR-MANUAL-CSV-EXPORT-10-01"
"HOLD_QUERY_EVIDENCE_REQUIRED","/zh/personality/esfj-a","https://fermatmind.com/zh/personality/esfj-a","mbti64","zh","variant","ESFJ","5","60.521","page_level_only_query_suppressed","0","false","query_evidence_suppressed","MBTI64-GSC-QUERY-API-OR-MANUAL-CSV-EXPORT-10-01"
"HOLD_QUERY_EVIDENCE_REQUIRED","/zh/personality/intp-a-vs-intp-t","https://fermatmind.com/zh/personality/intp-a-vs-intp-t","mbti64","zh","comparison","INTP","6","59.542","page_level_only_query_suppressed","0","false","query_evidence_suppressed","MBTI64-GSC-QUERY-API-OR-MANUAL-CSV-EXPORT-10-01"
"HOLD_QUERY_EVIDENCE_REQUIRED","/en/personality/esfj-t","https://fermatmind.com/en/personality/esfj-t","mbti64","en","variant","ESFJ","7","59.082","page_level_only_query_suppressed","0","false","query_evidence_suppressed","MBTI64-GSC-QUERY-API-OR-MANUAL-CSV-EXPORT-10-01"
"HOLD_QUERY_EVIDENCE_REQUIRED","/en/personality/istp-a","https://fermatmind.com/en/personality/istp-a","mbti64","en","variant","ISTP","9","56.021","page_level_only_query_suppressed","0","false","query_evidence_suppressed","MBTI64-GSC-QUERY-API-OR-MANUAL-CSV-EXPORT-10-01"
"HOLD_QUERY_EVIDENCE_REQUIRED","/en/personality/enfp-a","https://fermatmind.com/en/personality/enfp-a","mbti64","en","variant","ENFP","10","55.828","page_level_only_query_suppressed","0","false","query_evidence_suppressed","MBTI64-GSC-QUERY-API-OR-MANUAL-CSV-EXPORT-10-01"
"HOLD_QUERY_EVIDENCE_REQUIRED","/en/personality/esfj-a","https://fermatmind.com/en/personality/esfj-a","mbti64","en","variant","ESFJ","11","47.041","page_level_only_query_suppressed","0","false","query_evidence_suppressed","MBTI64-GSC-QUERY-API-OR-MANUAL-CSV-EXPORT-10-01"
"HOLD_QUERY_EVIDENCE_REQUIRED","/en/personality/entj-a","https://fermatmind.com/en/personality/entj-a","mbti64","en","variant","ENTJ","12","44.542","page_level_only_query_suppressed","0","false","query_evidence_suppressed","MBTI64-GSC-QUERY-API-OR-MANUAL-CSV-EXPORT-10-01"
"HOLD_QUERY_EVIDENCE_REQUIRED","/en/personality/estp-t","https://fermatmind.com/en/personality/estp-t","mbti64","en","variant","ESTP","13","44.542","page_level_only_query_suppressed","0","false","query_evidence_suppressed","MBTI64-GSC-QUERY-API-OR-MANUAL-CSV-EXPORT-10-01"
