article_id,slug,translation_group,canonical,cms_authority,public_status,indexable,sitemap_eligible,llms_eligible,us_impressions,uk_impressions,other_impressions,global_impressions,global_clicks,global_ctr,global_position,query_ownership,current_title,current_meta,current_h1,native_english_quality,translation_parity,search_intent,source_quality,claim_risk,cta,article_to_test_clicks,competing_pages,refresh_potential,decision,evidence_status,limitation
34,mbti-personality-test-science-vs-pseudoscience,3a7a3b5d-d289-4928-8587-3ecce465b1cc,https://fermatmind.com/en/articles/mbti-personality-test-science-vs-pseudoscience,fap-api CMS Article public API,published,true,true,true,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,INFER_FROM_SLUG_AND_GSC_REQUIRED,MBTI Personality Test: Scientific Tool or Cyber Fortune-Telling?,"MBTI is useful as a language for preferences, but dangerous when treated as a destiny label.",UNKNOWN_LIVE_RENDER,UNKNOWN_NOT_FULL_EDITORIAL_REVIEW,GROUP_PRESENT_NOT_EQUAL_TO_PARITY_PROOF,INFORMATIONAL_SUPPORTING,UNKNOWN_PER_ARTICLE,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,3 total / URL breakdown unavailable,UNKNOWN_PER_QUERY,REQUIRES_QUERY_EVIDENCE,INSUFFICIENT_DATA,VERIFIED,Country/device and per-page conversion remain unavailable; source decision is from the retained closure snapshot.
41,what-is-riasec-holland-code-career-interest-test,riasec-explanation-article-2026-06-v2,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,fap-api CMS Article public API,published,true,true,true,UNKNOWN,UNKNOWN,UNKNOWN,1755,2,0.11%,25.07,INFER_FROM_SLUG_AND_GSC_REQUIRED,What Is RIASEC? Understanding Holland Code Career Interests,"RIASEC is a career-interest model that organizes work preferences into six areas. It can help you explore career environments, but it is not a career verdict.",UNKNOWN_LIVE_RENDER,UNKNOWN_NOT_FULL_EDITORIAL_REVIEW,GROUP_PRESENT_NOT_EQUAL_TO_PARITY_PROOF,INFORMATIONAL_SUPPORTING,UNKNOWN_PER_ARTICLE,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,3 total / URL breakdown unavailable,UNKNOWN_PER_QUERY,HIGHER_DUE_TO_EXISTING_IMPRESSIONS,REFRESH,VERIFIED,Country/device and per-page conversion remain unavailable; source decision is from the retained closure snapshot.
49,choose-career-using-personality-tests,tg_article_career_exploration_map_2026v1,https://fermatmind.com/en/articles/choose-career-using-personality-tests,fap-api CMS Article public API,published,true,true,true,UNKNOWN,UNKNOWN,UNKNOWN,13,0,0%,16.85,INFER_FROM_SLUG_AND_GSC_REQUIRED,I Don’t Know What Career Is Right for Me: A Practical Career Exploration Map,"Not sure what career is right for you? Learn how to use RIASEC, MBTI, Big Five, and real-world validation to build a practical career exploration map.",UNKNOWN_LIVE_RENDER,UNKNOWN_NOT_FULL_EDITORIAL_REVIEW,GROUP_PRESENT_NOT_EQUAL_TO_PARITY_PROOF,INFORMATIONAL_SUPPORTING,UNKNOWN_PER_ARTICLE,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,3 total / URL breakdown unavailable,UNKNOWN_PER_QUERY,PROTECT_CURRENT_OWNER,PROTECT,VERIFIED,Country/device and per-page conversion remain unavailable; source decision is from the retained closure snapshot.
47,career-interest-test-vs-personality-test,tg_article_career_interest_vs_personality_test_2026v1,https://fermatmind.com/en/articles/career-interest-test-vs-personality-test,fap-api CMS Article public API,published,true,true,true,UNKNOWN,UNKNOWN,UNKNOWN,17,0,0%,10.12,INFER_FROM_SLUG_AND_GSC_REQUIRED,Career Interest Test vs Personality Test: Which Should You Take First?,"Confused between career interest and personality tests? Learn how Holland Code, MBTI, and Big Five answer different career exploration questions.",UNKNOWN_LIVE_RENDER,UNKNOWN_NOT_FULL_EDITORIAL_REVIEW,GROUP_PRESENT_NOT_EQUAL_TO_PARITY_PROOF,INFORMATIONAL_SUPPORTING,UNKNOWN_PER_ARTICLE,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,3 total / URL breakdown unavailable,UNKNOWN_PER_QUERY,PROTECT_CURRENT_OWNER,PROTECT,VERIFIED,Country/device and per-page conversion remain unavailable; source decision is from the retained closure snapshot.
42,why-mbti-and-holland-code-results-dont-match,ef7444ca-d060-41f0-a130-188e3bb53d4b,https://fermatmind.com/en/articles/why-mbti-and-holland-code-results-dont-match,fap-api CMS Article public API,published,true,false,false,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Why Your MBTI Type and Holland Code Results May Not Match,Your MBTI and Holland Code may point in different directions because they answer different questions. Learn how to compare them safely.,UNKNOWN_LIVE_RENDER,UNKNOWN_NOT_FULL_EDITORIAL_REVIEW,GROUP_PRESENT_NOT_EQUAL_TO_PARITY_PROOF,UNKNOWN,UNKNOWN_PER_ARTICLE,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,UNKNOWN,UNKNOWN_PER_QUERY,REQUIRES_QUERY_EVIDENCE,INSUFFICIENT_DATA,UNKNOWN,Country/device and per-page conversion unavailable.
39,mbti-vs-holland-code-career-choice,article_mbti_vs_holland_career_choice_v1,https://fermatmind.com/en/articles/mbti-vs-holland-code-career-choice,fap-api CMS Article public API,published,true,true,true,UNKNOWN,UNKNOWN,UNKNOWN,56,0,0%,8.05,INFER_FROM_SLUG_AND_GSC_REQUIRED,MBTI vs. Holland Code/RIASEC: Which Career Test Should You Take?,"If your question is “What career fits me?”, the Holland Code/RIASEC framework is usually more direct than MBTI. If your question is “How do I tend to work with people, structure, and decisions?”, MBTI can be useful as a work-style lens. The strongest approach is not choosing one test over the other, but combining career interests, personality preferences, and real job evidence.",UNKNOWN_LIVE_RENDER,UNKNOWN_NOT_FULL_EDITORIAL_REVIEW,GROUP_PRESENT_NOT_EQUAL_TO_PARITY_PROOF,INFORMATIONAL_SUPPORTING,UNKNOWN_PER_ARTICLE,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,3 total / URL breakdown unavailable,UNKNOWN_PER_QUERY,PROTECT_CURRENT_OWNER,PROTECT,VERIFIED,Country/device and per-page conversion remain unavailable; source decision is from the retained closure snapshot.
35,big-five-personality-test-vs-mbti,e4fb93e4-9010-48bb-9a28-312414ca45a9,https://fermatmind.com/en/articles/big-five-personality-test-vs-mbti,fap-api CMS Article public API,published,true,true,true,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,INFER_FROM_SLUG_AND_GSC_REQUIRED,Big Five Personality Test: Is It More Scientific Than MBTI—and What Can It Really Tell You?,"The Big Five is not a personality label. It is a five-trait map for understanding work style, stress patterns, and behavior.",UNKNOWN_LIVE_RENDER,UNKNOWN_NOT_FULL_EDITORIAL_REVIEW,GROUP_PRESENT_NOT_EQUAL_TO_PARITY_PROOF,INFORMATIONAL_SUPPORTING,UNKNOWN_PER_ARTICLE,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,3 total / URL breakdown unavailable,UNKNOWN_PER_QUERY,REQUIRES_QUERY_EVIDENCE,INSUFFICIENT_DATA,VERIFIED,Country/device and per-page conversion remain unavailable; source decision is from the retained closure snapshot.
32,holland-career-interest-test-can-and-cannot-tell-you,de0bcc45-dc33-46da-8e04-869715750e48,https://fermatmind.com/en/articles/holland-career-interest-test-can-and-cannot-tell-you,fap-api CMS Article public API,published,true,true,true,UNKNOWN,UNKNOWN,UNKNOWN,12,0,0%,8.67,INFER_FROM_SLUG_AND_GSC_REQUIRED,What Can a Holland Career Interest Test Tell You—and What It Cannot?,"A Holland test helps you understand your career-interest pattern, but it should guide exploration—not decide your future.",UNKNOWN_LIVE_RENDER,UNKNOWN_NOT_FULL_EDITORIAL_REVIEW,GROUP_PRESENT_NOT_EQUAL_TO_PARITY_PROOF,INFORMATIONAL_SUPPORTING,UNKNOWN_PER_ARTICLE,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,3 total / URL breakdown unavailable,UNKNOWN_PER_QUERY,PROTECT_CURRENT_OWNER,PROTECT,VERIFIED,Country/device and per-page conversion remain unavailable; source decision is from the retained closure snapshot.
27,best-valentines-date-by-personality-and-relationship-science,article-12,https://fermatmind.com/en/articles/best-valentines-date-by-personality-and-relationship-science,fap-api CMS Article public API,published,true,true,true,UNKNOWN,UNKNOWN,UNKNOWN,22,0,0%,13.32,INFER_FROM_SLUG_AND_GSC_REQUIRED,A Lower-Friction Valentine’s Day: Designing Dates with Personality and Relationship Science,"A good date is not necessarily expensive, crowded, or cinematic. It fits the relationship goal, stimulation threshold, and safety boundaries of the two people involved.",UNKNOWN_LIVE_RENDER,UNKNOWN_NOT_FULL_EDITORIAL_REVIEW,GROUP_PRESENT_NOT_EQUAL_TO_PARITY_PROOF,INFORMATIONAL_SUPPORTING,UNKNOWN_PER_ARTICLE,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,3 total / URL breakdown unavailable,UNKNOWN_PER_QUERY,PROTECT_CURRENT_OWNER,PROTECT,VERIFIED,Country/device and per-page conversion remain unavailable; source decision is from the retained closure snapshot.
26,are-infj-men-rare-or-socially-silenced,article-11,https://fermatmind.com/en/articles/are-infj-men-rare-or-socially-silenced,fap-api CMS Article public API,published,true,true,true,UNKNOWN,UNKNOWN,UNKNOWN,20,0,0%,10.4,INFER_FROM_SLUG_AND_GSC_REQUIRED,"Are INFJ Men Rare, or Have Sensitive Men Learned to Stay Silent?","The rare thing may not be this kind of man. It may be an environment where he can be seen without hiding behind performance, reason, or silence.",UNKNOWN_LIVE_RENDER,UNKNOWN_NOT_FULL_EDITORIAL_REVIEW,GROUP_PRESENT_NOT_EQUAL_TO_PARITY_PROOF,INFORMATIONAL_SUPPORTING,UNKNOWN_PER_ARTICLE,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,3 total / URL breakdown unavailable,UNKNOWN_PER_QUERY,PROTECT_CURRENT_OWNER,PROTECT,VERIFIED,Country/device and per-page conversion remain unavailable; source decision is from the retained closure snapshot.
25,which-love-script-fits-you-best,article-16,https://fermatmind.com/en/articles/which-love-script-fits-you-best,fap-api CMS Article public API,published,true,true,true,UNKNOWN,UNKNOWN,UNKNOWN,2,0,0%,15,INFER_FROM_SLUG_AND_GSC_REQUIRED,"Which Relationship Script Fits You Best? Seven Types of Love, Explained","Many people think they are looking for the right person. Often, they first need to clarify what kind of relationship structure they are trying to build.",UNKNOWN_LIVE_RENDER,UNKNOWN_NOT_FULL_EDITORIAL_REVIEW,GROUP_PRESENT_NOT_EQUAL_TO_PARITY_PROOF,INFORMATIONAL_SUPPORTING,UNKNOWN_PER_ARTICLE,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,3 total / URL breakdown unavailable,UNKNOWN_PER_QUERY,PROTECT_CURRENT_OWNER,PROTECT,VERIFIED,Country/device and per-page conversion remain unavailable; source decision is from the retained closure snapshot.
24,how-personality-shapes-attitude-toward-ai,article-15,https://fermatmind.com/en/articles/how-personality-shapes-attitude-toward-ai,fap-api CMS Article public API,published,true,true,true,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,INFER_FROM_SLUG_AND_GSC_REQUIRED,"How Personality Shapes Your Attitude Toward AI: Curiosity, Anxiety, and Algorithmic Trust","Your stance toward AI is not simply supportive or cautious. Personality shapes whether you treat it as a tool, a mirror, a decision aid, or a risk signal.",UNKNOWN_LIVE_RENDER,UNKNOWN_NOT_FULL_EDITORIAL_REVIEW,GROUP_PRESENT_NOT_EQUAL_TO_PARITY_PROOF,INFORMATIONAL_SUPPORTING,UNKNOWN_PER_ARTICLE,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,3 total / URL breakdown unavailable,UNKNOWN_PER_QUERY,REQUIRES_QUERY_EVIDENCE,INSUFFICIENT_DATA,VERIFIED,Country/device and per-page conversion remain unavailable; source decision is from the retained closure snapshot.
28,how-16-personality-types-talk-to-an-ai-coach,article-14,https://fermatmind.com/en/articles/how-16-personality-types-talk-to-an-ai-coach,fap-api CMS Article public API,published,true,true,true,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,INFER_FROM_SLUG_AND_GSC_REQUIRED,How the 16 Personality Types Talk to an AI Coach,"An AI coach is most useful when it helps you ask better questions, organize your thoughts, and notice blind spots. The risk is that it may agree too smoothly when you need friction.",UNKNOWN_LIVE_RENDER,UNKNOWN_NOT_FULL_EDITORIAL_REVIEW,GROUP_PRESENT_NOT_EQUAL_TO_PARITY_PROOF,INFORMATIONAL_SUPPORTING,UNKNOWN_PER_ARTICLE,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,3 total / URL breakdown unavailable,UNKNOWN_PER_QUERY,REQUIRES_QUERY_EVIDENCE,INSUFFICIENT_DATA,VERIFIED,Country/device and per-page conversion remain unavailable; source decision is from the retained closure snapshot.
29,childhood-dream-job-still-shapes-career-choice,article-13,https://fermatmind.com/en/articles/childhood-dream-job-still-shapes-career-choice,fap-api CMS Article public API,published,true,true,true,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,INFER_FROM_SLUG_AND_GSC_REQUIRED,Why Your Childhood Dream Job Still Shapes Your Career Decisions,"A childhood dream job does not predict your future, but it often reveals early preferences about work structure, role identity, and the life you want work to support.",UNKNOWN_LIVE_RENDER,UNKNOWN_NOT_FULL_EDITORIAL_REVIEW,GROUP_PRESENT_NOT_EQUAL_TO_PARITY_PROOF,INFORMATIONAL_SUPPORTING,UNKNOWN_PER_ARTICLE,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,3 total / URL breakdown unavailable,UNKNOWN_PER_QUERY,REQUIRES_QUERY_EVIDENCE,INSUFFICIENT_DATA,VERIFIED,Country/device and per-page conversion remain unavailable; source decision is from the retained closure snapshot.
