article_id,translation_group_id,locale,slug,primary_classification,secondary_classifications,primary_action,rationale,evidence,reassessment_date
26,article-11,en,are-infj-men-rare-or-socially-silenced,Unclassified,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,historical GSC=available; position bucket median=0; sources=0; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
68,tg_enneagram_workplace_friction_core_motivations_2026v1,zh,enneagram-workplace-friction-core-motivations,Near Winner,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,historical GSC=available; position bucket median=0; sources=0; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
4,article-4,zh,eq-test-tool-guide,Traffic,CTA present; Conversion UNKNOWN,PROTECT_AND_MONITOR,historical GSC=available; position bucket median=0; sources=0; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
58,tg_gaokao_adjustment_unacceptable_major_2026v1,zh,gaokao-major-adjustment-unacceptable-major-checklist,Traffic,CTA present; Conversion UNKNOWN,REFRESH_TOP10,historical GSC=available; position bucket median=0; sources=0; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,7/14/28 days after publish
55,tg_article_gaokao_parent_conflict_riasec_course_checklist_2026v1,zh,gaokao-major-choice-parent-conflict-riasec-course-checklist,Unclassified,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,historical GSC=available; position bucket median=Unknown; sources=0; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
53,tg_article_gaokao_score_major_shortlist_riasec_2026v1,zh,gaokao-score-major-shortlist-riasec-checklist,Unclassified,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,historical GSC=available; position bucket median=Unknown; sources=0; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
169,big5-v2-09304cfe9f1a0bd8caccde55e7df588f162725b4,zh,habits-and-big-five-traits-behavior-is-not-identity,Unclassified,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,historical GSC=available; position bucket median=0; sources=0; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
31,ddf3d56d-0b47-4b9b-816e-0d2de9dcbbc6,zh,holland-career-interest-test-can-and-cannot-tell-you,Unclassified,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,historical GSC=available; position bucket median=0; sources=0; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
64,tg_hot_major_fit_riasec_course_career_2026v1,zh,hot-major-fit-riasec-course-career-checklist,Unclassified,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,historical GSC=available; position bucket median=0; sources=0; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
14,article-14,zh,how-16-personality-types-talk-to-an-ai-coach,Authority,CTA present; Conversion UNKNOWN,KEEP_AUTHORITY,historical GSC=available; position bucket median=Unknown; sources=8; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
15,article-15,zh,how-personality-shapes-attitude-toward-ai,Traffic,Authority | CTA present; Conversion UNKNOWN,PROTECT_AND_MONITOR,historical GSC=available; position bucket median=0; sources=8; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
170,big5-v2-faa45db3c4bcf331e7e5a4aa5fb84cc78db049d6,zh,how-to-discuss-big-five-results-with-someone-else,Authority,CTA present; Conversion UNKNOWN,KEEP_AUTHORITY,historical GSC=available; position bucket median=Unknown; sources=3; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
171,big5-v2-dbb170c0e0b608cc0e28bd2d4f4eee925797a34d,zh,how-to-place-new-big-five-research-in-context,Authority,CTA present; Conversion UNKNOWN,KEEP_AUTHORITY,historical GSC=available; position bucket median=Unknown; sources=0; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
172,big5-v2-b4c5c077e58cd7adfed731cedf0f24384251ef85,zh,how-to-read-a-big-five-research-paper,Unclassified,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,historical GSC=available; position bucket median=Unknown; sources=0; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
173,big5-v2-687786fcb7365824058c0eee6824982ef616b9c4,zh,how-to-read-big-five-results-without-self-labeling,Authority,CTA present; Conversion UNKNOWN,KEEP_AUTHORITY,historical GSC=available; position bucket median=Unknown; sources=4; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
5,article-5,zh,iq-test-growth-guide,Authority,CTA present; Conversion UNKNOWN,KEEP_AUTHORITY,historical GSC=available; position bucket median=0; sources=3; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
6,article-6,zh,iq-test-narrative-portrait,Authority,CTA present; Conversion UNKNOWN,KEEP_AUTHORITY,historical GSC=available; position bucket median=Unknown; sources=3; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
50,tg_article_iq_test_score_and_limits_explained_2026v1,zh,iq-test-score-and-limits-explained,Near Winner,Authority | CTA present; Conversion UNKNOWN,REFRESH_TOP10,historical GSC=available; position bucket median=0; sources=0; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,7/14/28 days after publish
7,article-7,zh,iq-test-tool-guide,Authority,CTA present; Conversion UNKNOWN,KEEP_AUTHORITY,historical GSC=available; position bucket median=0; sources=3; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
174,big5-v2-2a0492bc2a42a04039c5652a05f86f23b51a08a1,zh,life-events-and-personality-change-what-research-can-say,Unclassified,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,historical GSC=available; position bucket median=Unknown; sources=0; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
72,tg_major_career_mismatch_job_search_skills_2026v1,zh,major-career-mismatch-job-search-skills-plan,Near Winner,CTA present; Conversion UNKNOWN,REFRESH_TOP10,historical GSC=available; position bucket median=0; sources=0; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,7/14/28 days after publish
84,tg_major_category_program_tracking_riasec_2026v1,zh,major-category-program-tracking-riasec-choice-checklist,Near Winner,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,historical GSC=available; position bucket median=0; sources=0; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
59,tg_math_computer_ai_course_riasec_2026v1,zh,math-not-good-computer-ai-major-course-riasec-checklist,Near Winner,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,historical GSC=available; position bucket median=0; sources=0; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
8,article-8,zh,mbti-basics,Traffic,CTA present; Conversion UNKNOWN,REFRESH_TOP10,historical GSC=available; position bucket median=0; sources=0; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,7/14/28 days after publish
60,tg_mbti_full_report_career_relationship_2026v1,zh,mbti-full-report-career-relationship-communication,Unclassified,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,historical GSC=available; position bucket median=0; sources=0; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
9,article-9,zh,mbti-growth-guide,Authority,CTA present; Conversion UNKNOWN,KEEP_AUTHORITY,historical GSC=available; position bucket median=0; sources=3; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
10,article-10,zh,mbti-narrative-portrait,Near Winner,Authority | CTA present; Conversion UNKNOWN,NEED_MORE_DATA,historical GSC=available; position bucket median=0; sources=3; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
33,056d5fd7-da12-4656-9bcf-ce9c6b4ef591,zh,mbti-personality-test-science-vs-pseudoscience,Authority,CTA present; Conversion UNKNOWN,KEEP_AUTHORITY,historical GSC=available; position bucket median=Unknown; sources=0; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
37,article_mbti_vs_holland_career_choice_v1,zh,mbti-vs-holland-career-choice,Near Winner,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,historical GSC=available; position bucket median=0; sources=0; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
175,big5-v2-48b8f86c349fe6a52a5105b8ac745ddcec611d0d,zh,ocean-traits-what-the-five-letters-mean,Authority,CTA present; Conversion UNKNOWN,KEEP_AUTHORITY,historical GSC=available; position bucket median=0; sources=4; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
176,big5-v2-cd4d405319ee56c7b9f5eed694c3ee2f9faf31e0,zh,openness-and-creativity-related-not-the-same,Unclassified,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,historical GSC=available; position bucket median=Unknown; sources=1; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
177,big5-v2-bf6ba6aa802e4509bafa4d0f4e19f1115a7c2f65,zh,personality-test-norms-percentiles-and-unknowns,Unclassified,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,historical GSC=available; position bucket median=Unknown; sources=0; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
178,big5-v2-e346e10ea6660d6aded10cc177d0e3b26c2a9db8,zh,procrastination-is-not-a-big-five-personality-label,Unclassified,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,historical GSC=available; position bucket median=Unknown; sources=1; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
179,big5-v2-85cdb2b78f2cf40da55c7cddaf06829197645e48,zh,reliability-and-validity-in-personality-tests-explained,Unclassified,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,historical GSC=available; position bucket median=Unknown; sources=0; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
40,riasec-explanation-article-2026-06-v2,zh,riasec-holland-career-interest-test-explained,Near Winner,CTA present; Conversion UNKNOWN,REFRESH_TOP10,historical GSC=available; position bucket median=0; sources=0; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,7/14/28 days after publish
180,big5-v2-85a8e075c9e4385c93bf3073f79f02411c910adc,zh,stress-recovery-log-separate-patterns-from-traits,Unclassified,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,historical GSC=available; position bucket median=Unknown; sources=0; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
181,big5-v2-29efb086b8c443c99dc19333f792f5fb2d8dfe1b,zh,track-personality-related-behavior-without-chasing-scores,Authority,CTA present; Conversion UNKNOWN,KEEP_AUTHORITY,historical GSC=available; position bucket median=Unknown; sources=3; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
70,tg_unwanted_major_riasec_transfer_plan_2026v1,zh,unwanted-major-adjustment-riasec-transfer-plan,Near Winner,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,historical GSC=available; position bucket median=0; sources=0; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
74,tg_unwanted_major_repeat_stay_riasec_2026v1,zh,unwanted-major-repeat-or-stay-riasec-decision-checklist,Near Winner,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,historical GSC=available; position bucket median=0; sources=0; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
182,big5-v2-5a2d57f072e206c67b7385102e138584b67b2967,zh,using-big-five-and-mbti-together-without-equating-them,Unclassified,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,historical GSC=available; position bucket median=Unknown; sources=0; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
183,big5-v2-0fa2998313e66c5dcefbdd6cf4b7a777d5299346,zh,when-personality-content-is-not-enough-seek-professional-help,Unclassified,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,historical GSC=available; position bucket median=Unknown; sources=0; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
184,big5-v2-467999bf9f7fdc03a907b9927a0a371a90b7d679,zh,when-to-retest-big-five-and-what-a-score-change-means,Authority,CTA present; Conversion UNKNOWN,KEEP_AUTHORITY,historical GSC=available; position bucket median=Unknown; sources=4; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
16,article-16,zh,which-love-script-fits-you-best,Authority,CTA present; Conversion UNKNOWN,KEEP_AUTHORITY,historical GSC=available; position bucket median=0; sources=8; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
185,big5-v2-25be6b0e7c781d909d0bec341bad577e43cad483,zh,why-big-five-is-not-a-personality-type-system,Authority,CTA present; Conversion UNKNOWN,KEEP_AUTHORITY,historical GSC=available; position bucket median=Unknown; sources=3; CTA=present,API/live=VERIFIED; GSC=HISTORICAL; GA4/article attribution=UNKNOWN,2026-11-08
