article_id,translation_group_id,locale,slug,canonical_url,title,h1,excerpt,category,tags,primary_topic,secondary_topics,author,reviewer,published_at,updated_at,current_cms_revision_identity,cms_status,is_public,http_status,canonical,hreflang,robots,sitemap_state,llms_state,schema_state,backend_structured_data_keys,live_jsonld_types,live_jsonld_parse_errors,visible_faq_count,faq_schema_count,word_count,source_reference_state,claim_sensitivity,primary_cta,cta_target,inbound_links,outbound_links,related_articles,related_tests,related_personality_pages,related_career_pages,gsc_clicks_7d,gsc_impressions_7d,gsc_ctr_7d,gsc_position_7d,gsc_clicks_28d,gsc_impressions_28d,gsc_ctr_28d,gsc_position_28d,gsc_clicks_prev28d,gsc_impressions_prev28d,gsc_ctr_prev28d,gsc_position_prev28d,gsc_clicks_90d,gsc_impressions_90d,gsc_ctr_90d,gsc_position_90d,ga4_views_28d,ga4_users_28d,ga4_engagement_28d,article_to_test_clicks_28d,test_starts_attributed_28d,qualified_completes_attributed_28d,primary_classification,secondary_classifications,primary_action,classification_rationale,evidence_status,reassessment_date
153,big5-v2-67d83ae0e03338153060eff4ab916c2e71bce7c6,zh,big-five-personal-boundaries-traits-do-not-override-consent,https://fermatmind.com/zh/articles/big-five-personal-boundaries-traits-do-not-override-consent,人格特质不能凌驾于同意或个人边界,人格特质不能凌驾于同意或个人边界,小林在聚会结束后收到朋友发来的长消息：「你宜人性高，肯定是不想扫兴才说没关系；我还是把照片发到群里吧。」小林已经说过不想公开照片，也不希望继续讨论自己的测评结果。对方把这理解为一项人格线索，而不是一个需要被执行的限制。,人格心理学,大五人格 | Big Five | Personality Test,Big Five,Unknown,Unknown,Unknown,2026-07-24T03:21:57.000000Z,2026-07-24T03:21:57.000000Z,403,published,true,200,https://fermatmind.com/zh/articles/big-five-personal-boundaries-traits-do-not-override-consent,zh=https://fermatmind.com/zh/articles/big-five-personal-boundaries-traits-do-not-override-consent | zh-CN=https://fermatmind.com/zh/articles/big-five-personal-boundaries-traits-do-not-override-consent,"index,follow",included_verified,eligible_not_observed_in_current_files,none_observed_in_server_html,none_declared,none_observed,0,2,0,2520,present_public_source_refs:2,identity_sensitive,开始测试,https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model,article_cohort:0;sitewide:Unknown,1,Unknown,/zh/tests/big-five-personality-test-ocean-model,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Authority,CTA present; Conversion UNKNOWN,KEEP_AUTHORITY,M01 page grain=not present in capped current28 page export; metrics remain Unknown; current28 clicks=Unknown; impressions=Unknown; position=Unknown; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,2026-11-08
36,big5-v2-d7a599328db373586d6b7056837924a236c466d6,zh,big-five-personality-test-vs-mbti,https://fermatmind.com/zh/articles/big-five-personality-test-vs-mbti,大五人格与 MBTI：不同问题与不同结果形式,大五人格与 MBTI：不同问题与不同结果形式,Big Five Authority V2 draft candidate pending manual review.,人格心理学,MBTI | 大五人格 | 人格测试 | Big Five | OCEAN,Big Five,Unknown,Unknown,Unknown,2026-05-17T09:58:31.000000Z,2026-07-16T18:50:12.000000Z,349,published,true,200,https://fermatmind.com/zh/articles/big-five-personality-test-vs-mbti,en=https://fermatmind.com/en/articles/big-five-personality-test-vs-mbti | zh=https://fermatmind.com/zh/articles/big-five-personality-test-vs-mbti | zh-CN=https://fermatmind.com/zh/articles/big-five-personality-test-vs-mbti,"index,follow",included_verified,eligible_not_observed_in_current_files,none_observed_in_server_html,none_declared,none_observed,0,5,0,585,present_public_source_refs:2,identity_sensitive,开始大五人格测试,https://fermatmind.com/zh/tests/big-five-personality-test,article_cohort:0;sitewide:Unknown,3,Unknown,/zh/tests/big-five-personality-test-ocean-model | /zh/tests/mbti-personality-test-16-personality-types | /zh/tests/holland-career-interest-test-riasec,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Authority,CTA present; Conversion UNKNOWN,KEEP_AUTHORITY,M01 page grain=not present in capped current28 page export; metrics remain Unknown; current28 clicks=Unknown; impressions=Unknown; position=Unknown; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,2026-11-08
154,big5-v2-dac8843d427a530987cb681393aa116f055ea9de,zh,big-five-planning-system-run-a-two-week-experiment,https://fermatmind.com/zh/articles/big-five-planning-system-run-a-two-week-experiment,用可观察行为进行两周计划系统实验,用可观察行为进行两周计划系统实验,你可能已经换过不止一种计划工具：纸质周历、待办清单、时间块、看板，甚至是“每天只列三件事”。开始时都像找到答案，几天后又回到同一个画面：任务散落在聊天记录、便签和脑中；清单越写越长；晚上打开工具时反而不知道从哪里开始。,人格心理学,大五人格 | Big Five | Personality Test,Big Five,Unknown,Unknown,Unknown,2026-07-24T03:22:07.000000Z,2026-07-24T03:22:07.000000Z,406,published,true,200,https://fermatmind.com/zh/articles/big-five-planning-system-run-a-two-week-experiment,zh=https://fermatmind.com/zh/articles/big-five-planning-system-run-a-two-week-experiment | zh-CN=https://fermatmind.com/zh/articles/big-five-planning-system-run-a-two-week-experiment,"index,follow",included_verified,eligible_not_observed_in_current_files,none_observed_in_server_html,none_declared,none_observed,0,2,0,3815,present_public_source_refs:1,identity_sensitive,开始测试,https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model,article_cohort:0;sitewide:Unknown,1,Unknown,/zh/tests/big-five-personality-test-ocean-model,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unclassified,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,M01 page grain=not present in capped current28 page export; metrics remain Unknown; current28 clicks=Unknown; impressions=Unknown; position=Unknown; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,2026-11-08
155,big5-v2-de232415002e4c2d5bff833b2759ecf6fb6d249a,zh,big-five-retest-differences-measurement-and-context,https://fermatmind.com/zh/articles/big-five-retest-differences-measurement-and-context,复测差异可能来自测量、情境与可能变化,复测差异可能来自测量、情境与可能变化,六个月前，小林完成了一次大五人格测评；这周再做一次，尽责性和外向性的描述都不一样。她立刻问：“我是不是变了？”,人格心理学,大五人格 | Big Five | Personality Test,Big Five,Unknown,Unknown,Unknown,2026-07-24T03:23:06.000000Z,2026-07-24T03:23:06.000000Z,420,published,true,200,https://fermatmind.com/zh/articles/big-five-retest-differences-measurement-and-context,zh=https://fermatmind.com/zh/articles/big-five-retest-differences-measurement-and-context | zh-CN=https://fermatmind.com/zh/articles/big-five-retest-differences-measurement-and-context,"index,follow",included_verified,eligible_not_observed_in_current_files,none_observed_in_server_html,none_declared,none_observed,0,2,0,2514,no_explicit_external_ref_detected:0,identity_sensitive,开始测试,https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model,article_cohort:0;sitewide:Unknown,1,Unknown,/zh/tests/big-five-personality-test-ocean-model,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unclassified,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,M01 page grain=not present in capped current28 page export; metrics remain Unknown; current28 clicks=Unknown; impressions=Unknown; position=Unknown; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,2026-11-08
156,big5-v2-19dfbe0b05db1ad07ae1d85b82992d98c4e53270,zh,big-five-score-ranges-what-high-middle-low-can-mean,https://fermatmind.com/zh/articles/big-five-score-ranges-what-high-middle-low-can-mean,大五人格高、中、低区间意味着什么：先看连续维度与常模边界,大五人格高、中、低区间意味着什么：先看连续维度与常模边界,大五人格高、中、低区间可能意味着什么？,人格心理学,大五人格 | Big Five | Personality Test,Big Five,Unknown,Unknown,Unknown,2026-07-24T02:49:32.000000Z,2026-07-24T02:49:32.000000Z,390,published,true,200,https://fermatmind.com/zh/articles/big-five-score-ranges-what-high-middle-low-can-mean,zh=https://fermatmind.com/zh/articles/big-five-score-ranges-what-high-middle-low-can-mean | zh-CN=https://fermatmind.com/zh/articles/big-five-score-ranges-what-high-middle-low-can-mean,"index,follow",included_verified,eligible_not_observed_in_current_files,none_observed_in_server_html,none_declared,none_observed,0,2,0,2847,present_public_source_refs:3,identity_sensitive,开始测试,https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model,article_cohort:0;sitewide:Unknown,1,Unknown,/zh/tests/big-five-personality-test-ocean-model,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Authority,CTA present; Conversion UNKNOWN,KEEP_AUTHORITY,M01 page grain=not present in capped current28 page export; metrics remain Unknown; current28 clicks=Unknown; impressions=Unknown; position=Unknown; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,2026-11-08
157,big5-v2-ef35a83686455b0382a6a154b7314b454a45f3a4,zh,big-five-self-regulation-build-a-context-plan,https://fermatmind.com/zh/articles/big-five-self-regulation-build-a-context-plan,制定情境计划，而不是人格化治疗方案,制定情境计划，而不是人格化治疗方案,大五结果可以帮助你提出一个观察问题，却不能告诉你该修复什么、接受何种治疗，或预告你会怎样。较稳妥的用法是：在一个非紧急场景里，选定一个可观察动作和一个能随时撤回的条件；试几次后根据情境与例外决定保留、微调或停止。它不是人格化治疗方案，也不证明分数或人格发生变化。,人格心理学,大五人格 | Big Five | Personality Test,Big Five,Unknown,Unknown,Unknown,2026-07-24T03:22:46.000000Z,2026-07-24T03:22:47.000000Z,414,published,true,200,https://fermatmind.com/zh/articles/big-five-self-regulation-build-a-context-plan,zh=https://fermatmind.com/zh/articles/big-five-self-regulation-build-a-context-plan | zh-CN=https://fermatmind.com/zh/articles/big-five-self-regulation-build-a-context-plan,"index,follow",included_verified,eligible_not_observed_in_current_files,none_observed_in_server_html,none_declared,none_observed,0,2,0,2742,present_public_source_refs:3,identity_sensitive,开始测试,https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model,article_cohort:0;sitewide:Unknown,1,Unknown,/zh/tests/big-five-personality-test-ocean-model,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Authority,CTA present; Conversion UNKNOWN,KEEP_AUTHORITY,M01 page grain=not present in capped current28 page export; metrics remain Unknown; current28 clicks=Unknown; impressions=Unknown; position=Unknown; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,2026-11-08
158,big5-v2-6a54ca37a76d06906720346d225b5a6df4302364,zh,big-five-self-report-bias-and-response-context,https://fermatmind.com/zh/articles/big-five-self-report-bias-and-response-context,大五人格自陈取决于作答情境与视角,大五人格自陈取决于作答情境与视角,大五自陈不是行为录像。题目理解、参照群体、作答情境、反应方式和观察视角都可能影响这次自我描述；它们不等于不诚实，也不能单凭一次结果判定人格真相。,人格心理学,大五人格 | Big Five | Personality Test,Big Five,Unknown,Unknown,Unknown,2026-07-24T03:23:08.000000Z,2026-07-24T03:23:08.000000Z,421,published,true,200,https://fermatmind.com/zh/articles/big-five-self-report-bias-and-response-context,zh=https://fermatmind.com/zh/articles/big-five-self-report-bias-and-response-context | zh-CN=https://fermatmind.com/zh/articles/big-five-self-report-bias-and-response-context,"index,follow",included_verified,eligible_not_observed_in_current_files,none_observed_in_server_html,none_declared,none_observed,0,2,0,2851,present_public_source_refs:6,identity_sensitive,开始测试,https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model,article_cohort:0;sitewide:Unknown,1,Unknown,/zh/tests/big-five-personality-test-ocean-model,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Authority,CTA present; Conversion UNKNOWN,KEEP_AUTHORITY,M01 page grain=not present in capped current28 page export; metrics remain Unknown; current28 clicks=Unknown; impressions=Unknown; position=Unknown; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,2026-11-08
159,big5-v2-09f5a58a7aaa7164234f70533a71e0c80533ac02,zh,big-five-stress-response-patterns-without-diagnosis,https://fermatmind.com/zh/articles/big-five-stress-response-patterns-without-diagnosis,观察压力反应，但不诊断或病理化特质,观察压力反应，但不诊断或病理化特质,某次项目变更后，小周在会议里话变少，回家后反复查看消息，第二天又把待办推迟了。他把这段反应归为“我的人格有问题”。此刻较稳妥能记录的，是发生了什么、他当时怎样反应，以及反应在什么条件下变多或变少；这些观察不等于一个特质标签已经解释了原因，更不说明健康状况。,人格心理学,大五人格 | Big Five | Personality Test,Big Five,Unknown,Unknown,Unknown,2026-07-24T03:22:49.000000Z,2026-07-24T03:22:49.000000Z,415,published,true,200,https://fermatmind.com/zh/articles/big-five-stress-response-patterns-without-diagnosis,zh=https://fermatmind.com/zh/articles/big-five-stress-response-patterns-without-diagnosis | zh-CN=https://fermatmind.com/zh/articles/big-five-stress-response-patterns-without-diagnosis,"index,follow",included_verified,eligible_not_observed_in_current_files,none_observed_in_server_html,none_declared,none_observed,0,2,0,2514,no_explicit_external_ref_detected:0,identity_sensitive,开始测试,https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model,article_cohort:0;sitewide:Unknown,1,Unknown,/zh/tests/big-five-personality-test-ocean-model,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,4,0.0%,8.0,Unknown,Unknown,Unknown,Unknown,0,4,0.0%,8.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unclassified,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,M01 page grain=observed current28 page row; current28 clicks=0; impressions=4; position=8.0; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,2026-11-08
160,big5-v2-2d061e0b6c3db3f72a067fb4eaa758f3e3cdd47b,zh,big-five-study-limitations-sample-measures-and-causality,https://fermatmind.com/zh/articles/big-five-study-limitations-sample-measures-and-causality,检查大五研究的样本、测量、设计、不确定性与因果,检查大五研究的样本、测量、设计、不确定性与因果,你看到一篇文章说“某项大五特质与某种工作表现有关”，随后又看到一句更响亮的转述：“这种人格会带来那个结果。”两句话之间，常常已经跨过了样本、问卷、时间、统计误差和因果设计等许多没有被说出来的台阶。读研究时最有用的不是急着判定它真或假，而是先问：它究竟允许我作出哪一种有限推断？,人格心理学,大五人格 | Big Five | Personality Test,Big Five,Unknown,Unknown,Unknown,2026-07-24T03:23:33.000000Z,2026-07-24T03:23:33.000000Z,431,published,true,200,https://fermatmind.com/zh/articles/big-five-study-limitations-sample-measures-and-causality,zh=https://fermatmind.com/zh/articles/big-five-study-limitations-sample-measures-and-causality | zh-CN=https://fermatmind.com/zh/articles/big-five-study-limitations-sample-measures-and-causality,"index,follow",included_verified,observed,none_observed_in_server_html,none_declared,none_observed,0,2,0,3843,no_explicit_external_ref_detected:0,identity_sensitive,开始测试,https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model,article_cohort:0;sitewide:Unknown,1,Unknown,/zh/tests/big-five-personality-test-ocean-model,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Authority,CTA present; Conversion UNKNOWN,KEEP_AUTHORITY,M01 page grain=not present in capped current28 page export; metrics remain Unknown; current28 clicks=Unknown; impressions=Unknown; position=Unknown; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,2026-11-08
161,big5-v2-a9bd6804ea29f2e0c6714788089a129acbd4d668,zh,big-five-teamwork-conversation-guide-not-fit-score,https://fermatmind.com/zh/articles/big-five-teamwork-conversation-guide-not-fit-score,团队如何安全使用大五人格语言：讨论协作，不计算适配分,团队如何安全使用大五人格语言：讨论协作，不计算适配分,团队如何安全使用大五人格语言？,人格心理学,大五人格 | Big Five | Personality Test,Big Five,Unknown,Unknown,Unknown,2026-07-24T02:49:47.000000Z,2026-07-24T02:49:47.000000Z,397,published,true,200,https://fermatmind.com/zh/articles/big-five-teamwork-conversation-guide-not-fit-score,zh=https://fermatmind.com/zh/articles/big-five-teamwork-conversation-guide-not-fit-score | zh-CN=https://fermatmind.com/zh/articles/big-five-teamwork-conversation-guide-not-fit-score,"index,follow",included_verified,eligible_not_observed_in_current_files,none_observed_in_server_html,none_declared,none_observed,0,2,0,3215,present_public_source_refs:2,identity_sensitive,开始测试,https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model,article_cohort:0;sitewide:Unknown,1,Unknown,/zh/tests/big-five-personality-test-ocean-model,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Authority,CTA present; Conversion UNKNOWN,KEEP_AUTHORITY,M01 page grain=not present in capped current28 page export; metrics remain Unknown; current28 clicks=Unknown; impressions=Unknown; position=Unknown; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,2026-11-08
3,big5-v2-df8d5e7f157e301b9a0f4dc8e6b8c3b66c7e31f4,zh,big-five-tool-guide,https://fermatmind.com/zh/articles/big-five-tool-guide,大五人格测试工具使用与边界指南,大五人格测试工具使用与边界指南,先核对工具、分数与比较依据，再用低风险观察收集吻合与反例；不要让一次人格测试替你判定能力、身份或未来。,人格心理学,大五人格 | Big Five | Personality Test,Big Five,Unknown,Unknown,Unknown,2026-07-24T02:31:10.000000Z,2026-07-24T02:31:11.000000Z,383,published,true,200,https://fermatmind.com/zh/articles/big-five-tool-guide,zh=https://fermatmind.com/zh/articles/big-five-tool-guide | zh-CN=https://fermatmind.com/zh/articles/big-five-tool-guide,"index,follow",included_verified,eligible_not_observed_in_current_files,none_observed_in_server_html,none_declared,none_observed,0,2,0,3264,present_public_source_refs:2,identity_sensitive,开始测试,https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model,article_cohort:0;sitewide:Unknown,1,Unknown,/zh/tests/big-five-personality-test-ocean-model,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,11,676,1.63%,7.91,7,1515,0.46%,7.78,18,2191,0.82%,7.82,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Traffic,Authority | CTA present; Conversion UNKNOWN,REFRESH_TOP10,M01 page grain=observed current28 page row; current28 clicks=11; impressions=676; position=7.91; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,7/14/28 days after publish
162,big5-v2-a69c4b094d590492bfba534e360539c75af7b1ca,zh,big-five-traits-are-continuums-not-boxes,https://fermatmind.com/zh/articles/big-five-traits-are-continuums-not-boxes,大五人格是连续谱，不是人格盒子,大五人格是连续谱，不是人格盒子,把高低标签翻译回具体情境、支持观察与反例，比把自己或他人装进人格盒子更有用。,人格心理学,大五人格 | Big Five | Personality Test,Big Five,Unknown,Unknown,Unknown,2026-07-24T02:49:23.000000Z,2026-07-24T02:49:23.000000Z,386,published,true,200,https://fermatmind.com/zh/articles/big-five-traits-are-continuums-not-boxes,zh=https://fermatmind.com/zh/articles/big-five-traits-are-continuums-not-boxes | zh-CN=https://fermatmind.com/zh/articles/big-five-traits-are-continuums-not-boxes,"index,follow",included_verified,eligible_not_observed_in_current_files,none_observed_in_server_html,none_declared,none_observed,0,2,0,3336,present_public_source_refs:4,identity_sensitive,开始测试,https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model,article_cohort:0;sitewide:Unknown,1,Unknown,/zh/tests/big-five-personality-test-ocean-model,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Authority,CTA present; Conversion UNKNOWN,KEEP_AUTHORITY,M01 page grain=not present in capped current28 page export; metrics remain Unknown; current28 clicks=Unknown; impressions=Unknown; position=Unknown; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,2026-11-08
163,big5-v2-ea189ee4bedf1c6f8fb6465b8ad3a856020077bf,zh,big-five-vs-disc-measurement-and-workplace-language,https://fermatmind.com/zh/articles/big-five-vs-disc-measurement-and-workplace-language,大五人格与 DISC 标签不能为职场决策互相换算,大五人格与 DISC 标签不能为职场决策互相换算,大五人格与 DISC 标签不能为职场决策互相换算,人格心理学,大五人格 | Big Five | Personality Test,Big Five,Unknown,Unknown,Unknown,2026-07-24T03:23:17.000000Z,2026-07-24T03:23:17.000000Z,425,published,true,200,https://fermatmind.com/zh/articles/big-five-vs-disc-measurement-and-workplace-language,zh=https://fermatmind.com/zh/articles/big-five-vs-disc-measurement-and-workplace-language | zh-CN=https://fermatmind.com/zh/articles/big-five-vs-disc-measurement-and-workplace-language,"index,follow",included_verified,eligible_not_observed_in_current_files,none_observed_in_server_html,none_declared,none_observed,0,2,0,3554,no_explicit_external_ref_detected:0,identity_sensitive,开始测试,https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model,article_cohort:0;sitewide:Unknown,1,Unknown,/zh/tests/big-five-personality-test-ocean-model,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,16,0.0%,6.69,Unknown,Unknown,Unknown,Unknown,0,16,0.0%,6.69,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unclassified,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,M01 page grain=observed current28 page row; current28 clicks=0; impressions=16; position=6.69; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,2026-11-08
164,big5-v2-d25eb4ae0c8e56182d3e0665ea59edb0867ac60d,zh,big-five-vs-enneagram-traits-and-motivation-stories,https://fermatmind.com/zh/articles/big-five-vs-enneagram-traits-and-motivation-stories,大五特质与九型动机叙事回答不同问题,大五特质与九型动机叙事回答不同问题,许多人先读到一份大五结果，又在社群或朋友的介绍中接触九型人格，随后很自然地想问：“那我在大五上的某个特点，等于九型的哪一型？”这个问题看似省事，却会把两套组织信息的方式压成一张对照表。更稳妥的答案是：大五人格通常用连续的特质维度描述人们在若干倾向上的相对差异；九型人格则常以九种类型及其欲望、担忧或动机故事来组织自我理解,人格心理学,大五人格 | Big Five | Personality Test,Big Five,Unknown,Unknown,Unknown,2026-07-24T03:23:19.000000Z,2026-07-24T03:23:19.000000Z,426,published,true,200,https://fermatmind.com/zh/articles/big-five-vs-enneagram-traits-and-motivation-stories,zh=https://fermatmind.com/zh/articles/big-five-vs-enneagram-traits-and-motivation-stories | zh-CN=https://fermatmind.com/zh/articles/big-five-vs-enneagram-traits-and-motivation-stories,"index,follow",included_verified,eligible_not_observed_in_current_files,none_observed_in_server_html,none_declared,none_observed,0,2,0,3533,no_explicit_external_ref_detected:0,identity_sensitive,开始测试,https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model,article_cohort:0;sitewide:Unknown,1,Unknown,/zh/tests/big-five-personality-test-ocean-model,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,6,0.0%,7.17,Unknown,Unknown,Unknown,Unknown,0,6,0.0%,7.17,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unclassified,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,M01 page grain=observed current28 page row; current28 clicks=0; impressions=6; position=7.17; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,2026-11-08
165,big5-v2-c4b1978eef47433c3667e0a670991a31439636a6,zh,big-five-vs-riasec-personality-traits-and-career-interests,https://fermatmind.com/zh/articles/big-five-vs-riasec-personality-traits-and-career-interests,大五描述特质，RIASEC 组织职业兴趣,大五描述特质，RIASEC 组织职业兴趣,大五人格与 RIASEC 不是同一把尺：大五以连续维度描述较稳定的思维、感受与行为倾向；RIASEC 以六类职业兴趣整理你较想接触的活动和工作环境。两者可能在群体研究中有关联，却不能互换，不能推出某个人适合、应当从事或会在某职业成功。,人格心理学,大五人格 | Big Five | Personality Test,RIASEC/Career Decision,Unknown,Unknown,Unknown,2026-07-24T03:23:21.000000Z,2026-07-24T03:23:21.000000Z,427,published,true,200,https://fermatmind.com/zh/articles/big-five-vs-riasec-personality-traits-and-career-interests,zh=https://fermatmind.com/zh/articles/big-five-vs-riasec-personality-traits-and-career-interests | zh-CN=https://fermatmind.com/zh/articles/big-five-vs-riasec-personality-traits-and-career-interests,"index,follow",included_verified,eligible_not_observed_in_current_files,none_observed_in_server_html,none_declared,none_observed,0,2,0,3527,no_explicit_external_ref_detected:0,career_sensitive,开始测试,https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model,article_cohort:0;sitewide:Unknown,1,Unknown,/zh/tests/big-five-personality-test-ocean-model,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unclassified,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,M01 page grain=not present in capped current28 page export; metrics remain Unknown; current28 clicks=Unknown; impressions=Unknown; position=Unknown; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,2026-11-08
