locale,query_cluster,intent,funnel_stage,primary_owner,owner_canonical,owner_surface,parent_page,parent_canonical,next_step_type,next_step_target,next_step_canonical,supporting_pages,competing_pages,required_visible_edge,current_edge_present,edge_authority,publication_eligibility,measurement_event,blocker,status,evidence
en,self discipline meaning and observable tendencies,entity_or_informational,exploration,https://fermatmind.com/en/personality/big-five/facets/self-discipline,https://fermatmind.com/en/personality/big-five/facets/self-discipline,personality,big_five_hub,https://fermatmind.com/en/personality/big-five,take_assessment,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,false,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,straightforwardness meaning and observable tendencies,entity_or_informational,exploration,https://fermatmind.com/en/personality/big-five/facets/straightforwardness,https://fermatmind.com/en/personality/big-five/facets/straightforwardness,personality,big_five_hub,https://fermatmind.com/en/personality/big-five,take_assessment,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,false,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,tender mindedness meaning and observable tendencies,entity_or_informational,exploration,https://fermatmind.com/en/personality/big-five/facets/tender-mindedness,https://fermatmind.com/en/personality/big-five/facets/tender-mindedness,personality,big_five_hub,https://fermatmind.com/en/personality/big-five,take_assessment,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,false,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,trust meaning and observable tendencies,entity_or_informational,exploration,https://fermatmind.com/en/personality/big-five/facets/trust,https://fermatmind.com/en/personality/big-five/facets/trust,personality,big_five_hub,https://fermatmind.com/en/personality/big-five,take_assessment,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,false,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,values meaning and observable tendencies,entity_or_informational,exploration,https://fermatmind.com/en/personality/big-five/facets/values,https://fermatmind.com/en/personality/big-five/facets/values,personality,big_five_hub,https://fermatmind.com/en/personality/big-five,take_assessment,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,false,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,vulnerability meaning and observable tendencies,entity_or_informational,exploration,https://fermatmind.com/en/personality/big-five/facets/vulnerability,https://fermatmind.com/en/personality/big-five/facets/vulnerability,personality,big_five_hub,https://fermatmind.com/en/personality/big-five,take_assessment,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,false,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,warmth meaning and observable tendencies,entity_or_informational,exploration,https://fermatmind.com/en/personality/big-five/facets/warmth,https://fermatmind.com/en/personality/big-five/facets/warmth,personality,big_five_hub,https://fermatmind.com/en/personality/big-five,take_assessment,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,false,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,neuroticism meaning and observable tendencies,entity_or_informational,exploration,https://fermatmind.com/en/personality/big-five/neuroticism,https://fermatmind.com/en/personality/big-five/neuroticism,personality,big_five_hub,https://fermatmind.com/en/personality/big-five,take_assessment,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,true,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,neuroticism high meaning and observable tendencies,entity_or_informational,exploration,https://fermatmind.com/en/personality/big-five/neuroticism-high,https://fermatmind.com/en/personality/big-five/neuroticism-high,personality,big_five_hub,https://fermatmind.com/en/personality/big-five,take_assessment,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,false,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,neuroticism low meaning and observable tendencies,entity_or_informational,exploration,https://fermatmind.com/en/personality/big-five/neuroticism-low,https://fermatmind.com/en/personality/big-five/neuroticism-low,personality,big_five_hub,https://fermatmind.com/en/personality/big-five,take_assessment,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,false,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,neuroticism mid meaning and observable tendencies,entity_or_informational,exploration,https://fermatmind.com/en/personality/big-five/neuroticism-mid,https://fermatmind.com/en/personality/big-five/neuroticism-mid,personality,big_five_hub,https://fermatmind.com/en/personality/big-five,take_assessment,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,false,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,openness meaning and observable tendencies,entity_or_informational,exploration,https://fermatmind.com/en/personality/big-five/openness,https://fermatmind.com/en/personality/big-five/openness,personality,big_five_hub,https://fermatmind.com/en/personality/big-five,take_assessment,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,true,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,openness high meaning and observable tendencies,entity_or_informational,exploration,https://fermatmind.com/en/personality/big-five/openness-high,https://fermatmind.com/en/personality/big-five/openness-high,personality,big_five_hub,https://fermatmind.com/en/personality/big-five,take_assessment,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,false,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,openness low meaning and observable tendencies,entity_or_informational,exploration,https://fermatmind.com/en/personality/big-five/openness-low,https://fermatmind.com/en/personality/big-five/openness-low,personality,big_five_hub,https://fermatmind.com/en/personality/big-five,take_assessment,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,false,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,openness mid meaning and observable tendencies,entity_or_informational,exploration,https://fermatmind.com/en/personality/big-five/openness-mid,https://fermatmind.com/en/personality/big-five/openness-mid,personality,big_five_hub,https://fermatmind.com/en/personality/big-five,take_assessment,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,https://fermatmind.com/en/tests/big-five-personality-test-ocean-model,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,false,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,enfj meaning; enfj personality; enfj traits,entity_or_informational,exploration,https://fermatmind.com/en/personality/enfj,https://fermatmind.com/en/personality/enfj,personality,mbti_hub,https://fermatmind.com/en/personality,take_assessment,https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types,https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,false,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,enfj-a meaning; enfj-a traits; enfj-a work/stress,entity_or_informational,exploration,https://fermatmind.com/en/personality/enfj-a,https://fermatmind.com/en/personality/enfj-a,personality,mbti_hub,https://fermatmind.com/en/personality,take_assessment,https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types,https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,true,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,enfj a vs enfj t difference; enfj-a vs enfj-t,entity_or_informational,exploration,https://fermatmind.com/en/personality/enfj-a-vs-enfj-t,https://fermatmind.com/en/personality/enfj-a-vs-enfj-t,personality,mbti_hub,https://fermatmind.com/en/personality,take_assessment,https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types,https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,true,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,enfj-t meaning; enfj-t traits; enfj-t work/stress,entity_or_informational,exploration,https://fermatmind.com/en/personality/enfj-t,https://fermatmind.com/en/personality/enfj-t,personality,mbti_hub,https://fermatmind.com/en/personality,take_assessment,https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types,https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,true,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,enfp meaning; enfp personality; enfp traits,entity_or_informational,exploration,https://fermatmind.com/en/personality/enfp,https://fermatmind.com/en/personality/enfp,personality,mbti_hub,https://fermatmind.com/en/personality,take_assessment,https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types,https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,false,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,enfp-a meaning; enfp-a traits; enfp-a work/stress,entity_or_informational,exploration,https://fermatmind.com/en/personality/enfp-a,https://fermatmind.com/en/personality/enfp-a,personality,mbti_hub,https://fermatmind.com/en/personality,take_assessment,https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types,https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,true,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,enfp a vs enfp t difference; enfp-a vs enfp-t,entity_or_informational,exploration,https://fermatmind.com/en/personality/enfp-a-vs-enfp-t,https://fermatmind.com/en/personality/enfp-a-vs-enfp-t,personality,mbti_hub,https://fermatmind.com/en/personality,take_assessment,https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types,https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,true,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,enfp-t meaning; enfp-t traits; enfp-t work/stress,entity_or_informational,exploration,https://fermatmind.com/en/personality/enfp-t,https://fermatmind.com/en/personality/enfp-t,personality,mbti_hub,https://fermatmind.com/en/personality,take_assessment,https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types,https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,true,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,Enneagram overview,entity_or_informational,exploration,https://fermatmind.com/en/personality/enneagram,https://fermatmind.com/en/personality/enneagram,personality,enneagram_hub,https://fermatmind.com/en/personality/enneagram,take_assessment,https://fermatmind.com/en/tests/enneagram-personality-test-nine-types,https://fermatmind.com/en/tests/enneagram-personality-test-nine-types,framework navigation and next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,true,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,gut meaning and boundaries,entity_or_informational,exploration,https://fermatmind.com/en/personality/enneagram/centers/gut,https://fermatmind.com/en/personality/enneagram/centers/gut,personality,enneagram_hub,https://fermatmind.com/en/personality/enneagram,take_assessment,https://fermatmind.com/en/tests/enneagram-personality-test-nine-types,https://fermatmind.com/en/tests/enneagram-personality-test-nine-types,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,true,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,head meaning and boundaries,entity_or_informational,exploration,https://fermatmind.com/en/personality/enneagram/centers/head,https://fermatmind.com/en/personality/enneagram/centers/head,personality,enneagram_hub,https://fermatmind.com/en/personality/enneagram,take_assessment,https://fermatmind.com/en/tests/enneagram-personality-test-nine-types,https://fermatmind.com/en/tests/enneagram-personality-test-nine-types,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,true,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,heart meaning and boundaries,entity_or_informational,exploration,https://fermatmind.com/en/personality/enneagram/centers/heart,https://fermatmind.com/en/personality/enneagram/centers/heart,personality,enneagram_hub,https://fermatmind.com/en/personality/enneagram,take_assessment,https://fermatmind.com/en/tests/enneagram-personality-test-nine-types,https://fermatmind.com/en/tests/enneagram-personality-test-nine-types,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,true,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,type 1 meaning and boundaries,entity_or_informational,exploration,https://fermatmind.com/en/personality/enneagram/type-1,https://fermatmind.com/en/personality/enneagram/type-1,personality,enneagram_hub,https://fermatmind.com/en/personality/enneagram,take_assessment,https://fermatmind.com/en/tests/enneagram-personality-test-nine-types,https://fermatmind.com/en/tests/enneagram-personality-test-nine-types,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,true,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,type 1/one to one meaning and boundaries,entity_or_informational,exploration,https://fermatmind.com/en/personality/enneagram/type-1/instincts/one-to-one,https://fermatmind.com/en/personality/enneagram/type-1/instincts/one-to-one,personality,enneagram_hub,https://fermatmind.com/en/personality/enneagram,take_assessment,https://fermatmind.com/en/tests/enneagram-personality-test-nine-types,https://fermatmind.com/en/tests/enneagram-personality-test-nine-types,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,false,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,type 1/self preservation meaning and boundaries,entity_or_informational,exploration,https://fermatmind.com/en/personality/enneagram/type-1/instincts/self-preservation,https://fermatmind.com/en/personality/enneagram/type-1/instincts/self-preservation,personality,enneagram_hub,https://fermatmind.com/en/personality/enneagram,take_assessment,https://fermatmind.com/en/tests/enneagram-personality-test-nine-types,https://fermatmind.com/en/tests/enneagram-personality-test-nine-types,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,false,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,type 1/social meaning and boundaries,entity_or_informational,exploration,https://fermatmind.com/en/personality/enneagram/type-1/instincts/social,https://fermatmind.com/en/personality/enneagram/type-1/instincts/social,personality,enneagram_hub,https://fermatmind.com/en/personality/enneagram,take_assessment,https://fermatmind.com/en/tests/enneagram-personality-test-nine-types,https://fermatmind.com/en/tests/enneagram-personality-test-nine-types,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,false,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,type 2 meaning and boundaries,entity_or_informational,exploration,https://fermatmind.com/en/personality/enneagram/type-2,https://fermatmind.com/en/personality/enneagram/type-2,personality,enneagram_hub,https://fermatmind.com/en/personality/enneagram,take_assessment,https://fermatmind.com/en/tests/enneagram-personality-test-nine-types,https://fermatmind.com/en/tests/enneagram-personality-test-nine-types,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,true,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,type 2/one to one meaning and boundaries,entity_or_informational,exploration,https://fermatmind.com/en/personality/enneagram/type-2/instincts/one-to-one,https://fermatmind.com/en/personality/enneagram/type-2/instincts/one-to-one,personality,enneagram_hub,https://fermatmind.com/en/personality/enneagram,take_assessment,https://fermatmind.com/en/tests/enneagram-personality-test-nine-types,https://fermatmind.com/en/tests/enneagram-personality-test-nine-types,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,false,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,type 2/self preservation meaning and boundaries,entity_or_informational,exploration,https://fermatmind.com/en/personality/enneagram/type-2/instincts/self-preservation,https://fermatmind.com/en/personality/enneagram/type-2/instincts/self-preservation,personality,enneagram_hub,https://fermatmind.com/en/personality/enneagram,take_assessment,https://fermatmind.com/en/tests/enneagram-personality-test-nine-types,https://fermatmind.com/en/tests/enneagram-personality-test-nine-types,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,false,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,type 2/social meaning and boundaries,entity_or_informational,exploration,https://fermatmind.com/en/personality/enneagram/type-2/instincts/social,https://fermatmind.com/en/personality/enneagram/type-2/instincts/social,personality,enneagram_hub,https://fermatmind.com/en/personality/enneagram,take_assessment,https://fermatmind.com/en/tests/enneagram-personality-test-nine-types,https://fermatmind.com/en/tests/enneagram-personality-test-nine-types,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,false,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
en,type 3 meaning and boundaries,entity_or_informational,exploration,https://fermatmind.com/en/personality/enneagram/type-3,https://fermatmind.com/en/personality/enneagram/type-3,personality,enneagram_hub,https://fermatmind.com/en/personality/enneagram,take_assessment,https://fermatmind.com/en/tests/enneagram-personality-test-nine-types,https://fermatmind.com/en/tests/enneagram-personality-test-nine-types,examples; limits; reflection; next step,UNKNOWN_WITHOUT_COMPLETE_M01,true,true,Personality P03-P05 design; runtime authority remains fap-api/CMS/public API,existing_public_owner,M06_PROPOSAL_CONSUMED_WAITING_APPROVAL_NO_PUBLIC_EDGE_CLICK_EVENT,Exact current query×page ownership requires M01 export and SERP review.,INFERRED_FROM_ROUTE_TAXONOMY,window-04-personality-seo/personality_query_ownership.csv
