slug,locale,candidate_index,faq_candidate,candidate_only,runtime_approved
commercial-and-industrial-designers,en,1,What does a Commercial And Industrial Designers do?,true,false
commercial-and-industrial-designers,en,2,What skills and preparation matter for Commercial And Industrial Designers?,true,false
commercial-and-industrial-designers,en,3,How does AI affect Commercial And Industrial Designers work?,true,false
commercial-divers,zh-CN,1,商业潜水员主要做什么？,true,false
commercial-divers,zh-CN,2,商业潜水员需要哪些技能和准备？,true,false
commercial-divers,zh-CN,3,商业潜水员在 AI 时代哪些工作更容易被加速？,true,false
commercial-divers,en,1,What does a Commercial Divers do?,true,false
commercial-divers,en,2,What skills and preparation matter for Commercial Divers?,true,false
commercial-divers,en,3,How does AI affect Commercial Divers work?,true,false
commercial-pilots,zh-CN,1,商业飞行员主要做什么？,true,false
commercial-pilots,zh-CN,2,商业飞行员需要哪些技能和准备？,true,false
commercial-pilots,zh-CN,3,商业飞行员在 AI 时代哪些工作更容易被加速？,true,false
commercial-pilots,en,1,What does a Commercial Pilots do?,true,false
commercial-pilots,en,2,What skills and preparation matter for Commercial Pilots?,true,false
commercial-pilots,en,3,How does AI affect Commercial Pilots work?,true,false
communications-teachers-postsecondary,zh-CN,1,传播教师主要做什么？,true,false
communications-teachers-postsecondary,zh-CN,2,传播教师需要哪些技能和准备？,true,false
communications-teachers-postsecondary,zh-CN,3,传播教师在 AI 时代哪些工作更容易被加速？,true,false
communications-teachers-postsecondary,en,1,"What does a Communications Teachers, Postsecondary do?",true,false
communications-teachers-postsecondary,en,2,"What skills and preparation matter for Communications Teachers, Postsecondary?",true,false
communications-teachers-postsecondary,en,3,"How does AI affect Communications Teachers, Postsecondary work?",true,false
community-health-workers,zh-CN,1,社区健康工作者职业诊断主要做什么？,true,false
community-health-workers,zh-CN,2,社区健康工作者职业诊断需要哪些技能和准备？,true,false
community-health-workers,zh-CN,3,社区健康工作者职业诊断在 AI 时代哪些工作更容易被加速？,true,false
community-health-workers,en,1,What does a Community health workers do?,true,false
community-health-workers,en,2,What skills and preparation matter for Community health workers?,true,false
community-health-workers,en,3,How does AI affect Community health workers work?,true,false
compensation-and-benefits-managers,zh-CN,1,薪酬与福利经理职业诊断主要做什么？,true,false
compensation-and-benefits-managers,zh-CN,2,薪酬与福利经理职业诊断需要哪些技能和准备？,true,false
compensation-and-benefits-managers,zh-CN,3,薪酬与福利经理职业诊断在 AI 时代哪些工作更容易被加速？,true,false
compensation-and-benefits-managers,en,1,What does a Compensation and benefits managers do?,true,false
compensation-and-benefits-managers,en,2,What skills and preparation matter for Compensation and benefits managers?,true,false
compensation-and-benefits-managers,en,3,How does AI affect Compensation and benefits managers work?,true,false
compensation-benefits-and-job-analysis-specialists,zh-CN,1,薪酬、福利与岗位分析专员适合谁？主要做什么？,true,false
compensation-benefits-and-job-analysis-specialists,zh-CN,2,薪酬、福利与岗位分析专员适合谁？需要哪些技能和准备？,true,false
compensation-benefits-and-job-analysis-specialists,zh-CN,3,薪酬、福利与岗位分析专员适合谁？在 AI 时代哪些工作更容易被加速？,true,false
compensation-benefits-and-job-analysis-specialists,en,1,"What does a Compensation, benefits, and job analysis specialists do?",true,false
compensation-benefits-and-job-analysis-specialists,en,2,"What skills and preparation matter for Compensation, benefits, and job analysis specialists?",true,false
compensation-benefits-and-job-analysis-specialists,en,3,"How does AI affect Compensation, benefits, and job analysis specialists work?",true,false
compliance-managers,zh-CN,1,合规经理主要做什么？,true,false
compliance-managers,zh-CN,2,合规经理需要哪些技能和准备？,true,false
compliance-managers,zh-CN,3,合规经理在 AI 时代哪些工作更容易被加速？,true,false
compliance-managers,en,1,What does a Compliance Managers do?,true,false
compliance-managers,en,2,What skills and preparation matter for Compliance Managers?,true,false
compliance-managers,en,3,How does AI affect Compliance Managers work?,true,false
compliance-officers,zh-CN,1,合规专员主要做什么？,true,false
compliance-officers,zh-CN,2,合规专员需要哪些技能和准备？,true,false
compliance-officers,zh-CN,3,合规专员在 AI 时代哪些工作更容易被加速？,true,false
compliance-officers,en,1,What does a Compliance officers do?,true,false
compliance-officers,en,2,What skills and preparation matter for Compliance officers?,true,false
compliance-officers,en,3,How does AI affect Compliance officers work?,true,false
computer-and-information-research-scientists,zh-CN,1,计算机与信息研究科学家适合谁？主要做什么？,true,false
computer-and-information-research-scientists,zh-CN,2,计算机与信息研究科学家适合谁？需要哪些技能和准备？,true,false
computer-and-information-research-scientists,zh-CN,3,计算机与信息研究科学家适合谁？在 AI 时代哪些工作更容易被加速？,true,false
computer-and-information-research-scientists,en,1,What does a Computer and information research scientists do?,true,false
computer-and-information-research-scientists,en,2,What skills and preparation matter for Computer and information research scientists?,true,false
computer-and-information-research-scientists,en,3,How does AI affect Computer and information research scientists work?,true,false
computer-and-information-systems-managers,zh-CN,1,计算机与信息系统经理适合谁？主要做什么？,true,false
computer-and-information-systems-managers,zh-CN,2,计算机与信息系统经理适合谁？需要哪些技能和准备？,true,false
computer-and-information-systems-managers,zh-CN,3,计算机与信息系统经理适合谁？在 AI 时代哪些工作更容易被加速？,true,false
computer-and-information-systems-managers,en,1,What does a Computer and information systems managers do?,true,false
computer-and-information-systems-managers,en,2,What skills and preparation matter for Computer and information systems managers?,true,false
computer-and-information-systems-managers,en,3,How does AI affect Computer and information systems managers work?,true,false
computer-hardware-engineers,zh-CN,1,计算机硬件工程师主要做什么？,true,false
computer-hardware-engineers,zh-CN,2,计算机硬件工程师需要哪些技能和准备？,true,false
computer-hardware-engineers,zh-CN,3,计算机硬件工程师在 AI 时代哪些工作更容易被加速？,true,false
computer-hardware-engineers,en,1,What does a Computer hardware engineers do?,true,false
computer-hardware-engineers,en,2,What skills and preparation matter for Computer hardware engineers?,true,false
computer-hardware-engineers,en,3,How does AI affect Computer hardware engineers work?,true,false
computer-network-architects,zh-CN,1,计算机网络架构师主要做什么？,true,false
computer-network-architects,zh-CN,2,计算机网络架构师需要哪些技能和准备？,true,false
computer-network-architects,zh-CN,3,计算机网络架构师在 AI 时代哪些工作更容易被加速？,true,false
computer-network-architects,en,1,What does a Computer Network Architects do?,true,false
computer-network-architects,en,2,What skills and preparation matter for Computer Network Architects?,true,false
computer-network-architects,en,3,How does AI affect Computer Network Architects work?,true,false
computer-network-support-specialists,zh-CN,1,专家计算机主要做什么？,true,false
computer-network-support-specialists,zh-CN,2,专家计算机需要哪些技能和准备？,true,false
computer-network-support-specialists,zh-CN,3,专家计算机在 AI 时代哪些工作更容易被加速？,true,false
computer-network-support-specialists,en,1,What does a Computer Network Support Specialists do?,true,false
computer-network-support-specialists,en,2,What skills and preparation matter for Computer Network Support Specialists?,true,false
computer-network-support-specialists,en,3,How does AI affect Computer Network Support Specialists work?,true,false
computer-numerically-controlled-tool-operators,zh-CN,1,操作员计算机主要做什么？,true,false
computer-numerically-controlled-tool-operators,zh-CN,2,操作员计算机需要哪些技能和准备？,true,false
computer-numerically-controlled-tool-operators,zh-CN,3,操作员计算机在 AI 时代哪些工作更容易被加速？,true,false
computer-numerically-controlled-tool-operators,en,1,What does a Computer Numerically Controlled Tool Operators do?,true,false
computer-numerically-controlled-tool-operators,en,2,What skills and preparation matter for Computer Numerically Controlled Tool Operators?,true,false
computer-numerically-controlled-tool-operators,en,3,How does AI affect Computer Numerically Controlled Tool Operators work?,true,false
computer-numerically-controlled-tool-programmers,zh-CN,1,计算机主要做什么？,true,false
computer-numerically-controlled-tool-programmers,zh-CN,2,计算机需要哪些技能和准备？,true,false
computer-numerically-controlled-tool-programmers,zh-CN,3,计算机在 AI 时代哪些工作更容易被加速？,true,false
computer-numerically-controlled-tool-programmers,en,1,What does a Computer Numerically Controlled Tool Programmers do?,true,false
computer-numerically-controlled-tool-programmers,en,2,What skills and preparation matter for Computer Numerically Controlled Tool Programmers?,true,false
computer-numerically-controlled-tool-programmers,en,3,How does AI affect Computer Numerically Controlled Tool Programmers work?,true,false
computer-programmers,zh-CN,1,计算机程序员主要做什么？,true,false
computer-programmers,zh-CN,2,计算机程序员需要哪些技能和准备？,true,false
computer-programmers,zh-CN,3,计算机程序员在 AI 时代哪些工作更容易被加速？,true,false
computer-programmers,en,1,What does a Computer programmers do?,true,false
computer-programmers,en,2,What skills and preparation matter for Computer programmers?,true,false
computer-programmers,en,3,How does AI affect Computer programmers work?,true,false
computer-science-teachers-postsecondary,zh-CN,1,教师计算机主要做什么？,true,false
computer-science-teachers-postsecondary,zh-CN,2,教师计算机需要哪些技能和准备？,true,false
computer-science-teachers-postsecondary,zh-CN,3,教师计算机在 AI 时代哪些工作更容易被加速？,true,false
computer-science-teachers-postsecondary,en,1,"What does a Computer Science Teachers, Postsecondary do?",true,false
computer-science-teachers-postsecondary,en,2,"What skills and preparation matter for Computer Science Teachers, Postsecondary?",true,false
computer-science-teachers-postsecondary,en,3,"How does AI affect Computer Science Teachers, Postsecondary work?",true,false
computer-support-specialists,zh-CN,1,计算机支持专员适合谁？主要做什么？,true,false
computer-support-specialists,zh-CN,2,计算机支持专员适合谁？需要哪些技能和准备？,true,false
computer-support-specialists,zh-CN,3,计算机支持专员适合谁？在 AI 时代哪些工作更容易被加速？,true,false
computer-support-specialists,en,1,What does a Computer support specialists do?,true,false
computer-support-specialists,en,2,What skills and preparation matter for Computer support specialists?,true,false
computer-support-specialists,en,3,How does AI affect Computer support specialists work?,true,false
computer-systems-analysts,zh-CN,1,计算机系统分析师主要做什么？,true,false
computer-systems-analysts,zh-CN,2,计算机系统分析师需要哪些技能和准备？,true,false
computer-systems-analysts,zh-CN,3,计算机系统分析师在 AI 时代哪些工作更容易被加速？,true,false
computer-systems-analysts,en,1,What does a Computer Systems Analysts do?,true,false
computer-systems-analysts,en,2,What skills and preparation matter for Computer Systems Analysts?,true,false
computer-systems-analysts,en,3,How does AI affect Computer Systems Analysts work?,true,false
computer-systems-engineers-architects,zh-CN,1,工程师计算机主要做什么？,true,false
computer-systems-engineers-architects,zh-CN,2,工程师计算机需要哪些技能和准备？,true,false
computer-systems-engineers-architects,zh-CN,3,工程师计算机在 AI 时代哪些工作更容易被加速？,true,false
computer-systems-engineers-architects,en,1,What does a Computer Systems Engineers/Architects do?,true,false
computer-systems-engineers-architects,en,2,What skills and preparation matter for Computer Systems Engineers/Architects?,true,false
computer-systems-engineers-architects,en,3,How does AI affect Computer Systems Engineers/Architects work?,true,false
computer-automated-teller-and-office-machine-repairers,zh-CN,1,计算机修理主要做什么？,true,false
computer-automated-teller-and-office-machine-repairers,zh-CN,2,计算机修理需要哪些技能和准备？,true,false
computer-automated-teller-and-office-machine-repairers,zh-CN,3,计算机修理在 AI 时代哪些工作更容易被加速？,true,false
computer-automated-teller-and-office-machine-repairers,en,1,"What does a Computer, Automated Teller, And Office Machine Repairers do?",true,false
computer-automated-teller-and-office-machine-repairers,en,2,"What skills and preparation matter for Computer, Automated Teller, And Office Machine Repairers?",true,false
computer-automated-teller-and-office-machine-repairers,en,3,"How does AI affect Computer, Automated Teller, And Office Machine Repairers work?",true,false
concierges,zh-CN,1,礼宾员主要做什么？,true,false
concierges,zh-CN,2,礼宾员需要哪些技能和准备？,true,false
concierges,zh-CN,3,礼宾员在 AI 时代哪些工作更容易被加速？,true,false
concierges,en,1,What does a Concierges do?,true,false
concierges,en,2,What skills and preparation matter for Concierges?,true,false
concierges,en,3,How does AI affect Concierges work?,true,false
conservation-scientists,zh-CN,1,其他职业主要做什么？,true,false
conservation-scientists,zh-CN,2,其他职业需要哪些技能和准备？,true,false
conservation-scientists,zh-CN,3,其他职业在 AI 时代哪些工作更容易被加速？,true,false
conservation-scientists,en,1,What does a Conservation Scientists do?,true,false
conservation-scientists,en,2,What skills and preparation matter for Conservation Scientists?,true,false
conservation-scientists,en,3,How does AI affect Conservation Scientists work?,true,false
construction-and-building-inspectors,zh-CN,1,建筑与施工检查员适合谁？主要做什么？,true,false
construction-and-building-inspectors,zh-CN,2,建筑与施工检查员适合谁？需要哪些技能和准备？,true,false
construction-and-building-inspectors,zh-CN,3,建筑与施工检查员适合谁？在 AI 时代哪些工作更容易被加速？,true,false
construction-and-building-inspectors,en,1,What does a Construction and building inspectors do?,true,false
construction-and-building-inspectors,en,2,What skills and preparation matter for Construction and building inspectors?,true,false
construction-and-building-inspectors,en,3,How does AI affect Construction and building inspectors work?,true,false
construction-equipment-operators,zh-CN,1,操作工程师及其他工程设备操作员主要做什么？,true,false
construction-equipment-operators,zh-CN,2,操作工程师及其他工程设备操作员需要哪些技能和准备？,true,false
construction-equipment-operators,zh-CN,3,操作工程师及其他工程设备操作员在 AI 时代哪些工作更容易被加速？,true,false
construction-equipment-operators,en,1,What does a Operating Engineers And Other Construction Equipment Operators do?,true,false
construction-equipment-operators,en,2,What skills and preparation matter for Operating Engineers And Other Construction Equipment Operators?,true,false
construction-equipment-operators,en,3,How does AI affect Operating Engineers And Other Construction Equipment Operators work?,true,false
construction-laborers,zh-CN,1,建筑施工主要做什么？,true,false
construction-laborers,zh-CN,2,建筑施工需要哪些技能和准备？,true,false
construction-laborers,zh-CN,3,建筑施工在 AI 时代哪些工作更容易被加速？,true,false
construction-laborers,en,1,What does a Construction Laborers do?,true,false
construction-laborers,en,2,What skills and preparation matter for Construction Laborers?,true,false
construction-laborers,en,3,How does AI affect Construction Laborers work?,true,false
construction-laborers-and-helpers,zh-CN,1,建筑工人主要做什么？,true,false
construction-laborers-and-helpers,zh-CN,2,建筑工人需要哪些技能和准备？,true,false
construction-laborers-and-helpers,zh-CN,3,建筑工人在 AI 时代哪些工作更容易被加速？,true,false
construction-laborers-and-helpers,en,1,What does a Construction Laborers do?,true,false
construction-laborers-and-helpers,en,2,What skills and preparation matter for Construction Laborers?,true,false
construction-laborers-and-helpers,en,3,How does AI affect Construction Laborers work?,true,false
construction-managers,zh-CN,1,施工经理适合谁？主要做什么？,true,false
construction-managers,zh-CN,2,施工经理适合谁？需要哪些技能和准备？,true,false
construction-managers,zh-CN,3,施工经理适合谁？在 AI 时代哪些工作更容易被加速？,true,false
construction-managers,en,1,What does a Construction managers do?,true,false
construction-managers,en,2,What skills and preparation matter for Construction managers?,true,false
construction-managers,en,3,How does AI affect Construction managers work?,true,false
continuous-mining-machine-operators,zh-CN,1,机器操作员主要做什么？,true,false
continuous-mining-machine-operators,zh-CN,2,机器操作员需要哪些技能和准备？,true,false
continuous-mining-machine-operators,zh-CN,3,机器操作员在 AI 时代哪些工作更容易被加速？,true,false
continuous-mining-machine-operators,en,1,What does a Continuous Mining Machine Operators do?,true,false
continuous-mining-machine-operators,en,2,What skills and preparation matter for Continuous Mining Machine Operators?,true,false
continuous-mining-machine-operators,en,3,How does AI affect Continuous Mining Machine Operators work?,true,false
control-and-valve-installers-and-repairers-except-mechanical-door,zh-CN,1,控制与阀门安装工、机械门主要做什么？,true,false
control-and-valve-installers-and-repairers-except-mechanical-door,zh-CN,2,控制与阀门安装工、机械门需要哪些技能和准备？,true,false
control-and-valve-installers-and-repairers-except-mechanical-door,zh-CN,3,控制与阀门安装工、机械门在 AI 时代哪些工作更容易被加速？,true,false
control-and-valve-installers-and-repairers-except-mechanical-door,en,1,"What does a Control And Valve Installers And Repairers, Except Mechanical Door do?",true,false
control-and-valve-installers-and-repairers-except-mechanical-door,en,2,"What skills and preparation matter for Control And Valve Installers And Repairers, Except Mechanical Door?",true,false
control-and-valve-installers-and-repairers-except-mechanical-door,en,3,"How does AI affect Control And Valve Installers And Repairers, Except Mechanical Door work?",true,false
conveyor-operators-and-tenders,zh-CN,1,操作员看护员主要做什么？,true,false
conveyor-operators-and-tenders,zh-CN,2,操作员看护员需要哪些技能和准备？,true,false
conveyor-operators-and-tenders,zh-CN,3,操作员看护员在 AI 时代哪些工作更容易被加速？,true,false
conveyor-operators-and-tenders,en,1,What does a Conveyor Operators And Tenders do?,true,false
conveyor-operators-and-tenders,en,2,What skills and preparation matter for Conveyor Operators And Tenders?,true,false
conveyor-operators-and-tenders,en,3,How does AI affect Conveyor Operators And Tenders work?,true,false
cooks,zh-CN,1,餐馆厨师主要做什么？,true,false
cooks,zh-CN,2,餐馆厨师需要哪些技能和准备？,true,false
cooks,zh-CN,3,餐馆厨师在 AI 时代哪些工作更容易被加速？,true,false
cooks,en,1,"What does a Cooks, Restaurant do?",true,false
cooks,en,2,"What skills and preparation matter for Cooks, Restaurant?",true,false
cooks,en,3,"How does AI affect Cooks, Restaurant work?",true,false
cooks-fast-food,zh-CN,1,快餐厨师主要做什么？,true,false
cooks-fast-food,zh-CN,2,快餐厨师需要哪些技能和准备？,true,false
cooks-fast-food,zh-CN,3,快餐厨师在 AI 时代哪些工作更容易被加速？,true,false
cooks-fast-food,en,1,"What does a Cooks, Fast Food do?",true,false
cooks-fast-food,en,2,"What skills and preparation matter for Cooks, Fast Food?",true,false
cooks-fast-food,en,3,"How does AI affect Cooks, Fast Food work?",true,false
cooks-institution-and-cafeteria,zh-CN,1,食堂主要做什么？,true,false
cooks-institution-and-cafeteria,zh-CN,2,食堂需要哪些技能和准备？,true,false
cooks-institution-and-cafeteria,zh-CN,3,食堂在 AI 时代哪些工作更容易被加速？,true,false
cooks-institution-and-cafeteria,en,1,"What does a Cooks, Institution And Cafeteria do?",true,false
cooks-institution-and-cafeteria,en,2,"What skills and preparation matter for Cooks, Institution And Cafeteria?",true,false
cooks-institution-and-cafeteria,en,3,"How does AI affect Cooks, Institution And Cafeteria work?",true,false
cooks-private-household,zh-CN,1,私人家庭厨师主要做什么？,true,false
cooks-private-household,zh-CN,2,私人家庭厨师需要哪些技能和准备？,true,false
cooks-private-household,zh-CN,3,私人家庭厨师在 AI 时代哪些工作更容易被加速？,true,false
cooks-private-household,en,1,"What does a Cooks, Private Household do?",true,false
cooks-private-household,en,2,"What skills and preparation matter for Cooks, Private Household?",true,false
cooks-private-household,en,3,"How does AI affect Cooks, Private Household work?",true,false
cooks-restaurant,zh-CN,1,餐厅厨师主要做什么？,true,false
cooks-restaurant,zh-CN,2,餐厅厨师需要哪些技能和准备？,true,false
cooks-restaurant,zh-CN,3,餐厅厨师在 AI 时代哪些工作更容易被加速？,true,false
cooks-restaurant,en,1,"What does a Cooks, Restaurant do?",true,false
cooks-restaurant,en,2,"What skills and preparation matter for Cooks, Restaurant?",true,false
cooks-restaurant,en,3,"How does AI affect Cooks, Restaurant work?",true,false
cooks-short-order,zh-CN,1,简餐厨师主要做什么？,true,false
cooks-short-order,zh-CN,2,简餐厨师需要哪些技能和准备？,true,false
cooks-short-order,zh-CN,3,简餐厨师在 AI 时代哪些工作更容易被加速？,true,false
cooks-short-order,en,1,"What does a Cooks, Short Order do?",true,false
cooks-short-order,en,2,"What skills and preparation matter for Cooks, Short Order?",true,false
cooks-short-order,en,3,"How does AI affect Cooks, Short Order work?",true,false
cooling-and-freezing-equipment-operators-and-tenders,zh-CN,1,设备操作员看护员主要做什么？,true,false
cooling-and-freezing-equipment-operators-and-tenders,zh-CN,2,设备操作员看护员需要哪些技能和准备？,true,false
cooling-and-freezing-equipment-operators-and-tenders,zh-CN,3,设备操作员看护员在 AI 时代哪些工作更容易被加速？,true,false
cooling-and-freezing-equipment-operators-and-tenders,en,1,What does a Cooling And Freezing Equipment Operators And Tenders do?,true,false
cooling-and-freezing-equipment-operators-and-tenders,en,2,What skills and preparation matter for Cooling And Freezing Equipment Operators And Tenders?,true,false
cooling-and-freezing-equipment-operators-and-tenders,en,3,How does AI affect Cooling And Freezing Equipment Operators And Tenders work?,true,false
coroners,zh-CN,1,验尸官主要做什么？,true,false
coroners,zh-CN,2,验尸官需要哪些技能和准备？,true,false
coroners,zh-CN,3,验尸官在 AI 时代哪些工作更容易被加速？,true,false
coroners,en,1,What does a Coroners do?,true,false
coroners,en,2,What skills and preparation matter for Coroners?,true,false
coroners,en,3,How does AI affect Coroners work?,true,false
correctional-officers,zh-CN,1,惩教官与法警适合谁？主要做什么？,true,false
correctional-officers,zh-CN,2,惩教官与法警适合谁？需要哪些技能和准备？,true,false
correctional-officers,zh-CN,3,惩教官与法警适合谁？在 AI 时代哪些工作更容易被加速？,true,false
correctional-officers,en,1,What does a Correctional officers and bailiffs do?,true,false
correctional-officers,en,2,What skills and preparation matter for Correctional officers and bailiffs?,true,false
correctional-officers,en,3,How does AI affect Correctional officers and bailiffs work?,true,false
correspondence-clerks,zh-CN,1,通信文员主要做什么？,true,false
correspondence-clerks,zh-CN,2,通信文员需要哪些技能和准备？,true,false
correspondence-clerks,zh-CN,3,通信文员在 AI 时代哪些工作更容易被加速？,true,false
correspondence-clerks,en,1,What does a Correspondence Clerks do?,true,false
correspondence-clerks,en,2,What skills and preparation matter for Correspondence Clerks?,true,false
correspondence-clerks,en,3,How does AI affect Correspondence Clerks work?,true,false
cost-estimators,zh-CN,1,成本估算师主要做什么？,true,false
cost-estimators,zh-CN,2,成本估算师需要哪些技能和准备？,true,false
cost-estimators,zh-CN,3,成本估算师在 AI 时代哪些工作更容易被加速？,true,false
cost-estimators,en,1,What does a Cost Estimators do?,true,false
cost-estimators,en,2,What skills and preparation matter for Cost Estimators?,true,false
cost-estimators,en,3,How does AI affect Cost Estimators work?,true,false
costume-attendants,zh-CN,1,服装服务员主要做什么？,true,false
costume-attendants,zh-CN,2,服装服务员需要哪些技能和准备？,true,false
costume-attendants,zh-CN,3,服装服务员在 AI 时代哪些工作更容易被加速？,true,false
costume-attendants,en,1,What does a Costume Attendants do?,true,false
costume-attendants,en,2,What skills and preparation matter for Costume Attendants?,true,false
costume-attendants,en,3,How does AI affect Costume Attendants work?,true,false
counter-and-rental-clerks,zh-CN,1,柜台租赁文员主要做什么？,true,false
counter-and-rental-clerks,zh-CN,2,柜台租赁文员需要哪些技能和准备？,true,false
counter-and-rental-clerks,zh-CN,3,柜台租赁文员在 AI 时代哪些工作更容易被加速？,true,false
counter-and-rental-clerks,en,1,What does a Counter And Rental Clerks do?,true,false
counter-and-rental-clerks,en,2,What skills and preparation matter for Counter And Rental Clerks?,true,false
counter-and-rental-clerks,en,3,How does AI affect Counter And Rental Clerks work?,true,false
couriers-and-messengers,zh-CN,1,快递员主要做什么？,true,false
couriers-and-messengers,zh-CN,2,快递员需要哪些技能和准备？,true,false
couriers-and-messengers,zh-CN,3,快递员在 AI 时代哪些工作更容易被加速？,true,false
couriers-and-messengers,en,1,What does a Couriers And Messengers do?,true,false
couriers-and-messengers,en,2,What skills and preparation matter for Couriers And Messengers?,true,false
couriers-and-messengers,en,3,How does AI affect Couriers And Messengers work?,true,false
court-reporters,zh-CN,1,法庭记录员与实时字幕员适合谁？主要做什么？,true,false
court-reporters,zh-CN,2,法庭记录员与实时字幕员适合谁？需要哪些技能和准备？,true,false
court-reporters,zh-CN,3,法庭记录员与实时字幕员适合谁？在 AI 时代哪些工作更容易被加速？,true,false
court-reporters,en,1,What does a Court reporters and simultaneous captioners do?,true,false
court-reporters,en,2,What skills and preparation matter for Court reporters and simultaneous captioners?,true,false
court-reporters,en,3,How does AI affect Court reporters and simultaneous captioners work?,true,false
court-municipal-and-license-clerks,zh-CN,1,法院、市政、执照文员主要做什么？,true,false
court-municipal-and-license-clerks,zh-CN,2,法院、市政、执照文员需要哪些技能和准备？,true,false
court-municipal-and-license-clerks,zh-CN,3,法院、市政、执照文员在 AI 时代哪些工作更容易被加速？,true,false
court-municipal-and-license-clerks,en,1,"What does a Court, Municipal, And License Clerks do?",true,false
court-municipal-and-license-clerks,en,2,"What skills and preparation matter for Court, Municipal, And License Clerks?",true,false
court-municipal-and-license-clerks,en,3,"How does AI affect Court, Municipal, And License Clerks work?",true,false
craft-and-fine-artists,zh-CN,1,美术艺术家（画家、雕塑家与插画师）主要做什么？,true,false
craft-and-fine-artists,zh-CN,2,美术艺术家（画家、雕塑家与插画师）需要哪些技能和准备？,true,false
craft-and-fine-artists,zh-CN,3,美术艺术家（画家、雕塑家与插画师）在 AI 时代哪些工作更容易被加速？,true,false
craft-and-fine-artists,en,1,"What does a Fine Artists, Including Painters, Sculptors, And Illustrators do?",true,false
craft-and-fine-artists,en,2,"What skills and preparation matter for Fine Artists, Including Painters, Sculptors, And Illustrators?",true,false
craft-and-fine-artists,en,3,"How does AI affect Fine Artists, Including Painters, Sculptors, And Illustrators work?",true,false
craft-artists,zh-CN,1,工艺艺术家主要做什么？,true,false
craft-artists,zh-CN,2,工艺艺术家需要哪些技能和准备？,true,false
craft-artists,zh-CN,3,工艺艺术家在 AI 时代哪些工作更容易被加速？,true,false
craft-artists,en,1,What does a Craft Artists do?,true,false
craft-artists,en,2,What skills and preparation matter for Craft Artists?,true,false
craft-artists,en,3,How does AI affect Craft Artists work?,true,false
crane-and-tower-operators,zh-CN,1,操作员主要做什么？,true,false
crane-and-tower-operators,zh-CN,2,操作员需要哪些技能和准备？,true,false
crane-and-tower-operators,zh-CN,3,操作员在 AI 时代哪些工作更容易被加速？,true,false
crane-and-tower-operators,en,1,What does a Crane And Tower Operators do?,true,false
crane-and-tower-operators,en,2,What skills and preparation matter for Crane And Tower Operators?,true,false
crane-and-tower-operators,en,3,How does AI affect Crane And Tower Operators work?,true,false
credit-analysts,zh-CN,1,信用分析师主要做什么？,true,false
credit-analysts,zh-CN,2,信用分析师需要哪些技能和准备？,true,false
credit-analysts,zh-CN,3,信用分析师在 AI 时代哪些工作更容易被加速？,true,false
credit-analysts,en,1,What does a Credit Analysts do?,true,false
credit-analysts,en,2,What skills and preparation matter for Credit Analysts?,true,false
credit-analysts,en,3,How does AI affect Credit Analysts work?,true,false
credit-authorizers-checkers-and-clerks,zh-CN,1,信贷授权员、核查员、文员主要做什么？,true,false
credit-authorizers-checkers-and-clerks,zh-CN,2,信贷授权员、核查员、文员需要哪些技能和准备？,true,false
credit-authorizers-checkers-and-clerks,zh-CN,3,信贷授权员、核查员、文员在 AI 时代哪些工作更容易被加速？,true,false
credit-authorizers-checkers-and-clerks,en,1,"What does a Credit Authorizers, Checkers, And Clerks do?",true,false
credit-authorizers-checkers-and-clerks,en,2,"What skills and preparation matter for Credit Authorizers, Checkers, And Clerks?",true,false
credit-authorizers-checkers-and-clerks,en,3,"How does AI affect Credit Authorizers, Checkers, And Clerks work?",true,false
credit-counselors,zh-CN,1,信贷咨询顾问适合谁？主要做什么？,true,false
credit-counselors,zh-CN,2,信贷咨询顾问适合谁？需要哪些技能和准备？,true,false
credit-counselors,zh-CN,3,信贷咨询顾问适合谁？在 AI 时代哪些工作更容易被加速？,true,false
credit-counselors,en,1,What does a Credit counselors do?,true,false
credit-counselors,en,2,What skills and preparation matter for Credit counselors?,true,false
credit-counselors,en,3,How does AI affect Credit counselors work?,true,false
crematory-operators,zh-CN,1,火化设备操作员主要做什么？,true,false
crematory-operators,zh-CN,2,火化设备操作员需要哪些技能和准备？,true,false
crematory-operators,zh-CN,3,火化设备操作员在 AI 时代哪些工作更容易被加速？,true,false
crematory-operators,en,1,What does a Crematory Operators do?,true,false
crematory-operators,en,2,What skills and preparation matter for Crematory Operators?,true,false
crematory-operators,en,3,How does AI affect Crematory Operators work?,true,false
criminal-justice-and-law-enforcement-teachers-postsecondary,zh-CN,1,高校刑事司法与执法教师主要做什么？,true,false
criminal-justice-and-law-enforcement-teachers-postsecondary,zh-CN,2,高校刑事司法与执法教师需要哪些技能和准备？,true,false
criminal-justice-and-law-enforcement-teachers-postsecondary,zh-CN,3,高校刑事司法与执法教师在 AI 时代哪些工作更容易被加速？,true,false
criminal-justice-and-law-enforcement-teachers-postsecondary,en,1,"What does a Criminal Justice And Law Enforcement Teachers, Postsecondary do?",true,false
criminal-justice-and-law-enforcement-teachers-postsecondary,en,2,"What skills and preparation matter for Criminal Justice And Law Enforcement Teachers, Postsecondary?",true,false
criminal-justice-and-law-enforcement-teachers-postsecondary,en,3,"How does AI affect Criminal Justice And Law Enforcement Teachers, Postsecondary work?",true,false
critical-care-nurses,zh-CN,1,重症护理护士主要做什么？,true,false
