slug,locale,snippet_candidate,primary_query_intent,candidate_only,runtime_approved
emergency-management-directors,en,"Emergency management directors covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
emergency-medical-technicians,zh-CN,急诊医疗技术员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“急诊医疗技术员适不适合我”的候选搜索摘要。,what-is,true,false
emergency-medical-technicians,en,"Emergency Medical Technicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
emergency-medicine-physicians,zh-CN,急诊医学医师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“急诊医学医师适不适合我”的候选搜索摘要。,what-is,true,false
emergency-medicine-physicians,en,"Emergency Medicine Physicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
emts-and-paramedics,zh-CN,急救医疗技术员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“急救医疗技术员适不适合我”的候选搜索摘要。,what-is,true,false
emts-and-paramedics,en,"Emergency Medical Technicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
endoscopy-technicians,zh-CN,内镜技术员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“内镜技术员适不适合我”的候选搜索摘要。,what-is,true,false
endoscopy-technicians,en,"Endoscopy Technicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
energy-auditors,zh-CN,能源审计师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“能源审计师适不适合我”的候选搜索摘要。,what-is,true,false
energy-auditors,en,"Energy Auditors covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
energy-engineers-except-wind-and-solar,zh-CN,工程师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“工程师适不适合我”的候选搜索摘要。,what-is,true,false
energy-engineers-except-wind-and-solar,en,"Energy Engineers, Except Wind And Solar covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
engine-and-other-machine-assemblers,zh-CN,发动机和其他机器装配工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“发动机和其他机器装配工适不适合我”的候选搜索摘要。,what-is,true,false
engine-and-other-machine-assemblers,en,"Engine And Other Machine Assemblers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
engineering-teachers-postsecondary,zh-CN,工程教师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“工程教师适不适合我”的候选搜索摘要。,what-is,true,false
engineering-teachers-postsecondary,en,"Engineering Teachers, Postsecondary covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
english-language-and-literature-teachers-postsecondary,zh-CN,高校英语语言文学教师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“高校英语语言文学教师适不适合我”的候选搜索摘要。,what-is,true,false
english-language-and-literature-teachers-postsecondary,en,"English Language And Literature Teachers, Postsecondary covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
entertainment-and-recreation-managers,zh-CN,娱乐与休闲经理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“娱乐与休闲经理适不适合我”的候选搜索摘要。,what-is,true,false
entertainment-and-recreation-managers,en,"Entertainment And Recreation Managers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
entertainment-and-recreation-managers-except-gambling,zh-CN,休闲经理、博彩页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“休闲经理、博彩适不适合我”的候选搜索摘要。,what-is,true,false
entertainment-and-recreation-managers-except-gambling,en,"Entertainment And Recreation Managers, Except Gambling covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
environmental-compliance-inspectors,zh-CN,环境合规检查员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“环境合规检查员适不适合我”的候选搜索摘要。,what-is,true,false
environmental-compliance-inspectors,en,"Environmental Compliance Inspectors covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
environmental-economists,zh-CN,环境经济学家页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“环境经济学家适不适合我”的候选搜索摘要。,what-is,true,false
environmental-economists,en,"Environmental Economists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
environmental-engineering-technicians,zh-CN,环境工程技师与技术员适合谁？页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“环境工程技师与技术员适合谁？适不适合我”的候选搜索摘要。,what-is,true,false
environmental-engineering-technicians,en,"Environmental engineering technologists and technicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
environmental-engineers,zh-CN,环境工程师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“环境工程师适不适合我”的候选搜索摘要。,what-is,true,false
environmental-engineers,en,"Environmental Engineers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
environmental-restoration-planners,zh-CN,环境修复规划师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“环境修复规划师适不适合我”的候选搜索摘要。,what-is,true,false
environmental-restoration-planners,en,"Environmental Restoration Planners covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
environmental-science-and-protection-technicians,zh-CN,环境科学与保护技术员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“环境科学与保护技术员适不适合我”的候选搜索摘要。,what-is,true,false
environmental-science-and-protection-technicians,en,"Environmental Science And Protection Technicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
environmental-science-and-protection-technicians-including-health,zh-CN,环境科学技术员、健康页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“环境科学技术员、健康适不适合我”的候选搜索摘要。,what-is,true,false
environmental-science-and-protection-technicians-including-health,en,"Environmental Science And Protection Technicians, Including Health covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
environmental-science-teachers-postsecondary,zh-CN,高校环境科学教师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“高校环境科学教师适不适合我”的候选搜索摘要。,what-is,true,false
environmental-science-teachers-postsecondary,en,"Environmental Science Teachers, Postsecondary covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
environmental-scientists-and-specialists,zh-CN,环境科学家与专员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“环境科学家与专员适不适合我”的候选搜索摘要。,what-is,true,false
environmental-scientists-and-specialists,en,"Environmental Scientists And Specialists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
environmental-scientists-and-specialists-including-health,zh-CN,专家科学家页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“专家科学家适不适合我”的候选搜索摘要。,what-is,true,false
environmental-scientists-and-specialists-including-health,en,"Environmental Scientists And Specialists, Including Health covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
epidemiologists,zh-CN,流行病学家适合谁？页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“流行病学家适合谁？适不适合我”的候选搜索摘要。,what-is,true,false
epidemiologists,en,"Epidemiologists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
equal-opportunity-representatives-and-officers,zh-CN,代表官页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“代表官适不适合我”的候选搜索摘要。,what-is,true,false
equal-opportunity-representatives-and-officers,en,"Equal Opportunity Representatives And Officers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
etchers-and-engravers,zh-CN,蚀刻工雕刻工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“蚀刻工雕刻工适不适合我”的候选搜索摘要。,what-is,true,false
etchers-and-engravers,en,"Etchers And Engravers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
excavating-and-loading-machine-and-dragline-operators-surface-mining,zh-CN,机器操作员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“机器操作员适不适合我”的候选搜索摘要。,what-is,true,false
excavating-and-loading-machine-and-dragline-operators-surface-mining,en,"Excavating And Loading Machine And Dragline Operators, Surface Mining covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
executive-secretaries-and-executive-administrative-assistants,zh-CN,执行执行行政助理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“执行执行行政助理适不适合我”的候选搜索摘要。,what-is,true,false
executive-secretaries-and-executive-administrative-assistants,en,"Executive Secretaries And Executive Administrative Assistants covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
exercise-physiologists,zh-CN,运动生理学家适合谁？页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“运动生理学家适合谁？适不适合我”的候选搜索摘要。,what-is,true,false
exercise-physiologists,en,"Exercise physiologists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
exercise-trainers-and-group-fitness-instructors,zh-CN,健身训练师健身页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“健身训练师健身适不适合我”的候选搜索摘要。,what-is,true,false
exercise-trainers-and-group-fitness-instructors,en,"Exercise Trainers And Group Fitness Instructors covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
explosives-workers-ordnance-handling-experts-and-blasters,zh-CN,工人页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“工人适不适合我”的候选搜索摘要。,what-is,true,false
explosives-workers-ordnance-handling-experts-and-blasters,en,"Explosives Workers, Ordnance Handling Experts, And Blasters covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
extruding-and-drawing-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,机器铺设工、操作员、看护员、金属塑料页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“机器铺设工、操作员、看护员、金属塑料适不适合我”的候选搜索摘要。,what-is,true,false
extruding-and-drawing-machine-setters-operators-and-tenders-metal-and-plastic,en,"Extruding And Drawing Machine Setters, Operators, And Tenders, Metal And Plastic covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
extruding-and-forming-machine-setters-operators-and-tenders-synthetic-and-glass-fibers,zh-CN,机器铺设工、操作员、看护员、玻璃页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“机器铺设工、操作员、看护员、玻璃适不适合我”的候选搜索摘要。,what-is,true,false
extruding-and-forming-machine-setters-operators-and-tenders-synthetic-and-glass-fibers,en,"Extruding And Forming Machine Setters, Operators, And Tenders, Synthetic And Glass Fibers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
extruding-forming-pressing-and-compacting-machine-setters-operators-and-tenders,zh-CN,机器铺设工、操作员、看护员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“机器铺设工、操作员、看护员适不适合我”的候选搜索摘要。,what-is,true,false
extruding-forming-pressing-and-compacting-machine-setters-operators-and-tenders,en,"Extruding, Forming, Pressing, And Compacting Machine Setters, Operators, And Tenders covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
fabric-and-apparel-patternmakers,zh-CN,织物与服装制版工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“织物与服装制版工适不适合我”的候选搜索摘要。,what-is,true,false
fabric-and-apparel-patternmakers,en,"Fabric And Apparel Patternmakers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
facilities-managers,zh-CN,设施经理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“设施经理适不适合我”的候选搜索摘要。,what-is,true,false
facilities-managers,en,"Facilities Managers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
fallers,zh-CN,伐木工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“伐木工适不适合我”的候选搜索摘要。,what-is,true,false
fallers,en,"Fallers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
family-and-consumer-sciences-teachers-postsecondary,zh-CN,教师、高等教育页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“教师、高等教育适不适合我”的候选搜索摘要。,what-is,true,false
family-and-consumer-sciences-teachers-postsecondary,en,"Family And Consumer Sciences Teachers, Postsecondary covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
family-medicine-physicians,zh-CN,家庭医学医师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“家庭医学医师适不适合我”的候选搜索摘要。,what-is,true,false
family-medicine-physicians,en,"Family Medicine Physicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
farm-and-home-management-educators,zh-CN,农场与家庭管理教育者页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“农场与家庭管理教育者适不适合我”的候选搜索摘要。,what-is,true,false
farm-and-home-management-educators,en,"Farm And Home Management Educators covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
farm-equipment-mechanics-and-service-technicians,zh-CN,农场设备机械师技术员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“农场设备机械师技术员适不适合我”的候选搜索摘要。,what-is,true,false
farm-equipment-mechanics-and-service-technicians,en,"Farm Equipment Mechanics And Service Technicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
farm-labor-contractors,zh-CN,农场劳务页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“农场劳务适不适合我”的候选搜索摘要。,what-is,true,false
farm-labor-contractors,en,"Farm Labor Contractors covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
farmers-ranchers-and-other-agricultural-managers,zh-CN,农场主、牧场主及其他农业经理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“农场主、牧场主及其他农业经理适不适合我”的候选搜索摘要。,what-is,true,false
farmers-ranchers-and-other-agricultural-managers,en,"Farmers, Ranchers, And Other Agricultural Managers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
farmworkers-and-laborers-crop-nursery-and-greenhouse,zh-CN,农场工人与劳工、作物、苗圃、温室页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“农场工人与劳工、作物、苗圃、温室适不适合我”的候选搜索摘要。,what-is,true,false
farmworkers-and-laborers-crop-nursery-and-greenhouse,en,"Farmworkers And Laborers, Crop, Nursery, And Greenhouse covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
farmworkers-farm-ranch-and-aquacultural-animals,zh-CN,农场工人、农场、牧场、动物页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“农场工人、农场、牧场、动物适不适合我”的候选搜索摘要。,what-is,true,false
farmworkers-farm-ranch-and-aquacultural-animals,en,"Farmworkers, Farm, Ranch, And Aquacultural Animals covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
fashion-designers,zh-CN,时装设计师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“时装设计师适不适合我”的候选搜索摘要。,what-is,true,false
fashion-designers,en,"Fashion Designers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
fast-food-and-counter-workers,zh-CN,食品柜台工人页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“食品柜台工人适不适合我”的候选搜索摘要。,what-is,true,false
fast-food-and-counter-workers,en,"Fast Food And Counter Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
fence-erectors,zh-CN,栅栏搭建工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“栅栏搭建工适不适合我”的候选搜索摘要。,what-is,true,false
fence-erectors,en,"Fence Erectors covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
fiberglass-laminators-and-fabricators,zh-CN,玻璃纤维层压工制造工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“玻璃纤维层压工制造工适不适合我”的候选搜索摘要。,what-is,true,false
fiberglass-laminators-and-fabricators,en,"Fiberglass Laminators And Fabricators covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
file-clerks,zh-CN,档案文员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“档案文员适不适合我”的候选搜索摘要。,what-is,true,false
file-clerks,en,"File Clerks covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
film-and-video-editors,zh-CN,电影视频编辑页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“电影视频编辑适不适合我”的候选搜索摘要。,what-is,true,false
film-and-video-editors,en,"Film And Video Editors covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
film-and-video-editors-and-camera-operators,zh-CN,影视剪辑师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“影视剪辑师适不适合我”的候选搜索摘要。,what-is,true,false
film-and-video-editors-and-camera-operators,en,"Film And Video Editors covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
financial-analysts,zh-CN,金融与投资分析师职业诊断页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“金融与投资分析师职业诊断适不适合我”的候选搜索摘要。,what-is,true,false
financial-analysts,en,"Financial and Investment Analysts covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
financial-and-investment-analysts,zh-CN,金融分析师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“金融分析师适不适合我”的候选搜索摘要。,what-is,true,false
financial-and-investment-analysts,en,"Financial And Investment Analysts covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
financial-clerks,zh-CN,其他财务事务文员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“其他财务事务文员适不适合我”的候选搜索摘要。,what-is,true,false
financial-clerks,en,"Financial Clerks, All Other covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
financial-examiners,zh-CN,金融审查员适合谁？页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“金融审查员适合谁？适不适合我”的候选搜索摘要。,what-is,true,false
financial-examiners,en,"Financial examiners covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
financial-managers,zh-CN,财务经理适合谁？页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“财务经理适合谁？适不适合我”的候选搜索摘要。,what-is,true,false
financial-managers,en,"Financial managers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
financial-quantitative-analysts,zh-CN,金融分析师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“金融分析师适不适合我”的候选搜索摘要。,what-is,true,false
financial-quantitative-analysts,en,"Financial Quantitative Analysts covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
financial-risk-specialists,zh-CN,专家金融页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“专家金融适不适合我”的候选搜索摘要。,what-is,true,false
financial-risk-specialists,en,"Financial Risk Specialists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
fine-artists-including-painters-sculptors-and-illustrators,zh-CN,艺术家、油漆工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“艺术家、油漆工适不适合我”的候选搜索摘要。,what-is,true,false
fine-artists-including-painters-sculptors-and-illustrators,en,"Fine Artists, Including Painters, Sculptors, And Illustrators covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
fire-inspectors-and-investigators,zh-CN,消防检查员调查员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“消防检查员调查员适不适合我”的候选搜索摘要。,what-is,true,false
fire-inspectors-and-investigators,en,"Fire Inspectors And Investigators covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
fire-prevention-and-protection-engineers,zh-CN,工程师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“工程师适不适合我”的候选搜索摘要。,what-is,true,false
fire-prevention-and-protection-engineers,en,"Fire Prevention And Protection Engineers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
firefighters,zh-CN,消防员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“消防员适不适合我”的候选搜索摘要。,what-is,true,false
firefighters,en,"Firefighters covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
first-line-supervisors-of-air-crew-members,zh-CN,一线主管机组成员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“一线主管机组成员适不适合我”的候选搜索摘要。,what-is,true,false
first-line-supervisors-of-air-crew-members,en,"First Line Supervisors Of Air Crew Members covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
first-line-supervisors-of-all-other-tactical-operations-specialists,zh-CN,专家主管页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“专家主管适不适合我”的候选搜索摘要。,what-is,true,false
first-line-supervisors-of-all-other-tactical-operations-specialists,en,"First Line Supervisors Of All Other Tactical Operations Specialists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
first-line-supervisors-of-construction-trades-and-extraction-workers,zh-CN,建筑施工主管采掘工人页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“建筑施工主管采掘工人适不适合我”的候选搜索摘要。,what-is,true,false
first-line-supervisors-of-construction-trades-and-extraction-workers,en,"First Line Supervisors Of Construction Trades And Extraction Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
first-line-supervisors-of-correctional-officers,zh-CN,一线主管官页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“一线主管官适不适合我”的候选搜索摘要。,what-is,true,false
first-line-supervisors-of-correctional-officers,en,"First Line Supervisors Of Correctional Officers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
first-line-supervisors-of-entertainment-and-recreation-workers-except-gambling-services,zh-CN,主管工人页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“主管工人适不适合我”的候选搜索摘要。,what-is,true,false
first-line-supervisors-of-entertainment-and-recreation-workers-except-gambling-services,en,"First Line Supervisors Of Entertainment And Recreation Workers, Except Gambling Services covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
first-line-supervisors-of-farming-fishing-and-forestry-workers,zh-CN,主管林业工人渔业页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“主管林业工人渔业适不适合我”的候选搜索摘要。,what-is,true,false
first-line-supervisors-of-farming-fishing-and-forestry-workers,en,"First Line Supervisors Of Farming, Fishing, And Forestry Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
first-line-supervisors-of-firefighting-and-prevention-workers,zh-CN,主管工人页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“主管工人适不适合我”的候选搜索摘要。,what-is,true,false
first-line-supervisors-of-firefighting-and-prevention-workers,en,"First Line Supervisors Of Firefighting And Prevention Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
first-line-supervisors-of-food-preparation-and-serving-workers,zh-CN,食品制备主管工人服务页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“食品制备主管工人服务适不适合我”的候选搜索摘要。,what-is,true,false
first-line-supervisors-of-food-preparation-and-serving-workers,en,"First Line Supervisors Of Food Preparation And Serving Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
first-line-supervisors-of-gambling-services-workers,zh-CN,主管工人页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“主管工人适不适合我”的候选搜索摘要。,what-is,true,false
first-line-supervisors-of-gambling-services-workers,en,"First Line Supervisors Of Gambling Services Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
first-line-supervisors-of-helpers-laborers-and-material-movers-hand,zh-CN,一线主管帮工、劳工、物料搬运工、手工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“一线主管帮工、劳工、物料搬运工、手工适不适合我”的候选搜索摘要。,what-is,true,false
first-line-supervisors-of-helpers-laborers-and-material-movers-hand,en,"First Line Supervisors Of Helpers, Laborers, And Material Movers, Hand covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
first-line-supervisors-of-housekeeping-and-janitorial-workers,zh-CN,主管工人页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“主管工人适不适合我”的候选搜索摘要。,what-is,true,false
first-line-supervisors-of-housekeeping-and-janitorial-workers,en,"First Line Supervisors Of Housekeeping And Janitorial Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
first-line-supervisors-of-landscaping-lawn-service-and-groundskeeping-workers,zh-CN,主管工人页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“主管工人适不适合我”的候选搜索摘要。,what-is,true,false
first-line-supervisors-of-landscaping-lawn-service-and-groundskeeping-workers,en,"First Line Supervisors Of Landscaping, Lawn Service, And Groundskeeping Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
first-line-supervisors-of-material-moving-machine-and-vehicle-operators,zh-CN,物料搬运主管操作员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“物料搬运主管操作员适不适合我”的候选搜索摘要。,what-is,true,false
first-line-supervisors-of-material-moving-machine-and-vehicle-operators,en,"First Line Supervisors Of Material Moving Machine And Vehicle Operators covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
first-line-supervisors-of-mechanics-installers-and-repairers,zh-CN,主管修理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“主管修理适不适合我”的候选搜索摘要。,what-is,true,false
first-line-supervisors-of-mechanics-installers-and-repairers,en,"First Line Supervisors Of Mechanics, Installers, And Repairers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
first-line-supervisors-of-non-retail-sales-workers,zh-CN,主管工人销售页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“主管工人销售适不适合我”的候选搜索摘要。,what-is,true,false
first-line-supervisors-of-non-retail-sales-workers,en,"First Line Supervisors Of Non Retail Sales Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
first-line-supervisors-of-office-and-administrative-support-workers,zh-CN,主管工人页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“主管工人适不适合我”的候选搜索摘要。,what-is,true,false
first-line-supervisors-of-office-and-administrative-support-workers,en,"First Line Supervisors Of Office And Administrative Support Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
first-line-supervisors-of-passenger-attendants,zh-CN,一线主管乘客服务员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“一线主管乘客服务员适不适合我”的候选搜索摘要。,what-is,true,false
first-line-supervisors-of-passenger-attendants,en,"First Line Supervisors Of Passenger Attendants covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
first-line-supervisors-of-personal-service-workers,zh-CN,主管工人页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“主管工人适不适合我”的候选搜索摘要。,what-is,true,false
first-line-supervisors-of-personal-service-workers,en,"First Line Supervisors Of Personal Service Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
