slug,locale,primary_query_intent,secondary_query_intents,snippet_candidate,faq_candidates,internal_link_anchor_candidates,candidate_only,runtime_approved,validation_findings
driver-sales-workers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,工人销售页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“工人销售适不适合我”的候选搜索摘要。,工人销售主要做什么？|工人销售需要哪些技能和准备？|工人销售在 AI 时代哪些工作更容易被加速？,工人销售职业介绍|工人销售技能与入行路径|工人销售AI 影响与职业匹配,true,false,
driver-sales-workers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Driver/Sales Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Driver/Sales Workers do?|What skills and preparation matter for Driver/Sales Workers?|How does AI affect Driver/Sales Workers work?,Driver/Sales Workers career overview|Driver/Sales Workers skills and entry path|Driver/Sales Workers AI impact and fit,true,false,
drywall-and-ceiling-tile-installers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,石膏板与天花板瓷砖安装工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“石膏板与天花板瓷砖安装工适不适合我”的候选搜索摘要。,石膏板与天花板瓷砖安装工主要做什么？|石膏板与天花板瓷砖安装工需要哪些技能和准备？|石膏板与天花板瓷砖安装工在 AI 时代哪些工作更容易被加速？,石膏板与天花板瓷砖安装工职业介绍|石膏板与天花板瓷砖安装工技能与入行路径|石膏板与天花板瓷砖安装工AI 影响与职业匹配,true,false,
drywall-and-ceiling-tile-installers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Drywall And Ceiling Tile Installers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Drywall And Ceiling Tile Installers do?|What skills and preparation matter for Drywall And Ceiling Tile Installers?|How does AI affect Drywall And Ceiling Tile Installers work?,Drywall And Ceiling Tile Installers career overview|Drywall And Ceiling Tile Installers skills and entry path|Drywall And Ceiling Tile Installers AI impact and fit,true,false,
drywall-and-ceiling-tile-installers-and-tapers,zh-CN,what-is,,石膏板与吊顶板安装工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“石膏板与吊顶板安装工适不适合我”的候选搜索摘要。,石膏板与吊顶板安装工主要做什么？|石膏板与吊顶板安装工需要哪些技能和准备？|石膏板与吊顶板安装工在 AI 时代哪些工作更容易被加速？,石膏板与吊顶板安装工职业介绍|石膏板与吊顶板安装工技能与入行路径|石膏板与吊顶板安装工AI 影响与职业匹配,true,false,
drywall-and-ceiling-tile-installers-and-tapers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,"Drywall And Ceiling Tile Installers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Drywall And Ceiling Tile Installers do?|What skills and preparation matter for Drywall And Ceiling Tile Installers?|How does AI affect Drywall And Ceiling Tile Installers work?,Drywall And Ceiling Tile Installers career overview|Drywall And Ceiling Tile Installers skills and entry path|Drywall And Ceiling Tile Installers AI impact and fit,true,false,
earth-drillers-except-oil-and-gas,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,土方钻探工、石油天然气页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“土方钻探工、石油天然气适不适合我”的候选搜索摘要。,土方钻探工、石油天然气主要做什么？|土方钻探工、石油天然气需要哪些技能和准备？|土方钻探工、石油天然气在 AI 时代哪些工作更容易被加速？,土方钻探工、石油天然气职业介绍|土方钻探工、石油天然气技能与入行路径|土方钻探工、石油天然气AI 影响与职业匹配,true,false,
earth-drillers-except-oil-and-gas,en,what-is,,"Earth Drillers, Except Oil And Gas covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.","What does a Earth Drillers, Except Oil And Gas do?|What skills and preparation matter for Earth Drillers, Except Oil And Gas?|How does AI affect Earth Drillers, Except Oil And Gas work?","Earth Drillers, Except Oil And Gas career overview|Earth Drillers, Except Oil And Gas skills and entry path|Earth Drillers, Except Oil And Gas AI impact and fit",true,false,
economics-teachers-postsecondary,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,高校经济学教师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“高校经济学教师适不适合我”的候选搜索摘要。,高校经济学教师主要做什么？|高校经济学教师需要哪些技能和准备？|高校经济学教师在 AI 时代哪些工作更容易被加速？,高校经济学教师职业介绍|高校经济学教师技能与入行路径|高校经济学教师AI 影响与职业匹配,true,false,
economics-teachers-postsecondary,en,what-is,,"Economics Teachers, Postsecondary covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.","What does a Economics Teachers, Postsecondary do?|What skills and preparation matter for Economics Teachers, Postsecondary?|How does AI affect Economics Teachers, Postsecondary work?","Economics Teachers, Postsecondary career overview|Economics Teachers, Postsecondary skills and entry path|Economics Teachers, Postsecondary AI impact and fit",true,false,
economists,zh-CN,what-is,salary|career-path|AI-impact|fit|adjacent,经济学家页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“经济学家适不适合我”的候选搜索摘要。,经济学家主要做什么？|经济学家需要哪些技能和准备？|经济学家在 AI 时代哪些工作更容易被加速？,经济学家职业介绍|经济学家技能与入行路径|经济学家AI 影响与职业匹配,true,false,
economists,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,"Economists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Economists do?|What skills and preparation matter for Economists?|How does AI affect Economists work?,Economists career overview|Economists skills and entry path|Economists AI impact and fit,true,false,
editors,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,编辑页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“编辑适不适合我”的候选搜索摘要。,编辑主要做什么？|编辑需要哪些技能和准备？|编辑在 AI 时代哪些工作更容易被加速？,编辑职业介绍|编辑技能与入行路径|编辑AI 影响与职业匹配,true,false,
editors,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Editors covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Editors do?|What skills and preparation matter for Editors?|How does AI affect Editors work?,Editors career overview|Editors skills and entry path|Editors AI impact and fit,true,false,
education-administrators-kindergarten-through-secondary,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,教育行政管理者、幼儿园中等教育页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“教育行政管理者、幼儿园中等教育适不适合我”的候选搜索摘要。,教育行政管理者、幼儿园中等教育主要做什么？|教育行政管理者、幼儿园中等教育需要哪些技能和准备？|教育行政管理者、幼儿园中等教育在 AI 时代哪些工作更容易被加速？,教育行政管理者、幼儿园中等教育职业介绍|教育行政管理者、幼儿园中等教育技能与入行路径|教育行政管理者、幼儿园中等教育AI 影响与职业匹配,true,false,
education-administrators-kindergarten-through-secondary,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Education Administrators, Kindergarten Through Secondary covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.","What does a Education Administrators, Kindergarten Through Secondary do?|What skills and preparation matter for Education Administrators, Kindergarten Through Secondary?|How does AI affect Education Administrators, Kindergarten Through Secondary work?","Education Administrators, Kindergarten Through Secondary career overview|Education Administrators, Kindergarten Through Secondary skills and entry path|Education Administrators, Kindergarten Through Secondary AI impact and fit",true,false,
education-administrators-postsecondary,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,高校教育行政管理者页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“高校教育行政管理者适不适合我”的候选搜索摘要。,高校教育行政管理者主要做什么？|高校教育行政管理者需要哪些技能和准备？|高校教育行政管理者在 AI 时代哪些工作更容易被加速？,高校教育行政管理者职业介绍|高校教育行政管理者技能与入行路径|高校教育行政管理者AI 影响与职业匹配,true,false,
education-administrators-postsecondary,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Education Administrators, Postsecondary covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.","What does a Education Administrators, Postsecondary do?|What skills and preparation matter for Education Administrators, Postsecondary?|How does AI affect Education Administrators, Postsecondary work?","Education Administrators, Postsecondary career overview|Education Administrators, Postsecondary skills and entry path|Education Administrators, Postsecondary AI impact and fit",true,false,
education-and-childcare-administrators-preschool-and-daycare,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,教育儿童照护、学前日托页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“教育儿童照护、学前日托适不适合我”的候选搜索摘要。,教育儿童照护、学前日托主要做什么？|教育儿童照护、学前日托需要哪些技能和准备？|教育儿童照护、学前日托在 AI 时代哪些工作更容易被加速？,教育儿童照护、学前日托职业介绍|教育儿童照护、学前日托技能与入行路径|教育儿童照护、学前日托AI 影响与职业匹配,true,false,
education-and-childcare-administrators-preschool-and-daycare,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Education And Childcare Administrators, Preschool And Daycare covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.","What does a Education And Childcare Administrators, Preschool And Daycare do?|What skills and preparation matter for Education And Childcare Administrators, Preschool And Daycare?|How does AI affect Education And Childcare Administrators, Preschool And Daycare work?","Education And Childcare Administrators, Preschool And Daycare career overview|Education And Childcare Administrators, Preschool And Daycare skills and entry path|Education And Childcare Administrators, Preschool And Daycare AI impact and fit",true,false,
education-teachers-postsecondary,zh-CN,what-is,,教育教师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“教育教师适不适合我”的候选搜索摘要。,教育教师主要做什么？|教育教师需要哪些技能和准备？|教育教师在 AI 时代哪些工作更容易被加速？,教育教师职业介绍|教育教师技能与入行路径|教育教师AI 影响与职业匹配,true,false,
education-teachers-postsecondary,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Education Teachers, Postsecondary covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.","What does a Education Teachers, Postsecondary do?|What skills and preparation matter for Education Teachers, Postsecondary?|How does AI affect Education Teachers, Postsecondary work?","Education Teachers, Postsecondary career overview|Education Teachers, Postsecondary skills and entry path|Education Teachers, Postsecondary AI impact and fit",true,false,
educational-guidance-and-career-counselors-and-advisors,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,顾问教育页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“顾问教育适不适合我”的候选搜索摘要。,顾问教育主要做什么？|顾问教育需要哪些技能和准备？|顾问教育在 AI 时代哪些工作更容易被加速？,顾问教育职业介绍|顾问教育技能与入行路径|顾问教育AI 影响与职业匹配,true,false,
educational-guidance-and-career-counselors-and-advisors,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Educational, Guidance, And Career Counselors And Advisors covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.","What does a Educational, Guidance, And Career Counselors And Advisors do?|What skills and preparation matter for Educational, Guidance, And Career Counselors And Advisors?|How does AI affect Educational, Guidance, And Career Counselors And Advisors work?","Educational, Guidance, And Career Counselors And Advisors career overview|Educational, Guidance, And Career Counselors And Advisors skills and entry path|Educational, Guidance, And Career Counselors And Advisors AI impact and fit",true,false,
electric-motor-power-tool-and-related-repairers,zh-CN,what-is,,电机、电力工具页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“电机、电力工具适不适合我”的候选搜索摘要。,电机、电力工具主要做什么？|电机、电力工具需要哪些技能和准备？|电机、电力工具在 AI 时代哪些工作更容易被加速？,电机、电力工具职业介绍|电机、电力工具技能与入行路径|电机、电力工具AI 影响与职业匹配,true,false,
electric-motor-power-tool-and-related-repairers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Electric Motor, Power Tool, And Related Repairers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.","What does a Electric Motor, Power Tool, And Related Repairers do?|What skills and preparation matter for Electric Motor, Power Tool, And Related Repairers?|How does AI affect Electric Motor, Power Tool, And Related Repairers work?","Electric Motor, Power Tool, And Related Repairers career overview|Electric Motor, Power Tool, And Related Repairers skills and entry path|Electric Motor, Power Tool, And Related Repairers AI impact and fit",true,false,
electrical-and-electronics-engineering-technicians,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,电气与电子工程技师与技术员适合谁？页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“电气与电子工程技师与技术员适合谁？适不适合我”的候选搜索摘要。,电气与电子工程技师与技术员适合谁？主要做什么？|电气与电子工程技师与技术员适合谁？需要哪些技能和准备？|电气与电子工程技师与技术员适合谁？在 AI 时代哪些工作更容易被加速？,电气与电子工程技师与技术员适合谁？职业介绍|电气与电子工程技师与技术员适合谁？技能与入行路径|电气与电子工程技师与技术员适合谁？AI 影响与职业匹配,true,false,
electrical-and-electronics-engineering-technicians,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Electrical and electronic engineering technologists and technicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Electrical and electronic engineering technologists and technicians do?|What skills and preparation matter for Electrical and electronic engineering technologists and technicians?|How does AI affect Electrical and electronic engineering technologists and technicians work?,Electrical and electronic engineering technologists and technicians career overview|Electrical and electronic engineering technologists and technicians skills and entry path|Electrical and electronic engineering technologists and technicians AI impact and fit,true,false,
electrical-and-electronic-equipment-assemblers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,电气与电子设备装配工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“电气与电子设备装配工适不适合我”的候选搜索摘要。,电气与电子设备装配工主要做什么？|电气与电子设备装配工需要哪些技能和准备？|电气与电子设备装配工在 AI 时代哪些工作更容易被加速？,电气与电子设备装配工职业介绍|电气与电子设备装配工技能与入行路径|电气与电子设备装配工AI 影响与职业匹配,true,false,
electrical-and-electronic-equipment-assemblers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Electrical And Electronic Equipment Assemblers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Electrical And Electronic Equipment Assemblers do?|What skills and preparation matter for Electrical And Electronic Equipment Assemblers?|How does AI affect Electrical And Electronic Equipment Assemblers work?,Electrical And Electronic Equipment Assemblers career overview|Electrical And Electronic Equipment Assemblers skills and entry path|Electrical And Electronic Equipment Assemblers AI impact and fit,true,false,
electrical-and-electronics-drafters,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,电气与电子制图员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“电气与电子制图员适不适合我”的候选搜索摘要。,电气与电子制图员主要做什么？|电气与电子制图员需要哪些技能和准备？|电气与电子制图员在 AI 时代哪些工作更容易被加速？,电气与电子制图员职业介绍|电气与电子制图员技能与入行路径|电气与电子制图员AI 影响与职业匹配,true,false,
electrical-and-electronics-drafters,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Electrical And Electronics Drafters covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Electrical And Electronics Drafters do?|What skills and preparation matter for Electrical And Electronics Drafters?|How does AI affect Electrical And Electronics Drafters work?,Electrical And Electronics Drafters career overview|Electrical And Electronics Drafters skills and entry path|Electrical And Electronics Drafters AI impact and fit,true,false,
electrical-and-electronics-engineers,zh-CN,what-is,salary|career-path|AI-impact|fit|adjacent,电气与电子工程师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“电气与电子工程师适不适合我”的候选搜索摘要。,电气与电子工程师主要做什么？|电气与电子工程师需要哪些技能和准备？|电气与电子工程师在 AI 时代哪些工作更容易被加速？,电气与电子工程师职业介绍|电气与电子工程师技能与入行路径|电气与电子工程师AI 影响与职业匹配,true,false,
electrical-and-electronics-engineers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,"Electrical and electronics engineers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Electrical and electronics engineers do?|What skills and preparation matter for Electrical and electronics engineers?|How does AI affect Electrical and electronics engineers work?,Electrical and electronics engineers career overview|Electrical and electronics engineers skills and entry path|Electrical and electronics engineers AI impact and fit,true,false,
electrical-and-electronics-installers-and-repairers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,电气与电子设备安装维修人员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“电气与电子设备安装维修人员适不适合我”的候选搜索摘要。,电气与电子设备安装维修人员主要做什么？|电气与电子设备安装维修人员需要哪些技能和准备？|电气与电子设备安装维修人员在 AI 时代哪些工作更容易被加速？,电气与电子设备安装维修人员职业介绍|电气与电子设备安装维修人员技能与入行路径|电气与电子设备安装维修人员AI 影响与职业匹配,true,false,
electrical-and-electronics-installers-and-repairers,en,what-is,,"Electrical And Electronics Installers And Repairers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Electrical And Electronics Installers And Repairers do?|What skills and preparation matter for Electrical And Electronics Installers And Repairers?|How does AI affect Electrical And Electronics Installers And Repairers work?,Electrical And Electronics Installers And Repairers career overview|Electrical And Electronics Installers And Repairers skills and entry path|Electrical And Electronics Installers And Repairers AI impact and fit,true,false,
electrical-and-electronics-installers-and-repairers-transportation-equipment,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,运输修理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“运输修理适不适合我”的候选搜索摘要。,运输修理主要做什么？|运输修理需要哪些技能和准备？|运输修理在 AI 时代哪些工作更容易被加速？,运输修理职业介绍|运输修理技能与入行路径|运输修理AI 影响与职业匹配,true,false,
electrical-and-electronics-installers-and-repairers-transportation-equipment,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Electrical And Electronics Installers And Repairers, Transportation Equipment covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.","What does a Electrical And Electronics Installers And Repairers, Transportation Equipment do?|What skills and preparation matter for Electrical And Electronics Installers And Repairers, Transportation Equipment?|How does AI affect Electrical And Electronics Installers And Repairers, Transportation Equipment work?","Electrical And Electronics Installers And Repairers, Transportation Equipment career overview|Electrical And Electronics Installers And Repairers, Transportation Equipment skills and entry path|Electrical And Electronics Installers And Repairers, Transportation Equipment AI impact and fit",true,false,
electrical-and-electronics-repairers-commercial-and-industrial-equipment,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,电气与电子、商业工业设备页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“电气与电子、商业工业设备适不适合我”的候选搜索摘要。,电气与电子、商业工业设备主要做什么？|电气与电子、商业工业设备需要哪些技能和准备？|电气与电子、商业工业设备在 AI 时代哪些工作更容易被加速？,电气与电子、商业工业设备职业介绍|电气与电子、商业工业设备技能与入行路径|电气与电子、商业工业设备AI 影响与职业匹配,true,false,
electrical-and-electronics-repairers-commercial-and-industrial-equipment,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Electrical And Electronics Repairers, Commercial And Industrial Equipment covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.","What does a Electrical And Electronics Repairers, Commercial And Industrial Equipment do?|What skills and preparation matter for Electrical And Electronics Repairers, Commercial And Industrial Equipment?|How does AI affect Electrical And Electronics Repairers, Commercial And Industrial Equipment work?","Electrical And Electronics Repairers, Commercial And Industrial Equipment career overview|Electrical And Electronics Repairers, Commercial And Industrial Equipment skills and entry path|Electrical And Electronics Repairers, Commercial And Industrial Equipment AI impact and fit",true,false,
electrical-and-electronics-repairers-powerhouse-substation-and-relay,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,电气与电子、变电站、继电器页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“电气与电子、变电站、继电器适不适合我”的候选搜索摘要。,电气与电子、变电站、继电器主要做什么？|电气与电子、变电站、继电器需要哪些技能和准备？|电气与电子、变电站、继电器在 AI 时代哪些工作更容易被加速？,电气与电子、变电站、继电器职业介绍|电气与电子、变电站、继电器技能与入行路径|电气与电子、变电站、继电器AI 影响与职业匹配,true,false,
electrical-and-electronics-repairers-powerhouse-substation-and-relay,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Electrical And Electronics Repairers, Powerhouse, Substation, And Relay covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.","What does a Electrical And Electronics Repairers, Powerhouse, Substation, And Relay do?|What skills and preparation matter for Electrical And Electronics Repairers, Powerhouse, Substation, And Relay?|How does AI affect Electrical And Electronics Repairers, Powerhouse, Substation, And Relay work?","Electrical And Electronics Repairers, Powerhouse, Substation, And Relay career overview|Electrical And Electronics Repairers, Powerhouse, Substation, And Relay skills and entry path|Electrical And Electronics Repairers, Powerhouse, Substation, And Relay AI impact and fit",true,false,
electrical-engineers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,工程师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“工程师适不适合我”的候选搜索摘要。,工程师主要做什么？|工程师需要哪些技能和准备？|工程师在 AI 时代哪些工作更容易被加速？,工程师职业介绍|工程师技能与入行路径|工程师AI 影响与职业匹配,true,false,
electrical-engineers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Electrical Engineers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Electrical Engineers do?|What skills and preparation matter for Electrical Engineers?|How does AI affect Electrical Engineers work?,Electrical Engineers career overview|Electrical Engineers skills and entry path|Electrical Engineers AI impact and fit,true,false,
line-installers-and-repairers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,电力线路安装维修人员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“电力线路安装维修人员适不适合我”的候选搜索摘要。,电力线路安装维修人员主要做什么？|电力线路安装维修人员需要哪些技能和准备？|电力线路安装维修人员在 AI 时代哪些工作更容易被加速？,电力线路安装维修人员职业介绍|电力线路安装维修人员技能与入行路径|电力线路安装维修人员AI 影响与职业匹配,true,false,
line-installers-and-repairers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Electrical Power Line Installers And Repairers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Electrical Power Line Installers And Repairers do?|What skills and preparation matter for Electrical Power Line Installers And Repairers?|How does AI affect Electrical Power Line Installers And Repairers work?,Electrical Power Line Installers And Repairers career overview|Electrical Power Line Installers And Repairers skills and entry path|Electrical Power Line Installers And Repairers AI impact and fit,true,false,
electricians,zh-CN,what-is,,其他职业页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“其他职业适不适合我”的候选搜索摘要。,其他职业主要做什么？|其他职业需要哪些技能和准备？|其他职业在 AI 时代哪些工作更容易被加速？,其他职业职业介绍|其他职业技能与入行路径|其他职业AI 影响与职业匹配,true,false,
electricians,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Electricians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Electricians do?|What skills and preparation matter for Electricians?|How does AI affect Electricians work?,Electricians career overview|Electricians skills and entry path|Electricians AI impact and fit,true,false,
electro-mechanical-technicians,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,机电与机电一体化技师与技术员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“机电与机电一体化技师与技术员适不适合我”的候选搜索摘要。,机电与机电一体化技师与技术员主要做什么？|机电与机电一体化技师与技术员需要哪些技能和准备？|机电与机电一体化技师与技术员在 AI 时代哪些工作更容易被加速？,机电与机电一体化技师与技术员职业介绍|机电与机电一体化技师与技术员技能与入行路径|机电与机电一体化技师与技术员AI 影响与职业匹配,true,false,
electro-mechanical-technicians,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Electro Mechanical And Mechatronics Technologists And Technicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Electro Mechanical And Mechatronics Technologists And Technicians do?|What skills and preparation matter for Electro Mechanical And Mechatronics Technologists And Technicians?|How does AI affect Electro Mechanical And Mechatronics Technologists And Technicians work?,Electro Mechanical And Mechatronics Technologists And Technicians career overview|Electro Mechanical And Mechatronics Technologists And Technicians skills and entry path|Electro Mechanical And Mechatronics Technologists And Technicians AI impact and fit,true,false,
electromechanical-equipment-assemblers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,机电设备装配工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“机电设备装配工适不适合我”的候选搜索摘要。,机电设备装配工主要做什么？|机电设备装配工需要哪些技能和准备？|机电设备装配工在 AI 时代哪些工作更容易被加速？,机电设备装配工职业介绍|机电设备装配工技能与入行路径|机电设备装配工AI 影响与职业匹配,true,false,
electromechanical-equipment-assemblers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Electromechanical Equipment Assemblers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Electromechanical Equipment Assemblers do?|What skills and preparation matter for Electromechanical Equipment Assemblers?|How does AI affect Electromechanical Equipment Assemblers work?,Electromechanical Equipment Assemblers career overview|Electromechanical Equipment Assemblers skills and entry path|Electromechanical Equipment Assemblers AI impact and fit,true,false,
electronic-equipment-installers-and-repairers-motor-vehicles,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,电子设备安装工、电机页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“电子设备安装工、电机适不适合我”的候选搜索摘要。,电子设备安装工、电机主要做什么？|电子设备安装工、电机需要哪些技能和准备？|电子设备安装工、电机在 AI 时代哪些工作更容易被加速？,电子设备安装工、电机职业介绍|电子设备安装工、电机技能与入行路径|电子设备安装工、电机AI 影响与职业匹配,true,false,
electronic-equipment-installers-and-repairers-motor-vehicles,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,"Electronic Equipment Installers And Repairers, Motor Vehicles covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.","What does a Electronic Equipment Installers And Repairers, Motor Vehicles do?|What skills and preparation matter for Electronic Equipment Installers And Repairers, Motor Vehicles?|How does AI affect Electronic Equipment Installers And Repairers, Motor Vehicles work?","Electronic Equipment Installers And Repairers, Motor Vehicles career overview|Electronic Equipment Installers And Repairers, Motor Vehicles skills and entry path|Electronic Equipment Installers And Repairers, Motor Vehicles AI impact and fit",true,false,
electronics-engineers-except-computer,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,工程师计算机页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“工程师计算机适不适合我”的候选搜索摘要。,工程师计算机主要做什么？|工程师计算机需要哪些技能和准备？|工程师计算机在 AI 时代哪些工作更容易被加速？,工程师计算机职业介绍|工程师计算机技能与入行路径|工程师计算机AI 影响与职业匹配,true,false,
electronics-engineers-except-computer,en,what-is,,"Electronics Engineers, Except Computer covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.","What does a Electronics Engineers, Except Computer do?|What skills and preparation matter for Electronics Engineers, Except Computer?|How does AI affect Electronics Engineers, Except Computer work?","Electronics Engineers, Except Computer career overview|Electronics Engineers, Except Computer skills and entry path|Electronics Engineers, Except Computer AI impact and fit",true,false,
elementary-school-teachers-except-special-education,zh-CN,what-is,,教育教师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“教育教师适不适合我”的候选搜索摘要。,教育教师主要做什么？|教育教师需要哪些技能和准备？|教育教师在 AI 时代哪些工作更容易被加速？,教育教师职业介绍|教育教师技能与入行路径|教育教师AI 影响与职业匹配,true,false,
