batch_index,seed_ordinal,slug,title_en,title_zh_seed,soc_code_seed,onet_code_seed,batch_role,expected_locales
221,209,construction-managers,Construction managers,施工经理适合谁？,11-9021,11-9021.00,new_50,zh-CN|en
222,210,continuous-mining-machine-operators,Continuous Mining Machine Operators,机器操作员,47-5041,47-5041.00,new_50,zh-CN|en
223,211,control-and-valve-installers-and-repairers-except-mechanical-door,"Control And Valve Installers And Repairers, Except Mechanical Door",控制与阀门安装工、机械门,49-9012,49-9012.00,new_50,zh-CN|en
224,212,conveyor-operators-and-tenders,Conveyor Operators And Tenders,操作员看护员,53-7011,53-7011.00,new_50,zh-CN|en
225,213,cooks,"Cooks, Restaurant",餐馆厨师,35-2014,35-2014.00,new_50,zh-CN|en
226,214,cooks-fast-food,"Cooks, Fast Food",快餐厨师,35-2011,35-2011.00,new_50,zh-CN|en
227,215,cooks-institution-and-cafeteria,"Cooks, Institution And Cafeteria",食堂,35-2012,35-2012.00,new_50,zh-CN|en
228,216,cooks-private-household,"Cooks, Private Household",私人家庭厨师,35-2013,35-2013.00,new_50,zh-CN|en
229,217,cooks-restaurant,"Cooks, Restaurant",餐厅厨师,35-2014,35-2014.00,new_50,zh-CN|en
230,218,cooks-short-order,"Cooks, Short Order",简餐厨师,35-2015,35-2015.00,new_50,zh-CN|en
231,219,cooling-and-freezing-equipment-operators-and-tenders,Cooling And Freezing Equipment Operators And Tenders,设备操作员看护员,51-9193,51-9193.00,new_50,zh-CN|en
232,220,coroners,Coroners,验尸官,13-1041,13-1041.06,new_50,zh-CN|en
233,221,correctional-officers,Correctional officers and bailiffs,惩教官与法警适合谁？,33-3012,33-3012.00,new_50,zh-CN|en
234,222,correspondence-clerks,Correspondence Clerks,通信文员,43-4021,43-4021.00,new_50,zh-CN|en
235,223,cost-estimators,Cost Estimators,成本估算师,13-1051,13-1051.00,new_50,zh-CN|en
236,224,costume-attendants,Costume Attendants,服装服务员,39-3092,39-3092.00,new_50,zh-CN|en
237,225,counter-and-rental-clerks,Counter And Rental Clerks,柜台租赁文员,41-2021,41-2021.00,new_50,zh-CN|en
238,226,couriers-and-messengers,Couriers And Messengers,快递员,43-5021,43-5021.00,new_50,zh-CN|en
239,227,court-reporters,Court reporters and simultaneous captioners,法庭记录员与实时字幕员适合谁？,27-3092,27-3092.00,new_50,zh-CN|en
240,228,court-municipal-and-license-clerks,"Court, Municipal, And License Clerks",法院、市政、执照文员,43-4031,43-4031.00,new_50,zh-CN|en
241,229,craft-and-fine-artists,"Fine Artists, Including Painters, Sculptors, And Illustrators",美术艺术家（画家、雕塑家与插画师）,27-1013,27-1013.00,new_50,zh-CN|en
242,230,craft-artists,Craft Artists,工艺艺术家,27-1012,27-1012.00,new_50,zh-CN|en
243,231,crane-and-tower-operators,Crane And Tower Operators,操作员,53-7021,53-7021.00,new_50,zh-CN|en
244,232,credit-analysts,Credit Analysts,信用分析师,13-2041,13-2041.00,new_50,zh-CN|en
245,233,credit-authorizers-checkers-and-clerks,"Credit Authorizers, Checkers, And Clerks",信贷授权员、核查员、文员,43-4041,43-4041.00,new_50,zh-CN|en
246,234,credit-counselors,Credit counselors,信贷咨询顾问适合谁？,13-2071,13-2071.00,new_50,zh-CN|en
247,235,crematory-operators,Crematory Operators,火化设备操作员,39-4012,39-4012.00,new_50,zh-CN|en
248,236,criminal-justice-and-law-enforcement-teachers-postsecondary,"Criminal Justice And Law Enforcement Teachers, Postsecondary",高校刑事司法与执法教师,25-1111,25-1111.00,new_50,zh-CN|en
249,237,critical-care-nurses,Critical Care Nurses,重症护理护士,29-1141,29-1141.03,new_50,zh-CN|en
250,238,crossing-guards-and-flaggers,Crossing Guards And Flaggers,交通路口警卫旗手,33-9091,33-9091.00,new_50,zh-CN|en
