finding_id,severity,finding_type,slug,locale,field_path,excerpt,reason,repair_instruction,repair_allowed_without_source_change,requires_human_review
low_workflow_density:agricultural-sciences-teachers-postsecondary:zh-CN:27db634c6a4f,repair_required,low_workflow_density,agricultural-sciences-teachers-postsecondary,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:agricultural-sciences-teachers-postsecondary:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,agricultural-sciences-teachers-postsecondary,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:agricultural-sciences-teachers-postsecondary:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,agricultural-sciences-teachers-postsecondary,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:agricultural-sciences-teachers-postsecondary:zh-CN:0118aedaefea,warning,conversion_unclear,agricultural-sciences-teachers-postsecondary,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:agricultural-sciences-teachers-postsecondary:en:27db634c6a4f,repair_required,low_workflow_density,agricultural-sciences-teachers-postsecondary,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:agricultural-sciences-teachers-postsecondary:en:0c2bf5afdfaf,warning,low_reader_usefulness,agricultural-sciences-teachers-postsecondary,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:agricultural-sciences-teachers-postsecondary:en:619685f52d24,repair_required,locale_naturalness_issue,agricultural-sciences-teachers-postsecondary,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:agricultural-sciences-teachers-postsecondary:en:0118aedaefea,warning,conversion_unclear,agricultural-sciences-teachers-postsecondary,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:agricultural-workers:zh-CN:30f0d48eec11,repair_required,weak_occupation_specificity,agricultural-workers,zh-CN,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:agricultural-workers:zh-CN:27db634c6a4f,repair_required,low_workflow_density,agricultural-workers,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:agricultural-workers:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,agricultural-workers,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:agricultural-workers:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,agricultural-workers,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:agricultural-workers:zh-CN:0118aedaefea,warning,conversion_unclear,agricultural-workers,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:agricultural-workers:en:30f0d48eec11,repair_required,weak_occupation_specificity,agricultural-workers,en,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:agricultural-workers:en:27db634c6a4f,repair_required,low_workflow_density,agricultural-workers,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:agricultural-workers:en:0c2bf5afdfaf,warning,low_reader_usefulness,agricultural-workers,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:agricultural-workers:en:619685f52d24,repair_required,locale_naturalness_issue,agricultural-workers,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:agricultural-workers:en:0118aedaefea,warning,conversion_unclear,agricultural-workers,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:air-crew-members:zh-CN:27db634c6a4f,repair_required,low_workflow_density,air-crew-members,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:air-crew-members:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,air-crew-members,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:air-crew-members:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,air-crew-members,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:air-crew-members:zh-CN:0118aedaefea,warning,conversion_unclear,air-crew-members,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:air-crew-members:en:30f0d48eec11,repair_required,weak_occupation_specificity,air-crew-members,en,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:air-crew-members:en:27db634c6a4f,repair_required,low_workflow_density,air-crew-members,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:air-crew-members:en:0c2bf5afdfaf,warning,low_reader_usefulness,air-crew-members,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:air-crew-members:en:619685f52d24,repair_required,locale_naturalness_issue,air-crew-members,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:air-crew-members:en:0118aedaefea,warning,conversion_unclear,air-crew-members,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:air-crew-officers:zh-CN:27db634c6a4f,repair_required,low_workflow_density,air-crew-officers,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:air-crew-officers:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,air-crew-officers,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:air-crew-officers:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,air-crew-officers,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:air-crew-officers:zh-CN:0118aedaefea,warning,conversion_unclear,air-crew-officers,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:air-crew-officers:en:30f0d48eec11,repair_required,weak_occupation_specificity,air-crew-officers,en,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:air-crew-officers:en:27db634c6a4f,repair_required,low_workflow_density,air-crew-officers,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:air-crew-officers:en:0c2bf5afdfaf,warning,low_reader_usefulness,air-crew-officers,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:air-crew-officers:en:619685f52d24,repair_required,locale_naturalness_issue,air-crew-officers,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:air-crew-officers:en:0118aedaefea,warning,conversion_unclear,air-crew-officers,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:air-traffic-controllers:zh-CN:27db634c6a4f,repair_required,low_workflow_density,air-traffic-controllers,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:air-traffic-controllers:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,air-traffic-controllers,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:air-traffic-controllers:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,air-traffic-controllers,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:air-traffic-controllers:zh-CN:0118aedaefea,warning,conversion_unclear,air-traffic-controllers,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:air-traffic-controllers:en:30f0d48eec11,repair_required,weak_occupation_specificity,air-traffic-controllers,en,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:air-traffic-controllers:en:27db634c6a4f,repair_required,low_workflow_density,air-traffic-controllers,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:air-traffic-controllers:en:0c2bf5afdfaf,warning,low_reader_usefulness,air-traffic-controllers,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:air-traffic-controllers:en:619685f52d24,repair_required,locale_naturalness_issue,air-traffic-controllers,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:air-traffic-controllers:en:0118aedaefea,warning,conversion_unclear,air-traffic-controllers,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
locale_naturalness_issue:aircraft-and-avionics-equipment-mechanics-and-technicians:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,aircraft-and-avionics-equipment-mechanics-and-technicians,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:aircraft-and-avionics-equipment-mechanics-and-technicians:zh-CN:0118aedaefea,warning,conversion_unclear,aircraft-and-avionics-equipment-mechanics-and-technicians,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
locale_naturalness_issue:aircraft-and-avionics-equipment-mechanics-and-technicians:en:619685f52d24,repair_required,locale_naturalness_issue,aircraft-and-avionics-equipment-mechanics-and-technicians,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:aircraft-and-avionics-equipment-mechanics-and-technicians:en:0118aedaefea,warning,conversion_unclear,aircraft-and-avionics-equipment-mechanics-and-technicians,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:aircraft-cargo-handling-supervisors:zh-CN:27db634c6a4f,repair_required,low_workflow_density,aircraft-cargo-handling-supervisors,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
locale_naturalness_issue:aircraft-cargo-handling-supervisors:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,aircraft-cargo-handling-supervisors,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:aircraft-cargo-handling-supervisors:zh-CN:0118aedaefea,warning,conversion_unclear,aircraft-cargo-handling-supervisors,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:aircraft-cargo-handling-supervisors:en:27db634c6a4f,repair_required,low_workflow_density,aircraft-cargo-handling-supervisors,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
locale_naturalness_issue:aircraft-cargo-handling-supervisors:en:619685f52d24,repair_required,locale_naturalness_issue,aircraft-cargo-handling-supervisors,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:aircraft-cargo-handling-supervisors:en:0118aedaefea,warning,conversion_unclear,aircraft-cargo-handling-supervisors,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:aircraft-launch-and-recovery-officers:zh-CN:27db634c6a4f,repair_required,low_workflow_density,aircraft-launch-and-recovery-officers,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
locale_naturalness_issue:aircraft-launch-and-recovery-officers:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,aircraft-launch-and-recovery-officers,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:aircraft-launch-and-recovery-officers:zh-CN:0118aedaefea,warning,conversion_unclear,aircraft-launch-and-recovery-officers,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:aircraft-launch-and-recovery-officers:en:27db634c6a4f,repair_required,low_workflow_density,aircraft-launch-and-recovery-officers,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
locale_naturalness_issue:aircraft-launch-and-recovery-officers:en:619685f52d24,repair_required,locale_naturalness_issue,aircraft-launch-and-recovery-officers,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:aircraft-launch-and-recovery-officers:en:0118aedaefea,warning,conversion_unclear,aircraft-launch-and-recovery-officers,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:aircraft-launch-and-recovery-specialists:zh-CN:27db634c6a4f,repair_required,low_workflow_density,aircraft-launch-and-recovery-specialists,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
locale_naturalness_issue:aircraft-launch-and-recovery-specialists:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,aircraft-launch-and-recovery-specialists,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:aircraft-launch-and-recovery-specialists:zh-CN:0118aedaefea,warning,conversion_unclear,aircraft-launch-and-recovery-specialists,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:aircraft-launch-and-recovery-specialists:en:27db634c6a4f,repair_required,low_workflow_density,aircraft-launch-and-recovery-specialists,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
locale_naturalness_issue:aircraft-launch-and-recovery-specialists:en:619685f52d24,repair_required,locale_naturalness_issue,aircraft-launch-and-recovery-specialists,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:aircraft-launch-and-recovery-specialists:en:0118aedaefea,warning,conversion_unclear,aircraft-launch-and-recovery-specialists,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:aircraft-mechanics-and-service-technicians:zh-CN:27db634c6a4f,repair_required,low_workflow_density,aircraft-mechanics-and-service-technicians,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
locale_naturalness_issue:aircraft-mechanics-and-service-technicians:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,aircraft-mechanics-and-service-technicians,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:aircraft-mechanics-and-service-technicians:zh-CN:0118aedaefea,warning,conversion_unclear,aircraft-mechanics-and-service-technicians,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:aircraft-mechanics-and-service-technicians:en:27db634c6a4f,repair_required,low_workflow_density,aircraft-mechanics-and-service-technicians,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
locale_naturalness_issue:aircraft-mechanics-and-service-technicians:en:619685f52d24,repair_required,locale_naturalness_issue,aircraft-mechanics-and-service-technicians,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:aircraft-mechanics-and-service-technicians:en:0118aedaefea,warning,conversion_unclear,aircraft-mechanics-and-service-technicians,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:aircraft-service-attendants:zh-CN:27db634c6a4f,repair_required,low_workflow_density,aircraft-service-attendants,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
locale_naturalness_issue:aircraft-service-attendants:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,aircraft-service-attendants,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:aircraft-service-attendants:zh-CN:0118aedaefea,warning,conversion_unclear,aircraft-service-attendants,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:aircraft-service-attendants:en:27db634c6a4f,repair_required,low_workflow_density,aircraft-service-attendants,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
locale_naturalness_issue:aircraft-service-attendants:en:619685f52d24,repair_required,locale_naturalness_issue,aircraft-service-attendants,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:aircraft-service-attendants:en:0118aedaefea,warning,conversion_unclear,aircraft-service-attendants,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
locale_naturalness_issue:aircraft-structure-surfaces-rigging-and-systems-assemblers:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,aircraft-structure-surfaces-rigging-and-systems-assemblers,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:aircraft-structure-surfaces-rigging-and-systems-assemblers:zh-CN:0118aedaefea,warning,conversion_unclear,aircraft-structure-surfaces-rigging-and-systems-assemblers,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
locale_naturalness_issue:aircraft-structure-surfaces-rigging-and-systems-assemblers:en:619685f52d24,repair_required,locale_naturalness_issue,aircraft-structure-surfaces-rigging-and-systems-assemblers,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:aircraft-structure-surfaces-rigging-and-systems-assemblers:en:0118aedaefea,warning,conversion_unclear,aircraft-structure-surfaces-rigging-and-systems-assemblers,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:airfield-operations-specialists:zh-CN:27db634c6a4f,repair_required,low_workflow_density,airfield-operations-specialists,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:airfield-operations-specialists:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,airfield-operations-specialists,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:airfield-operations-specialists:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,airfield-operations-specialists,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:airfield-operations-specialists:zh-CN:0118aedaefea,warning,conversion_unclear,airfield-operations-specialists,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:airfield-operations-specialists:en:30f0d48eec11,repair_required,weak_occupation_specificity,airfield-operations-specialists,en,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:airfield-operations-specialists:en:27db634c6a4f,repair_required,low_workflow_density,airfield-operations-specialists,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:airfield-operations-specialists:en:0c2bf5afdfaf,warning,low_reader_usefulness,airfield-operations-specialists,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:airfield-operations-specialists:en:619685f52d24,repair_required,locale_naturalness_issue,airfield-operations-specialists,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:airfield-operations-specialists:en:0118aedaefea,warning,conversion_unclear,airfield-operations-specialists,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:airline-and-commercial-pilots:zh-CN:27db634c6a4f,repair_required,low_workflow_density,airline-and-commercial-pilots,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:airline-and-commercial-pilots:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,airline-and-commercial-pilots,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:airline-and-commercial-pilots:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,airline-and-commercial-pilots,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:airline-and-commercial-pilots:zh-CN:0118aedaefea,warning,conversion_unclear,airline-and-commercial-pilots,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:airline-and-commercial-pilots:en:27db634c6a4f,repair_required,low_workflow_density,airline-and-commercial-pilots,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:airline-and-commercial-pilots:en:0c2bf5afdfaf,warning,low_reader_usefulness,airline-and-commercial-pilots,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:airline-and-commercial-pilots:en:619685f52d24,repair_required,locale_naturalness_issue,airline-and-commercial-pilots,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:airline-and-commercial-pilots:en:0118aedaefea,warning,conversion_unclear,airline-and-commercial-pilots,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:airline-pilots-copilots-and-flight-engineers:zh-CN:27db634c6a4f,repair_required,low_workflow_density,airline-pilots-copilots-and-flight-engineers,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:airline-pilots-copilots-and-flight-engineers:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,airline-pilots-copilots-and-flight-engineers,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:airline-pilots-copilots-and-flight-engineers:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,airline-pilots-copilots-and-flight-engineers,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:airline-pilots-copilots-and-flight-engineers:zh-CN:0118aedaefea,warning,conversion_unclear,airline-pilots-copilots-and-flight-engineers,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:airline-pilots-copilots-and-flight-engineers:en:27db634c6a4f,repair_required,low_workflow_density,airline-pilots-copilots-and-flight-engineers,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:airline-pilots-copilots-and-flight-engineers:en:0c2bf5afdfaf,warning,low_reader_usefulness,airline-pilots-copilots-and-flight-engineers,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:airline-pilots-copilots-and-flight-engineers:en:619685f52d24,repair_required,locale_naturalness_issue,airline-pilots-copilots-and-flight-engineers,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:airline-pilots-copilots-and-flight-engineers:en:0118aedaefea,warning,conversion_unclear,airline-pilots-copilots-and-flight-engineers,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:allergists-and-immunologists:zh-CN:27db634c6a4f,repair_required,low_workflow_density,allergists-and-immunologists,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:allergists-and-immunologists:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,allergists-and-immunologists,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:allergists-and-immunologists:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,allergists-and-immunologists,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:allergists-and-immunologists:zh-CN:0118aedaefea,warning,conversion_unclear,allergists-and-immunologists,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:allergists-and-immunologists:en:30f0d48eec11,repair_required,weak_occupation_specificity,allergists-and-immunologists,en,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:allergists-and-immunologists:en:27db634c6a4f,repair_required,low_workflow_density,allergists-and-immunologists,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:allergists-and-immunologists:en:0c2bf5afdfaf,warning,low_reader_usefulness,allergists-and-immunologists,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:allergists-and-immunologists:en:619685f52d24,repair_required,locale_naturalness_issue,allergists-and-immunologists,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:allergists-and-immunologists:en:0118aedaefea,warning,conversion_unclear,allergists-and-immunologists,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:ambulance-drivers-and-attendants-except-emergency-medical-technicians:zh-CN:27db634c6a4f,repair_required,low_workflow_density,ambulance-drivers-and-attendants-except-emergency-medical-technicians,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
