slug,locale,finding_count,findings,status
computer-systems-engineers-architects,en,1,en_contains_chinese,repair_required
computer-automated-teller-and-office-machine-repairers,zh-CN,1,zh_contains_long_english_prose,repair_required
computer-automated-teller-and-office-machine-repairers,en,1,en_contains_chinese,repair_required
concierges,zh-CN,1,zh_contains_long_english_prose,repair_required
concierges,en,1,en_contains_chinese,repair_required
conservation-scientists,zh-CN,1,zh_contains_long_english_prose,repair_required
conservation-scientists,en,1,en_contains_chinese,repair_required
construction-and-building-inspectors,zh-CN,1,zh_contains_long_english_prose,repair_required
construction-and-building-inspectors,en,1,en_contains_chinese,repair_required
construction-equipment-operators,zh-CN,1,zh_contains_long_english_prose,repair_required
construction-equipment-operators,en,1,en_contains_chinese,repair_required
construction-laborers,zh-CN,1,zh_contains_long_english_prose,repair_required
construction-laborers,en,1,en_contains_chinese,repair_required
construction-laborers-and-helpers,zh-CN,1,zh_contains_long_english_prose,repair_required
construction-laborers-and-helpers,en,1,en_contains_chinese,repair_required
construction-managers,zh-CN,1,zh_contains_long_english_prose,repair_required
construction-managers,en,1,en_contains_chinese,repair_required
continuous-mining-machine-operators,zh-CN,1,zh_contains_long_english_prose,repair_required
continuous-mining-machine-operators,en,1,en_contains_chinese,repair_required
control-and-valve-installers-and-repairers-except-mechanical-door,zh-CN,1,zh_contains_long_english_prose,repair_required
control-and-valve-installers-and-repairers-except-mechanical-door,en,1,en_contains_chinese,repair_required
conveyor-operators-and-tenders,zh-CN,1,zh_contains_long_english_prose,repair_required
conveyor-operators-and-tenders,en,1,en_contains_chinese,repair_required
cooks,zh-CN,1,zh_contains_long_english_prose,repair_required
cooks,en,1,en_contains_chinese,repair_required
cooks-fast-food,zh-CN,1,zh_contains_long_english_prose,repair_required
cooks-fast-food,en,1,en_contains_chinese,repair_required
cooks-institution-and-cafeteria,zh-CN,1,zh_contains_long_english_prose,repair_required
cooks-institution-and-cafeteria,en,1,en_contains_chinese,repair_required
cooks-private-household,zh-CN,1,zh_contains_long_english_prose,repair_required
cooks-private-household,en,1,en_contains_chinese,repair_required
cooks-restaurant,zh-CN,1,zh_contains_long_english_prose,repair_required
cooks-restaurant,en,1,en_contains_chinese,repair_required
cooks-short-order,zh-CN,1,zh_contains_long_english_prose,repair_required
cooks-short-order,en,1,en_contains_chinese,repair_required
cooling-and-freezing-equipment-operators-and-tenders,zh-CN,1,zh_contains_long_english_prose,repair_required
cooling-and-freezing-equipment-operators-and-tenders,en,1,en_contains_chinese,repair_required
coroners,zh-CN,1,zh_contains_long_english_prose,repair_required
coroners,en,1,en_contains_chinese,repair_required
correctional-officers,zh-CN,1,zh_contains_long_english_prose,repair_required
correctional-officers,en,1,en_contains_chinese,repair_required
correspondence-clerks,zh-CN,1,zh_contains_long_english_prose,repair_required
correspondence-clerks,en,1,en_contains_chinese,repair_required
cost-estimators,zh-CN,1,zh_contains_long_english_prose,repair_required
cost-estimators,en,1,en_contains_chinese,repair_required
costume-attendants,zh-CN,1,zh_contains_long_english_prose,repair_required
costume-attendants,en,1,en_contains_chinese,repair_required
counter-and-rental-clerks,zh-CN,1,zh_contains_long_english_prose,repair_required
counter-and-rental-clerks,en,1,en_contains_chinese,repair_required
couriers-and-messengers,zh-CN,1,zh_contains_long_english_prose,repair_required
couriers-and-messengers,en,1,en_contains_chinese,repair_required
court-reporters,zh-CN,1,zh_contains_long_english_prose,repair_required
court-reporters,en,1,en_contains_chinese,repair_required
court-municipal-and-license-clerks,zh-CN,1,zh_contains_long_english_prose,repair_required
court-municipal-and-license-clerks,en,1,en_contains_chinese,repair_required
craft-and-fine-artists,zh-CN,1,zh_contains_long_english_prose,repair_required
craft-and-fine-artists,en,1,en_contains_chinese,repair_required
craft-artists,zh-CN,1,zh_contains_long_english_prose,repair_required
craft-artists,en,1,en_contains_chinese,repair_required
crane-and-tower-operators,zh-CN,1,zh_contains_long_english_prose,repair_required
crane-and-tower-operators,en,1,en_contains_chinese,repair_required
credit-analysts,zh-CN,1,zh_contains_long_english_prose,repair_required
credit-analysts,en,1,en_contains_chinese,repair_required
credit-authorizers-checkers-and-clerks,zh-CN,1,zh_contains_long_english_prose,repair_required
credit-authorizers-checkers-and-clerks,en,1,en_contains_chinese,repair_required
credit-counselors,zh-CN,1,zh_contains_long_english_prose,repair_required
credit-counselors,en,1,en_contains_chinese,repair_required
crematory-operators,zh-CN,1,zh_contains_long_english_prose,repair_required
crematory-operators,en,1,en_contains_chinese,repair_required
criminal-justice-and-law-enforcement-teachers-postsecondary,zh-CN,1,zh_contains_long_english_prose,repair_required
criminal-justice-and-law-enforcement-teachers-postsecondary,en,1,en_contains_chinese,repair_required
critical-care-nurses,zh-CN,1,zh_contains_long_english_prose,repair_required
critical-care-nurses,en,1,en_contains_chinese,repair_required
crossing-guards-and-flaggers,zh-CN,1,zh_contains_long_english_prose,repair_required
crossing-guards-and-flaggers,en,1,en_contains_chinese,repair_required
crushing-grinding-and-polishing-machine-setters-operators-and-tenders,zh-CN,1,zh_contains_long_english_prose,repair_required
crushing-grinding-and-polishing-machine-setters-operators-and-tenders,en,1,en_contains_chinese,repair_required
curators,zh-CN,1,zh_contains_long_english_prose,repair_required
curators,en,1,en_contains_chinese,repair_required
customer-service-representatives,zh-CN,1,zh_contains_long_english_prose,repair_required
customer-service-representatives,en,1,en_contains_chinese,repair_required
customs-and-border-protection-officers,zh-CN,1,zh_contains_long_english_prose,repair_required
customs-and-border-protection-officers,en,1,en_contains_chinese,repair_required
customs-brokers,zh-CN,1,zh_contains_long_english_prose,repair_required
customs-brokers,en,1,en_contains_chinese,repair_required
cutters-and-trimmers-hand,zh-CN,1,zh_contains_long_english_prose,repair_required
cutters-and-trimmers-hand,en,1,en_contains_chinese,repair_required
cutting-and-slicing-machine-setters-operators-and-tenders,zh-CN,1,zh_contains_long_english_prose,repair_required
cutting-and-slicing-machine-setters-operators-and-tenders,en,1,en_contains_chinese,repair_required
cutting-punching-and-press-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,1,zh_contains_long_english_prose,repair_required
cutting-punching-and-press-machine-setters-operators-and-tenders-metal-and-plastic,en,1,en_contains_chinese,repair_required
cytogenetic-technologists,zh-CN,1,zh_contains_long_english_prose,repair_required
cytogenetic-technologists,en,1,en_contains_chinese,repair_required
cytotechnologists,zh-CN,1,zh_contains_long_english_prose,repair_required
cytotechnologists,en,1,en_contains_chinese,repair_required
dancers,zh-CN,1,zh_contains_long_english_prose,repair_required
dancers,en,1,en_contains_chinese,repair_required
dancers-and-choreographers,zh-CN,1,zh_contains_long_english_prose,repair_required
dancers-and-choreographers,en,1,en_contains_chinese,repair_required
data-entry-keyers,zh-CN,1,zh_contains_long_english_prose,repair_required
data-entry-keyers,en,1,en_contains_chinese,repair_required
data-scientists,zh-CN,1,zh_contains_long_english_prose,repair_required
data-scientists,en,1,en_contains_chinese,repair_required
data-warehousing-specialists,zh-CN,1,zh_contains_long_english_prose,repair_required
data-warehousing-specialists,en,1,en_contains_chinese,repair_required
database-administrators,zh-CN,1,zh_contains_long_english_prose,repair_required
database-administrators,en,1,en_contains_chinese,repair_required
database-architects,zh-CN,1,zh_contains_long_english_prose,repair_required
database-architects,en,1,en_contains_chinese,repair_required
delivery-truck-drivers-and-driver-sales-workers,zh-CN,1,zh_contains_long_english_prose,repair_required
delivery-truck-drivers-and-driver-sales-workers,en,1,en_contains_chinese,repair_required
demonstrators-and-product-promoters,zh-CN,1,zh_contains_long_english_prose,repair_required
demonstrators-and-product-promoters,en,1,en_contains_chinese,repair_required
dental-and-ophthalmic-laboratory-technicians-and-medical-appliance-technicians,zh-CN,1,zh_contains_long_english_prose,repair_required
dental-and-ophthalmic-laboratory-technicians-and-medical-appliance-technicians,en,1,en_contains_chinese,repair_required
dental-assistants,zh-CN,1,zh_contains_long_english_prose,repair_required
dental-assistants,en,1,en_contains_chinese,repair_required
dental-hygienists,zh-CN,1,zh_contains_long_english_prose,repair_required
dental-hygienists,en,1,en_contains_chinese,repair_required
dental-laboratory-technicians,zh-CN,1,zh_contains_long_english_prose,repair_required
dental-laboratory-technicians,en,1,en_contains_chinese,repair_required
dentists,zh-CN,1,zh_contains_long_english_prose,repair_required
dentists,en,1,en_contains_chinese,repair_required
dentists-all-other-specialists,zh-CN,1,zh_contains_long_english_prose,repair_required
dentists-all-other-specialists,en,1,en_contains_chinese,repair_required
dentists-general,zh-CN,1,zh_contains_long_english_prose,repair_required
dentists-general,en,1,en_contains_chinese,repair_required
dermatologists,zh-CN,1,zh_contains_long_english_prose,repair_required
dermatologists,en,1,en_contains_chinese,repair_required
derrick-operators-oil-and-gas,zh-CN,1,zh_contains_long_english_prose,repair_required
derrick-operators-oil-and-gas,en,1,en_contains_chinese,repair_required
desktop-publishers,zh-CN,1,zh_contains_long_english_prose,repair_required
desktop-publishers,en,1,en_contains_chinese,repair_required
detectives-and-criminal-investigators,zh-CN,1,zh_contains_long_english_prose,repair_required
detectives-and-criminal-investigators,en,1,en_contains_chinese,repair_required
diagnostic-medical-sonographers,zh-CN,1,zh_contains_long_english_prose,repair_required
diagnostic-medical-sonographers,en,1,en_contains_chinese,repair_required
diesel-service-technicians-and-mechanics,zh-CN,1,zh_contains_long_english_prose,repair_required
diesel-service-technicians-and-mechanics,en,1,en_contains_chinese,repair_required
dietetic-technicians,zh-CN,1,zh_contains_long_english_prose,repair_required
dietetic-technicians,en,1,en_contains_chinese,repair_required
dietitians-and-nutritionists,zh-CN,1,zh_contains_long_english_prose,repair_required
dietitians-and-nutritionists,en,1,en_contains_chinese,repair_required
dining-room-and-cafeteria-attendants-and-bartender-helpers,zh-CN,1,zh_contains_long_english_prose,repair_required
dining-room-and-cafeteria-attendants-and-bartender-helpers,en,1,en_contains_chinese,repair_required
directors-religious-activities-and-education,zh-CN,1,zh_contains_long_english_prose,repair_required
directors-religious-activities-and-education,en,1,en_contains_chinese,repair_required
disc-jockeys-except-radio,zh-CN,1,zh_contains_long_english_prose,repair_required
disc-jockeys-except-radio,en,1,en_contains_chinese,repair_required
dishwashers,zh-CN,1,zh_contains_long_english_prose,repair_required
dishwashers,en,1,en_contains_chinese,repair_required
dispatchers-except-police-fire-and-ambulance,zh-CN,1,zh_contains_long_english_prose,repair_required
dispatchers-except-police-fire-and-ambulance,en,1,en_contains_chinese,repair_required
document-management-specialists,zh-CN,1,zh_contains_long_english_prose,repair_required
document-management-specialists,en,1,en_contains_chinese,repair_required
door-to-door-sales-workers-news-and-street-vendors-and-related-workers,zh-CN,1,zh_contains_long_english_prose,repair_required
door-to-door-sales-workers-news-and-street-vendors-and-related-workers,en,1,en_contains_chinese,repair_required
drafters,zh-CN,1,zh_contains_long_english_prose,repair_required
drafters,en,1,en_contains_chinese,repair_required
dredge-operators,zh-CN,1,zh_contains_long_english_prose,repair_required
dredge-operators,en,1,en_contains_chinese,repair_required
drilling-and-boring-machine-tool-setters-operators-and-tenders-metal-and-plastic,zh-CN,1,zh_contains_long_english_prose,repair_required
drilling-and-boring-machine-tool-setters-operators-and-tenders-metal-and-plastic,en,1,en_contains_chinese,repair_required
driver-sales-workers,zh-CN,1,zh_contains_long_english_prose,repair_required
driver-sales-workers,en,1,en_contains_chinese,repair_required
drywall-and-ceiling-tile-installers,zh-CN,1,zh_contains_long_english_prose,repair_required
drywall-and-ceiling-tile-installers,en,1,en_contains_chinese,repair_required
drywall-and-ceiling-tile-installers-and-tapers,zh-CN,1,zh_contains_long_english_prose,repair_required
drywall-and-ceiling-tile-installers-and-tapers,en,1,en_contains_chinese,repair_required
earth-drillers-except-oil-and-gas,zh-CN,1,zh_contains_long_english_prose,repair_required
earth-drillers-except-oil-and-gas,en,1,en_contains_chinese,repair_required
economics-teachers-postsecondary,zh-CN,1,zh_contains_long_english_prose,repair_required
economics-teachers-postsecondary,en,1,en_contains_chinese,repair_required
economists,zh-CN,1,zh_contains_long_english_prose,repair_required
economists,en,1,en_contains_chinese,repair_required
editors,zh-CN,1,zh_contains_long_english_prose,repair_required
editors,en,1,en_contains_chinese,repair_required
education-administrators-kindergarten-through-secondary,zh-CN,1,zh_contains_long_english_prose,repair_required
education-administrators-kindergarten-through-secondary,en,1,en_contains_chinese,repair_required
education-administrators-postsecondary,zh-CN,1,zh_contains_long_english_prose,repair_required
education-administrators-postsecondary,en,1,en_contains_chinese,repair_required
education-and-childcare-administrators-preschool-and-daycare,zh-CN,1,zh_contains_long_english_prose,repair_required
education-and-childcare-administrators-preschool-and-daycare,en,1,en_contains_chinese,repair_required
education-teachers-postsecondary,zh-CN,1,zh_contains_long_english_prose,repair_required
education-teachers-postsecondary,en,1,en_contains_chinese,repair_required
educational-guidance-and-career-counselors-and-advisors,zh-CN,1,zh_contains_long_english_prose,repair_required
educational-guidance-and-career-counselors-and-advisors,en,1,en_contains_chinese,repair_required
electric-motor-power-tool-and-related-repairers,zh-CN,1,zh_contains_long_english_prose,repair_required
electric-motor-power-tool-and-related-repairers,en,1,en_contains_chinese,repair_required
electrical-and-electronics-engineering-technicians,zh-CN,1,zh_contains_long_english_prose,repair_required
electrical-and-electronics-engineering-technicians,en,1,en_contains_chinese,repair_required
electrical-and-electronic-equipment-assemblers,zh-CN,1,zh_contains_long_english_prose,repair_required
electrical-and-electronic-equipment-assemblers,en,1,en_contains_chinese,repair_required
electrical-and-electronics-drafters,zh-CN,1,zh_contains_long_english_prose,repair_required
electrical-and-electronics-drafters,en,1,en_contains_chinese,repair_required
electrical-and-electronics-engineers,zh-CN,1,zh_contains_long_english_prose,repair_required
electrical-and-electronics-engineers,en,1,en_contains_chinese,repair_required
electrical-and-electronics-installers-and-repairers,zh-CN,1,zh_contains_long_english_prose,repair_required
electrical-and-electronics-installers-and-repairers,en,1,en_contains_chinese,repair_required
electrical-and-electronics-installers-and-repairers-transportation-equipment,zh-CN,1,zh_contains_long_english_prose,repair_required
electrical-and-electronics-installers-and-repairers-transportation-equipment,en,1,en_contains_chinese,repair_required
electrical-and-electronics-repairers-commercial-and-industrial-equipment,zh-CN,1,zh_contains_long_english_prose,repair_required
electrical-and-electronics-repairers-commercial-and-industrial-equipment,en,1,en_contains_chinese,repair_required
electrical-and-electronics-repairers-powerhouse-substation-and-relay,zh-CN,1,zh_contains_long_english_prose,repair_required
electrical-and-electronics-repairers-powerhouse-substation-and-relay,en,1,en_contains_chinese,repair_required
electrical-engineers,zh-CN,1,zh_contains_long_english_prose,repair_required
electrical-engineers,en,1,en_contains_chinese,repair_required
line-installers-and-repairers,zh-CN,1,zh_contains_long_english_prose,repair_required
line-installers-and-repairers,en,1,en_contains_chinese,repair_required
electricians,zh-CN,1,zh_contains_long_english_prose,repair_required
electricians,en,1,en_contains_chinese,repair_required
electro-mechanical-technicians,zh-CN,1,zh_contains_long_english_prose,repair_required
electro-mechanical-technicians,en,1,en_contains_chinese,repair_required
electromechanical-equipment-assemblers,zh-CN,1,zh_contains_long_english_prose,repair_required
electromechanical-equipment-assemblers,en,1,en_contains_chinese,repair_required
electronic-equipment-installers-and-repairers-motor-vehicles,zh-CN,1,zh_contains_long_english_prose,repair_required
electronic-equipment-installers-and-repairers-motor-vehicles,en,1,en_contains_chinese,repair_required
electronics-engineers-except-computer,zh-CN,1,zh_contains_long_english_prose,repair_required
electronics-engineers-except-computer,en,1,en_contains_chinese,repair_required
elementary-school-teachers-except-special-education,zh-CN,1,zh_contains_long_english_prose,repair_required
elementary-school-teachers-except-special-education,en,1,en_contains_chinese,repair_required
elementary-middle-and-high-school-principals,zh-CN,1,zh_contains_long_english_prose,repair_required
elementary-middle-and-high-school-principals,en,1,en_contains_chinese,repair_required
elevator-installers-and-repairers,zh-CN,1,zh_contains_long_english_prose,repair_required
elevator-installers-and-repairers,en,1,en_contains_chinese,repair_required
eligibility-interviewers-government-programs,zh-CN,1,zh_contains_long_english_prose,repair_required
eligibility-interviewers-government-programs,en,1,en_contains_chinese,repair_required
embalmers,zh-CN,1,zh_contains_long_english_prose,repair_required
embalmers,en,1,en_contains_chinese,repair_required
emergency-management-directors,zh-CN,1,zh_contains_long_english_prose,repair_required
emergency-management-directors,en,1,en_contains_chinese,repair_required
emergency-medical-technicians,zh-CN,1,zh_contains_long_english_prose,repair_required
emergency-medical-technicians,en,1,en_contains_chinese,repair_required
emergency-medicine-physicians,zh-CN,1,zh_contains_long_english_prose,repair_required
emergency-medicine-physicians,en,1,en_contains_chinese,repair_required
emts-and-paramedics,zh-CN,1,zh_contains_long_english_prose,repair_required
emts-and-paramedics,en,1,en_contains_chinese,repair_required
endoscopy-technicians,zh-CN,1,zh_contains_long_english_prose,repair_required
endoscopy-technicians,en,1,en_contains_chinese,repair_required
energy-auditors,zh-CN,1,zh_contains_long_english_prose,repair_required
energy-auditors,en,1,en_contains_chinese,repair_required
energy-engineers-except-wind-and-solar,zh-CN,1,zh_contains_long_english_prose,repair_required
energy-engineers-except-wind-and-solar,en,1,en_contains_chinese,repair_required
engine-and-other-machine-assemblers,zh-CN,1,zh_contains_long_english_prose,repair_required
engine-and-other-machine-assemblers,en,1,en_contains_chinese,repair_required
engineering-teachers-postsecondary,zh-CN,1,zh_contains_long_english_prose,repair_required
engineering-teachers-postsecondary,en,1,en_contains_chinese,repair_required
english-language-and-literature-teachers-postsecondary,zh-CN,1,zh_contains_long_english_prose,repair_required
english-language-and-literature-teachers-postsecondary,en,1,en_contains_chinese,repair_required
entertainment-and-recreation-managers,zh-CN,1,zh_contains_long_english_prose,repair_required
entertainment-and-recreation-managers,en,1,en_contains_chinese,repair_required
entertainment-and-recreation-managers-except-gambling,zh-CN,1,zh_contains_long_english_prose,repair_required
entertainment-and-recreation-managers-except-gambling,en,1,en_contains_chinese,repair_required
environmental-compliance-inspectors,zh-CN,1,zh_contains_long_english_prose,repair_required
environmental-compliance-inspectors,en,1,en_contains_chinese,repair_required
environmental-economists,zh-CN,1,zh_contains_long_english_prose,repair_required
environmental-economists,en,1,en_contains_chinese,repair_required
environmental-engineering-technicians,zh-CN,1,zh_contains_long_english_prose,repair_required
environmental-engineering-technicians,en,1,en_contains_chinese,repair_required
environmental-engineers,zh-CN,1,zh_contains_long_english_prose,repair_required
environmental-engineers,en,1,en_contains_chinese,repair_required
environmental-restoration-planners,zh-CN,1,zh_contains_long_english_prose,repair_required
environmental-restoration-planners,en,1,en_contains_chinese,repair_required
environmental-science-and-protection-technicians,zh-CN,1,zh_contains_long_english_prose,repair_required
environmental-science-and-protection-technicians,en,1,en_contains_chinese,repair_required
environmental-science-and-protection-technicians-including-health,zh-CN,1,zh_contains_long_english_prose,repair_required
environmental-science-and-protection-technicians-including-health,en,1,en_contains_chinese,repair_required
environmental-science-teachers-postsecondary,zh-CN,1,zh_contains_long_english_prose,repair_required
environmental-science-teachers-postsecondary,en,1,en_contains_chinese,repair_required
environmental-scientists-and-specialists,zh-CN,1,zh_contains_long_english_prose,repair_required
environmental-scientists-and-specialists,en,1,en_contains_chinese,repair_required
environmental-scientists-and-specialists-including-health,zh-CN,1,zh_contains_long_english_prose,repair_required
environmental-scientists-and-specialists-including-health,en,1,en_contains_chinese,repair_required
epidemiologists,zh-CN,1,zh_contains_long_english_prose,repair_required
epidemiologists,en,1,en_contains_chinese,repair_required
equal-opportunity-representatives-and-officers,zh-CN,1,zh_contains_long_english_prose,repair_required
equal-opportunity-representatives-and-officers,en,1,en_contains_chinese,repair_required
etchers-and-engravers,zh-CN,1,zh_contains_long_english_prose,repair_required
etchers-and-engravers,en,1,en_contains_chinese,repair_required
excavating-and-loading-machine-and-dragline-operators-surface-mining,zh-CN,1,zh_contains_long_english_prose,repair_required
excavating-and-loading-machine-and-dragline-operators-surface-mining,en,1,en_contains_chinese,repair_required
executive-secretaries-and-executive-administrative-assistants,zh-CN,1,zh_contains_long_english_prose,repair_required
executive-secretaries-and-executive-administrative-assistants,en,1,en_contains_chinese,repair_required
exercise-physiologists,zh-CN,1,zh_contains_long_english_prose,repair_required
exercise-physiologists,en,1,en_contains_chinese,repair_required
exercise-trainers-and-group-fitness-instructors,zh-CN,1,zh_contains_long_english_prose,repair_required
exercise-trainers-and-group-fitness-instructors,en,1,en_contains_chinese,repair_required
explosives-workers-ordnance-handling-experts-and-blasters,zh-CN,1,zh_contains_long_english_prose,repair_required
explosives-workers-ordnance-handling-experts-and-blasters,en,1,en_contains_chinese,repair_required
extruding-and-drawing-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,1,zh_contains_long_english_prose,repair_required
extruding-and-drawing-machine-setters-operators-and-tenders-metal-and-plastic,en,1,en_contains_chinese,repair_required
extruding-and-forming-machine-setters-operators-and-tenders-synthetic-and-glass-fibers,zh-CN,1,zh_contains_long_english_prose,repair_required
extruding-and-forming-machine-setters-operators-and-tenders-synthetic-and-glass-fibers,en,1,en_contains_chinese,repair_required
extruding-forming-pressing-and-compacting-machine-setters-operators-and-tenders,zh-CN,1,zh_contains_long_english_prose,repair_required
extruding-forming-pressing-and-compacting-machine-setters-operators-and-tenders,en,1,en_contains_chinese,repair_required
fabric-and-apparel-patternmakers,zh-CN,1,zh_contains_long_english_prose,repair_required
fabric-and-apparel-patternmakers,en,1,en_contains_chinese,repair_required
facilities-managers,zh-CN,1,zh_contains_long_english_prose,repair_required
facilities-managers,en,1,en_contains_chinese,repair_required
fallers,zh-CN,1,zh_contains_long_english_prose,repair_required
fallers,en,1,en_contains_chinese,repair_required
family-and-consumer-sciences-teachers-postsecondary,zh-CN,1,zh_contains_long_english_prose,repair_required
family-and-consumer-sciences-teachers-postsecondary,en,1,en_contains_chinese,repair_required
family-medicine-physicians,zh-CN,1,zh_contains_long_english_prose,repair_required
family-medicine-physicians,en,1,en_contains_chinese,repair_required
farm-and-home-management-educators,zh-CN,1,zh_contains_long_english_prose,repair_required
farm-and-home-management-educators,en,1,en_contains_chinese,repair_required
farm-equipment-mechanics-and-service-technicians,zh-CN,1,zh_contains_long_english_prose,repair_required
farm-equipment-mechanics-and-service-technicians,en,1,en_contains_chinese,repair_required
farm-labor-contractors,zh-CN,1,zh_contains_long_english_prose,repair_required
farm-labor-contractors,en,1,en_contains_chinese,repair_required
farmers-ranchers-and-other-agricultural-managers,zh-CN,1,zh_contains_long_english_prose,repair_required
farmers-ranchers-and-other-agricultural-managers,en,1,en_contains_chinese,repair_required
farmworkers-and-laborers-crop-nursery-and-greenhouse,zh-CN,1,zh_contains_long_english_prose,repair_required
farmworkers-and-laborers-crop-nursery-and-greenhouse,en,1,en_contains_chinese,repair_required
farmworkers-farm-ranch-and-aquacultural-animals,zh-CN,1,zh_contains_long_english_prose,repair_required
farmworkers-farm-ranch-and-aquacultural-animals,en,1,en_contains_chinese,repair_required
fashion-designers,zh-CN,1,zh_contains_long_english_prose,repair_required
fashion-designers,en,1,en_contains_chinese,repair_required
fast-food-and-counter-workers,zh-CN,1,zh_contains_long_english_prose,repair_required
fast-food-and-counter-workers,en,1,en_contains_chinese,repair_required
fence-erectors,zh-CN,1,zh_contains_long_english_prose,repair_required
fence-erectors,en,1,en_contains_chinese,repair_required
fiberglass-laminators-and-fabricators,zh-CN,1,zh_contains_long_english_prose,repair_required
fiberglass-laminators-and-fabricators,en,1,en_contains_chinese,repair_required
file-clerks,zh-CN,1,zh_contains_long_english_prose,repair_required
file-clerks,en,1,en_contains_chinese,repair_required
film-and-video-editors,zh-CN,1,zh_contains_long_english_prose,repair_required
film-and-video-editors,en,1,en_contains_chinese,repair_required
film-and-video-editors-and-camera-operators,zh-CN,1,zh_contains_long_english_prose,repair_required
film-and-video-editors-and-camera-operators,en,1,en_contains_chinese,repair_required
financial-analysts,zh-CN,1,zh_contains_long_english_prose,repair_required
financial-analysts,en,1,en_contains_chinese,repair_required
financial-and-investment-analysts,zh-CN,1,zh_contains_long_english_prose,repair_required
financial-and-investment-analysts,en,1,en_contains_chinese,repair_required
financial-clerks,zh-CN,1,zh_contains_long_english_prose,repair_required
financial-clerks,en,1,en_contains_chinese,repair_required
financial-examiners,zh-CN,1,zh_contains_long_english_prose,repair_required
financial-examiners,en,1,en_contains_chinese,repair_required
financial-managers,zh-CN,1,zh_contains_long_english_prose,repair_required
financial-managers,en,1,en_contains_chinese,repair_required
financial-quantitative-analysts,zh-CN,1,zh_contains_long_english_prose,repair_required
financial-quantitative-analysts,en,1,en_contains_chinese,repair_required
financial-risk-specialists,zh-CN,1,zh_contains_long_english_prose,repair_required
financial-risk-specialists,en,1,en_contains_chinese,repair_required
fine-artists-including-painters-sculptors-and-illustrators,zh-CN,1,zh_contains_long_english_prose,repair_required
fine-artists-including-painters-sculptors-and-illustrators,en,1,en_contains_chinese,repair_required
fire-inspectors-and-investigators,zh-CN,1,zh_contains_long_english_prose,repair_required
fire-inspectors-and-investigators,en,1,en_contains_chinese,repair_required
fire-prevention-and-protection-engineers,zh-CN,1,zh_contains_long_english_prose,repair_required
fire-prevention-and-protection-engineers,en,1,en_contains_chinese,repair_required
firefighters,zh-CN,1,zh_contains_long_english_prose,repair_required
firefighters,en,1,en_contains_chinese,repair_required
first-line-supervisors-of-air-crew-members,zh-CN,1,zh_contains_long_english_prose,repair_required
first-line-supervisors-of-air-crew-members,en,1,en_contains_chinese,repair_required
first-line-supervisors-of-all-other-tactical-operations-specialists,zh-CN,1,zh_contains_long_english_prose,repair_required
first-line-supervisors-of-all-other-tactical-operations-specialists,en,1,en_contains_chinese,repair_required
first-line-supervisors-of-construction-trades-and-extraction-workers,zh-CN,1,zh_contains_long_english_prose,repair_required
first-line-supervisors-of-construction-trades-and-extraction-workers,en,1,en_contains_chinese,repair_required
first-line-supervisors-of-correctional-officers,zh-CN,1,zh_contains_long_english_prose,repair_required
first-line-supervisors-of-correctional-officers,en,1,en_contains_chinese,repair_required
first-line-supervisors-of-entertainment-and-recreation-workers-except-gambling-services,zh-CN,1,zh_contains_long_english_prose,repair_required
first-line-supervisors-of-entertainment-and-recreation-workers-except-gambling-services,en,1,en_contains_chinese,repair_required
first-line-supervisors-of-farming-fishing-and-forestry-workers,zh-CN,1,zh_contains_long_english_prose,repair_required
first-line-supervisors-of-farming-fishing-and-forestry-workers,en,1,en_contains_chinese,repair_required
first-line-supervisors-of-firefighting-and-prevention-workers,zh-CN,1,zh_contains_long_english_prose,repair_required
first-line-supervisors-of-firefighting-and-prevention-workers,en,1,en_contains_chinese,repair_required
first-line-supervisors-of-food-preparation-and-serving-workers,zh-CN,1,zh_contains_long_english_prose,repair_required
first-line-supervisors-of-food-preparation-and-serving-workers,en,1,en_contains_chinese,repair_required
first-line-supervisors-of-gambling-services-workers,zh-CN,1,zh_contains_long_english_prose,repair_required
first-line-supervisors-of-gambling-services-workers,en,1,en_contains_chinese,repair_required
first-line-supervisors-of-helpers-laborers-and-material-movers-hand,zh-CN,1,zh_contains_long_english_prose,repair_required
first-line-supervisors-of-helpers-laborers-and-material-movers-hand,en,1,en_contains_chinese,repair_required
first-line-supervisors-of-housekeeping-and-janitorial-workers,zh-CN,1,zh_contains_long_english_prose,repair_required
first-line-supervisors-of-housekeeping-and-janitorial-workers,en,1,en_contains_chinese,repair_required
first-line-supervisors-of-landscaping-lawn-service-and-groundskeeping-workers,zh-CN,1,zh_contains_long_english_prose,repair_required
first-line-supervisors-of-landscaping-lawn-service-and-groundskeeping-workers,en,1,en_contains_chinese,repair_required
first-line-supervisors-of-material-moving-machine-and-vehicle-operators,zh-CN,1,zh_contains_long_english_prose,repair_required
first-line-supervisors-of-material-moving-machine-and-vehicle-operators,en,1,en_contains_chinese,repair_required
first-line-supervisors-of-mechanics-installers-and-repairers,zh-CN,1,zh_contains_long_english_prose,repair_required
first-line-supervisors-of-mechanics-installers-and-repairers,en,1,en_contains_chinese,repair_required
first-line-supervisors-of-non-retail-sales-workers,zh-CN,1,zh_contains_long_english_prose,repair_required
