slug,locale,primary_query_intent,secondary_query_intents,candidate_quality_findings,release_recommendation,candidate_only,runtime_approved
correctional-officers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
correctional-officers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
correspondence-clerks,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
correspondence-clerks,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
cost-estimators,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
cost-estimators,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
costume-attendants,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
costume-attendants,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
counter-and-rental-clerks,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
counter-and-rental-clerks,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
couriers-and-messengers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
couriers-and-messengers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
court-reporters,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
court-reporters,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
court-municipal-and-license-clerks,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
court-municipal-and-license-clerks,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
craft-and-fine-artists,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
craft-and-fine-artists,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
craft-artists,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
craft-artists,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
crane-and-tower-operators,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
crane-and-tower-operators,en,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
credit-analysts,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
credit-analysts,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
credit-authorizers-checkers-and-clerks,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
credit-authorizers-checkers-and-clerks,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
credit-counselors,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
credit-counselors,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
crematory-operators,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
crematory-operators,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
criminal-justice-and-law-enforcement-teachers-postsecondary,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
criminal-justice-and-law-enforcement-teachers-postsecondary,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
critical-care-nurses,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
critical-care-nurses,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
crossing-guards-and-flaggers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
crossing-guards-and-flaggers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
crushing-grinding-and-polishing-machine-setters-operators-and-tenders,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
crushing-grinding-and-polishing-machine-setters-operators-and-tenders,en,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
curators,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
curators,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
customer-service-representatives,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
customer-service-representatives,en,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
customs-and-border-protection-officers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
customs-and-border-protection-officers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
customs-brokers,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
customs-brokers,en,what-is,,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
cutters-and-trimmers-hand,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
cutters-and-trimmers-hand,en,what-is,,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
cutting-and-slicing-machine-setters-operators-and-tenders,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
cutting-and-slicing-machine-setters-operators-and-tenders,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
cutting-punching-and-press-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
cutting-punching-and-press-machine-setters-operators-and-tenders-metal-and-plastic,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
cytogenetic-technologists,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
cytogenetic-technologists,en,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
cytotechnologists,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
cytotechnologists,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dancers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dancers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dancers-and-choreographers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dancers-and-choreographers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
data-entry-keyers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
data-entry-keyers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
data-scientists,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
data-scientists,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
data-warehousing-specialists,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
data-warehousing-specialists,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
database-administrators,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
database-administrators,en,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
database-architects,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
database-architects,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
delivery-truck-drivers-and-driver-sales-workers,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
delivery-truck-drivers-and-driver-sales-workers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
demonstrators-and-product-promoters,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
demonstrators-and-product-promoters,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dental-and-ophthalmic-laboratory-technicians-and-medical-appliance-technicians,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dental-and-ophthalmic-laboratory-technicians-and-medical-appliance-technicians,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dental-assistants,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dental-assistants,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dental-hygienists,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dental-hygienists,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dental-laboratory-technicians,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dental-laboratory-technicians,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dentists,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent,zh_title_or_candidate_contains_diagnostic_suffix|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dentists,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dentists-all-other-specialists,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dentists-all-other-specialists,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dentists-general,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dentists-general,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dermatologists,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dermatologists,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
derrick-operators-oil-and-gas,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
derrick-operators-oil-and-gas,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
desktop-publishers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
desktop-publishers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
detectives-and-criminal-investigators,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
detectives-and-criminal-investigators,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
diagnostic-medical-sonographers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
diagnostic-medical-sonographers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
diesel-service-technicians-and-mechanics,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
diesel-service-technicians-and-mechanics,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dietetic-technicians,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dietetic-technicians,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dietitians-and-nutritionists,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dietitians-and-nutritionists,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dining-room-and-cafeteria-attendants-and-bartender-helpers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dining-room-and-cafeteria-attendants-and-bartender-helpers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
directors-religious-activities-and-education,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
directors-religious-activities-and-education,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
disc-jockeys-except-radio,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
disc-jockeys-except-radio,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dishwashers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dishwashers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dispatchers-except-police-fire-and-ambulance,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dispatchers-except-police-fire-and-ambulance,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
document-management-specialists,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
document-management-specialists,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
door-to-door-sales-workers-news-and-street-vendors-and-related-workers,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
door-to-door-sales-workers-news-and-street-vendors-and-related-workers,en,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
drafters,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
drafters,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dredge-operators,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
dredge-operators,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
drilling-and-boring-machine-tool-setters-operators-and-tenders-metal-and-plastic,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
drilling-and-boring-machine-tool-setters-operators-and-tenders-metal-and-plastic,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
driver-sales-workers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
driver-sales-workers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
drywall-and-ceiling-tile-installers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
drywall-and-ceiling-tile-installers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
drywall-and-ceiling-tile-installers-and-tapers,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
drywall-and-ceiling-tile-installers-and-tapers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
earth-drillers-except-oil-and-gas,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
earth-drillers-except-oil-and-gas,en,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
economics-teachers-postsecondary,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
economics-teachers-postsecondary,en,what-is,,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
economists,zh-CN,what-is,salary|career-path|AI-impact|fit|adjacent,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
economists,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
editors,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
editors,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
education-administrators-kindergarten-through-secondary,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
education-administrators-kindergarten-through-secondary,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
education-administrators-postsecondary,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
education-administrators-postsecondary,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
education-and-childcare-administrators-preschool-and-daycare,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
education-and-childcare-administrators-preschool-and-daycare,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
education-teachers-postsecondary,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
education-teachers-postsecondary,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
educational-guidance-and-career-counselors-and-advisors,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
educational-guidance-and-career-counselors-and-advisors,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
electric-motor-power-tool-and-related-repairers,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
electric-motor-power-tool-and-related-repairers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
electrical-and-electronics-engineering-technicians,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
electrical-and-electronics-engineering-technicians,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
electrical-and-electronic-equipment-assemblers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
electrical-and-electronic-equipment-assemblers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
electrical-and-electronics-drafters,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
electrical-and-electronics-drafters,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
electrical-and-electronics-engineers,zh-CN,what-is,salary|career-path|AI-impact|fit|adjacent,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
electrical-and-electronics-engineers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
electrical-and-electronics-installers-and-repairers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
electrical-and-electronics-installers-and-repairers,en,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
electrical-and-electronics-installers-and-repairers-transportation-equipment,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
electrical-and-electronics-installers-and-repairers-transportation-equipment,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
electrical-and-electronics-repairers-commercial-and-industrial-equipment,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
electrical-and-electronics-repairers-commercial-and-industrial-equipment,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
electrical-and-electronics-repairers-powerhouse-substation-and-relay,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
electrical-and-electronics-repairers-powerhouse-substation-and-relay,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
electrical-engineers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
