identity,locale,surface,url,canonical,authority_source,publication_state,index_eligibility,sitemap_eligibility,current_sitemap_membership,llms_eligibility,current_llms_membership,llms_full_state,http_status,final_url,robots,cache_control,x_proxy_cache,captured_at,source_sha256,evidence
/personality/enneagram/type-4/instincts/self-preservation,en,personality,https://fermatmind.com/en/personality/enneagram/type-4/instincts/self-preservation,https://fermatmind.com/en/personality/enneagram/type-4/instincts/self-preservation,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/type-4/instincts/self-preservation,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:33:37.484Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/type-4/instincts/social,en,personality,https://fermatmind.com/en/personality/enneagram/type-4/instincts/social,https://fermatmind.com/en/personality/enneagram/type-4/instincts/social,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/type-4/instincts/social,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:33:39.207Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/type-5,en,personality,https://fermatmind.com/en/personality/enneagram/type-5,https://fermatmind.com/en/personality/enneagram/type-5,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/type-5,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:33:39.987Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/type-5/instincts/one-to-one,en,personality,https://fermatmind.com/en/personality/enneagram/type-5/instincts/one-to-one,https://fermatmind.com/en/personality/enneagram/type-5/instincts/one-to-one,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/type-5/instincts/one-to-one,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:33:41.153Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/type-5/instincts/self-preservation,en,personality,https://fermatmind.com/en/personality/enneagram/type-5/instincts/self-preservation,https://fermatmind.com/en/personality/enneagram/type-5/instincts/self-preservation,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/type-5/instincts/self-preservation,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:33:41.961Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/type-5/instincts/social,en,personality,https://fermatmind.com/en/personality/enneagram/type-5/instincts/social,https://fermatmind.com/en/personality/enneagram/type-5/instincts/social,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/type-5/instincts/social,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:33:42.630Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/type-6,en,personality,https://fermatmind.com/en/personality/enneagram/type-6,https://fermatmind.com/en/personality/enneagram/type-6,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/type-6,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:33:43.659Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/type-6/instincts/one-to-one,en,personality,https://fermatmind.com/en/personality/enneagram/type-6/instincts/one-to-one,https://fermatmind.com/en/personality/enneagram/type-6/instincts/one-to-one,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/type-6/instincts/one-to-one,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:33:44.337Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/type-6/instincts/self-preservation,en,personality,https://fermatmind.com/en/personality/enneagram/type-6/instincts/self-preservation,https://fermatmind.com/en/personality/enneagram/type-6/instincts/self-preservation,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/type-6/instincts/self-preservation,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:33:45.084Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/type-6/instincts/social,en,personality,https://fermatmind.com/en/personality/enneagram/type-6/instincts/social,https://fermatmind.com/en/personality/enneagram/type-6/instincts/social,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/type-6/instincts/social,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:33:45.544Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/type-7,en,personality,https://fermatmind.com/en/personality/enneagram/type-7,https://fermatmind.com/en/personality/enneagram/type-7,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/type-7,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:33:45.993Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/type-7/instincts/one-to-one,en,personality,https://fermatmind.com/en/personality/enneagram/type-7/instincts/one-to-one,https://fermatmind.com/en/personality/enneagram/type-7/instincts/one-to-one,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/type-7/instincts/one-to-one,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:33:46.528Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/type-7/instincts/self-preservation,en,personality,https://fermatmind.com/en/personality/enneagram/type-7/instincts/self-preservation,https://fermatmind.com/en/personality/enneagram/type-7/instincts/self-preservation,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/type-7/instincts/self-preservation,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:33:47.084Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/type-7/instincts/social,en,personality,https://fermatmind.com/en/personality/enneagram/type-7/instincts/social,https://fermatmind.com/en/personality/enneagram/type-7/instincts/social,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/type-7/instincts/social,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:33:47.707Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/type-8,en,personality,https://fermatmind.com/en/personality/enneagram/type-8,https://fermatmind.com/en/personality/enneagram/type-8,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/type-8,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:33:49.664Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/type-8/instincts/one-to-one,en,personality,https://fermatmind.com/en/personality/enneagram/type-8/instincts/one-to-one,https://fermatmind.com/en/personality/enneagram/type-8/instincts/one-to-one,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/type-8/instincts/one-to-one,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:33:50.429Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/type-8/instincts/self-preservation,en,personality,https://fermatmind.com/en/personality/enneagram/type-8/instincts/self-preservation,https://fermatmind.com/en/personality/enneagram/type-8/instincts/self-preservation,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/type-8/instincts/self-preservation,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:33:51.638Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/type-8/instincts/social,en,personality,https://fermatmind.com/en/personality/enneagram/type-8/instincts/social,https://fermatmind.com/en/personality/enneagram/type-8/instincts/social,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/type-8/instincts/social,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:33:52.806Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/type-9,en,personality,https://fermatmind.com/en/personality/enneagram/type-9,https://fermatmind.com/en/personality/enneagram/type-9,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/type-9,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:33:53.337Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/type-9/instincts/one-to-one,en,personality,https://fermatmind.com/en/personality/enneagram/type-9/instincts/one-to-one,https://fermatmind.com/en/personality/enneagram/type-9/instincts/one-to-one,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/type-9/instincts/one-to-one,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:33:53.938Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/type-9/instincts/self-preservation,en,personality,https://fermatmind.com/en/personality/enneagram/type-9/instincts/self-preservation,https://fermatmind.com/en/personality/enneagram/type-9/instincts/self-preservation,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/type-9/instincts/self-preservation,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:33:54.781Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/type-9/instincts/social,en,personality,https://fermatmind.com/en/personality/enneagram/type-9/instincts/social,https://fermatmind.com/en/personality/enneagram/type-9/instincts/social,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/type-9/instincts/social,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:33:55.432Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/wings/1w2,en,personality,https://fermatmind.com/en/personality/enneagram/wings/1w2,https://fermatmind.com/en/personality/enneagram/wings/1w2,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/wings/1w2,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:33:56.039Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/wings/1w9,en,personality,https://fermatmind.com/en/personality/enneagram/wings/1w9,https://fermatmind.com/en/personality/enneagram/wings/1w9,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/wings/1w9,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:33:57.444Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/wings/2w1,en,personality,https://fermatmind.com/en/personality/enneagram/wings/2w1,https://fermatmind.com/en/personality/enneagram/wings/2w1,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/wings/2w1,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:33:58.569Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/wings/2w3,en,personality,https://fermatmind.com/en/personality/enneagram/wings/2w3,https://fermatmind.com/en/personality/enneagram/wings/2w3,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/wings/2w3,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:33:59.330Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/wings/3w2,en,personality,https://fermatmind.com/en/personality/enneagram/wings/3w2,https://fermatmind.com/en/personality/enneagram/wings/3w2,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/wings/3w2,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:34:00.030Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/wings/3w4,en,personality,https://fermatmind.com/en/personality/enneagram/wings/3w4,https://fermatmind.com/en/personality/enneagram/wings/3w4,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/wings/3w4,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:34:00.961Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/wings/4w3,en,personality,https://fermatmind.com/en/personality/enneagram/wings/4w3,https://fermatmind.com/en/personality/enneagram/wings/4w3,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/wings/4w3,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:34:01.393Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/wings/4w5,en,personality,https://fermatmind.com/en/personality/enneagram/wings/4w5,https://fermatmind.com/en/personality/enneagram/wings/4w5,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/wings/4w5,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:34:02.163Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/wings/5w4,en,personality,https://fermatmind.com/en/personality/enneagram/wings/5w4,https://fermatmind.com/en/personality/enneagram/wings/5w4,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/wings/5w4,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:34:03.335Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/wings/5w6,en,personality,https://fermatmind.com/en/personality/enneagram/wings/5w6,https://fermatmind.com/en/personality/enneagram/wings/5w6,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/wings/5w6,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:34:04.043Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/wings/6w5,en,personality,https://fermatmind.com/en/personality/enneagram/wings/6w5,https://fermatmind.com/en/personality/enneagram/wings/6w5,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/wings/6w5,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:34:04.744Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/wings/6w7,en,personality,https://fermatmind.com/en/personality/enneagram/wings/6w7,https://fermatmind.com/en/personality/enneagram/wings/6w7,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/wings/6w7,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:34:05.383Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/wings/7w6,en,personality,https://fermatmind.com/en/personality/enneagram/wings/7w6,https://fermatmind.com/en/personality/enneagram/wings/7w6,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/wings/7w6,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:34:05.917Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/wings/7w8,en,personality,https://fermatmind.com/en/personality/enneagram/wings/7w8,https://fermatmind.com/en/personality/enneagram/wings/7w8,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/wings/7w8,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:34:07.225Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/wings/8w7,en,personality,https://fermatmind.com/en/personality/enneagram/wings/8w7,https://fermatmind.com/en/personality/enneagram/wings/8w7,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/wings/8w7,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:34:07.889Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/wings/8w9,en,personality,https://fermatmind.com/en/personality/enneagram/wings/8w9,https://fermatmind.com/en/personality/enneagram/wings/8w9,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/wings/8w9,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:34:08.702Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/wings/9w1,en,personality,https://fermatmind.com/en/personality/enneagram/wings/9w1,https://fermatmind.com/en/personality/enneagram/wings/9w1,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/wings/9w1,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:34:09.519Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/enneagram/wings/9w8,en,personality,https://fermatmind.com/en/personality/enneagram/wings/9w8,https://fermatmind.com/en/personality/enneagram/wings/9w8,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/enneagram/wings/9w8,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:34:10.113Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/entj,en,personality,https://fermatmind.com/en/personality/entj,https://fermatmind.com/en/personality/entj,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/entj,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:34:11.073Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/entj-a,en,personality,https://fermatmind.com/en/personality/entj-a,https://fermatmind.com/en/personality/entj-a,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/entj-a,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:34:11.641Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/entj-a-vs-entj-t,en,personality,https://fermatmind.com/en/personality/entj-a-vs-entj-t,https://fermatmind.com/en/personality/entj-a-vs-entj-t,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/entj-a-vs-entj-t,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:34:14.545Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/entj-t,en,personality,https://fermatmind.com/en/personality/entj-t,https://fermatmind.com/en/personality/entj-t,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/entj-t,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:34:16.359Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/personality/entp,en,personality,https://fermatmind.com/en/personality/entp,https://fermatmind.com/en/personality/entp,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_member,200,https://fermatmind.com/en/personality/entp,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:34:19.149Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
